# Frequency (Hz)	Amplitude
0.000000000000000000e+00	1.899879503417460480e+00
2.666631250470371736e-02	1.905500597646901051e+00
5.333262500940743472e-02	1.727634211407765408e+00
7.999893751411114862e-02	1.869007140192784799e+00
1.066652500188148694e-01	2.237468220794417650e+00
1.333315625235185764e-01	3.139076519554039990e+00
1.599978750282222972e-01	7.485177895158761530e+00
1.866641875329260181e-01	1.191687253194409557e+01
2.133305000376297389e-01	4.407858090959723363e+00
2.399968125423334597e-01	2.324051325777872989e+00
2.666631250470371528e-01	1.356506727199553675e+00
2.933294375517409014e-01	1.138873485233711236e+00
3.199957500564445945e-01	1.293060512229156078e+00
3.466620625611483431e-01	1.007899670129446257e+00
3.733283750658520361e-01	7.113679749330809043e-01
3.999946875705557847e-01	5.656683589333006967e-01
4.266610000752594778e-01	7.908034448066169064e-01
4.533273125799631709e-01	7.032548745195661422e-01
4.799936250846669195e-01	3.663648490189087004e-01
5.066599375893706680e-01	4.620375812233476487e-01
5.333262500940743056e-01	2.864526558739206030e-01
5.599925625987780542e-01	2.548885547629805015e-01
5.866588751034818028e-01	6.297259951753304830e-02
6.133251876081855514e-01	1.843291136349801684e-01
6.399915001128891889e-01	1.701667456539655843e-01
6.666578126175929375e-01	1.895640312678097961e-01
6.933241251222966861e-01	1.738543719101690033e-01
7.199904376270003237e-01	1.455952905762303851e-01
7.466567501317040723e-01	1.428660930157600595e-01
7.733230626364078208e-01	1.021828531630358389e-01
7.999893751411115694e-01	1.547559234613011536e-01
8.266556876458152070e-01	1.158645712487937768e-01
8.533220001505189556e-01	1.229413152988368257e-01
8.799883126552227042e-01	9.709753073271551460e-02
9.066546251599263417e-01	1.344058668512502774e-01
9.333209376646300903e-01	7.461138660572788628e-02
9.599872501693338389e-01	1.285077741885235769e-01
9.866535626740375875e-01	1.281672461970934096e-01
1.013319875178741336e+00	8.461266805935536983e-02
1.039986187683445085e+00	5.747735333959404919e-02
1.066652500188148611e+00	5.161895828014104876e-02
1.093318812692852360e+00	5.971475383720729196e-02
1.119985125197556108e+00	2.893473597945349363e-02
1.146651437702259857e+00	1.996927666160017503e-02
1.173317750206963606e+00	3.057764132877771948e-02
1.199984062711667354e+00	3.830001382344055266e-02
1.226650375216371103e+00	3.464892691844728007e-02
1.253316687721074629e+00	3.580501316557715280e-02
1.279983000225778378e+00	3.093798021456553929e-02
1.306649312730482126e+00	5.888062422349803204e-02
1.333315625235185875e+00	4.790316020780006206e-02
1.359981937739889624e+00	4.331408521225168368e-02
1.386648250244593372e+00	5.185026395837132734e-02
1.413314562749297121e+00	2.722969755922674193e-02
1.439980875254000647e+00	2.614328262228826985e-02
1.466647187758704396e+00	4.608258197239591125e-02
1.493313500263408145e+00	4.602886126526448130e-02
1.519979812768111893e+00	4.737430418280692834e-02
1.546646125272815642e+00	5.136528229343172158e-02
1.573312437777519390e+00	3.581181942048707045e-02
1.599978750282223139e+00	2.558958334257979000e-02
1.626645062786926665e+00	8.560721795892612535e-03
1.653311375291630414e+00	1.920754461913804639e-02
1.679977687796334163e+00	1.380232257607553505e-02
1.706644000301037911e+00	1.442725359381835312e-02
1.733310312805741660e+00	2.279171372649584776e-02
1.759976625310445408e+00	3.692562300060247410e-02
1.786642937815149157e+00	5.977159822458821131e-02
1.813309250319852683e+00	3.495710493699787785e-02
1.839975562824556432e+00	9.449560106771365264e-02
1.866641875329260181e+00	2.047540201043954178e-02
1.893308187833963929e+00	1.227797192355990635e-01
1.919974500338667678e+00	8.238655635699163038e-02
1.946640812843371426e+00	9.261205878656464385e-02
1.973307125348075175e+00	2.138182899004199833e-02
1.999973437852778702e+00	3.903113869122933760e-02
2.026639750357482672e+00	2.769447538462632696e-02
2.053306062862186199e+00	2.113664652890078974e-02
2.079972375366890169e+00	4.698395185670813795e-02
2.106638687871593696e+00	1.614259380448839279e-02
2.133305000376297222e+00	5.271527258617790535e-02
2.159971312881001193e+00	4.793503335045640884e-02
2.186637625385704720e+00	3.230406491054228779e-02
2.213303937890408690e+00	6.658612759698176453e-02
2.239970250395112217e+00	7.206388105375807762e-02
2.266636562899816187e+00	2.231008587273523858e-02
2.293302875404519714e+00	2.503958248716406723e-02
2.319969187909223240e+00	1.848468881965889543e-02
2.346635500413927211e+00	3.720505759176357535e-02
2.373301812918630738e+00	1.861484848790862304e-02
2.399968125423334708e+00	2.302673386673619385e-02
2.426634437928038235e+00	2.951777525959447396e-02
2.453300750432742205e+00	2.143397859613347528e-02
2.479967062937445732e+00	2.494621515112151883e-02
2.506633375442149259e+00	3.975776326911121400e-02
2.533299687946853229e+00	2.818383746324494218e-02
2.559966000451556756e+00	2.200186790274475529e-02
2.586632312956260726e+00	3.036736917102234382e-02
2.613298625460964253e+00	2.466897601380333219e-02
2.639964937965668224e+00	2.618355811691959467e-02
2.666631250470371750e+00	1.119556718714831423e-02
2.693297562975075277e+00	1.626950633337517424e-02
2.719963875479779247e+00	2.082548777657357297e-02
2.746630187984482774e+00	2.139310411155947306e-02
2.773296500489186744e+00	2.171730718952904690e-02
2.799962812993890271e+00	2.166065017216592392e-02
2.826629125498594242e+00	1.996051518292586008e-02
2.853295438003297768e+00	1.494623409522102299e-02
2.879961750508001295e+00	1.753001782550227261e-02
2.906628063012705265e+00	1.916223693543914544e-02
2.933294375517408792e+00	2.559074354594273806e-02
2.959960688022112762e+00	2.236811700651753637e-02
2.986627000526816289e+00	1.713034702341847959e-02
3.013293313031520260e+00	2.109955453218210000e-02
3.039959625536223786e+00	2.005581834493083693e-02
3.066625938040927313e+00	2.020652496076787152e-02
3.093292250545631283e+00	1.692412590453759580e-02
3.119958563050334810e+00	1.855471181404812556e-02
3.146624875555038781e+00	2.238562080506079771e-02
3.173291188059742307e+00	2.310170021991485995e-02
3.199957500564446278e+00	1.227556923032761989e-02
3.226623813069149804e+00	2.285093880118703805e-02
3.253290125573853331e+00	1.291572081824499119e-02
3.279956438078557301e+00	1.705041889943462521e-02
3.306622750583260828e+00	1.496170376481218214e-02
3.333289063087964799e+00	1.440008831195243276e-02
3.359955375592668325e+00	1.501088827322922571e-02
3.386621688097372296e+00	1.293142087818449117e-02
3.413288000602075822e+00	1.212558524353531467e-02
3.439954313106779349e+00	1.867396514462661000e-02
3.466620625611483320e+00	1.509160411708370536e-02
3.493286938116186846e+00	1.531982969838575730e-02
3.519953250620890817e+00	2.084478214561168857e-02
3.546619563125594343e+00	1.494273597965718389e-02
3.573285875630298314e+00	1.322977017087361568e-02
3.599952188135001840e+00	1.405883747658736617e-02
3.626618500639705367e+00	9.897180754842950512e-03
3.653284813144409338e+00	8.949669199174611206e-03
3.679951125649112864e+00	1.315310402817207631e-02
3.706617438153816835e+00	2.025148518468301156e-02
3.733283750658520361e+00	1.780022122943319615e-02
3.759950063163224332e+00	7.334971297887415281e-03
3.786616375667927858e+00	1.175715989423140213e-02
3.813282688172631385e+00	2.092076438316637157e-02
3.839949000677335356e+00	1.487280276929420740e-02
3.866615313182038882e+00	1.586383661742103018e-02
3.893281625686742853e+00	8.846616457706268574e-03
3.919947938191446379e+00	1.569084741275112577e-02
3.946614250696150350e+00	5.349368322114905240e-03
3.973280563200853877e+00	4.499937267315371955e-03
3.999946875705557403e+00	6.005391206301960438e-03
4.026613188210260930e+00	1.074688451442407967e-02
4.053279500714965344e+00	1.438302440909999293e-02
4.079945813219668871e+00	1.067792730284343981e-02
4.106612125724372397e+00	1.475039286482503036e-02
4.133278438229075924e+00	2.013738435240070013e-02
4.159944750733780339e+00	2.510861357601431795e-02
4.186611063238483865e+00	1.718019229197022962e-02
4.213277375743187392e+00	2.488063280368735947e-02
4.239943688247890918e+00	9.703117906325990638e-03
4.266610000752594445e+00	1.209952893701659628e-02
4.293276313257298860e+00	1.217750215245636328e-02
4.319942625762002386e+00	1.542598578012155559e-02
4.346608938266705913e+00	1.276976969069081036e-02
4.373275250771409439e+00	1.283730532785466727e-02
4.399941563276112966e+00	1.516603266588453965e-02
4.426607875780817380e+00	1.325884190313023590e-02
4.453274188285520907e+00	1.384178782814531918e-02
4.479940500790224434e+00	9.401084359108739796e-03
4.506606813294927960e+00	1.136623687785564760e-02
4.533273125799632375e+00	1.113383706655751183e-02
4.559939438304335901e+00	1.067163081298545119e-02
4.586605750809039428e+00	9.943163157290440743e-03
4.613272063313742954e+00	9.280528416333554131e-03
4.639938375818446481e+00	1.153550653478302435e-02
4.666604688323150896e+00	1.249662084928155302e-02
4.693271000827854422e+00	1.090602377275430059e-02
4.719937313332557949e+00	1.047144927182726108e-02
4.746603625837261475e+00	9.916799663227723188e-03
4.773269938341965002e+00	1.024440171331828138e-02
4.799936250846669417e+00	1.187534484221369757e-02
4.826602563351372943e+00	1.025939870527899089e-02
4.853268875856076470e+00	1.106613431500111204e-02
4.879935188360779996e+00	8.330018484251293376e-03
4.906601500865484411e+00	1.103064292472906091e-02
4.933267813370187937e+00	1.019911615500532567e-02
4.959934125874891464e+00	1.054741536796990897e-02
4.986600438379594991e+00	1.040952326184018534e-02
5.013266750884298517e+00	8.462633931711050980e-03
5.039933063389002932e+00	9.963129449993585185e-03
5.066599375893706458e+00	1.014577180982439118e-02
5.093265688398409985e+00	1.166773585631987985e-02
5.119932000903113511e+00	8.685307971623344031e-03
5.146598313407817038e+00	1.083152861607711813e-02
5.173264625912521453e+00	1.014029951542583935e-02
5.199930938417224979e+00	1.049186584217561870e-02
5.226597250921928506e+00	8.217306589292384597e-03
5.253263563426632032e+00	1.033984902347451912e-02
5.279929875931336447e+00	1.330226441772500851e-02
5.306596188436039974e+00	1.148030137250840091e-02
5.333262500940743500e+00	1.151411127631050101e-02
5.359928813445447027e+00	6.557641896735961866e-03
5.386595125950150553e+00	7.357310764625993316e-03
5.413261438454854968e+00	8.716903668816987708e-03
5.439927750959558495e+00	8.040882308265983117e-03
5.466594063464262021e+00	7.407991233417738318e-03
5.493260375968965548e+00	8.259227001376269819e-03
5.519926688473669074e+00	1.028308450302450362e-02
5.546593000978373489e+00	1.325681099911554632e-02
5.573259313483077015e+00	9.924827047306445868e-03
5.599925625987780542e+00	6.144243024433059495e-03
5.626591938492484068e+00	6.094501402640718074e-03
5.653258250997188483e+00	9.066033571040802569e-03
5.679924563501892010e+00	1.023676730514368020e-02
5.706590876006595536e+00	8.659533029937287532e-03
5.733257188511299063e+00	8.956368805041785980e-03
5.759923501016002589e+00	9.028670948646688038e-03
5.786589813520707004e+00	7.495139104528887770e-03
5.813256126025410531e+00	7.218871346337629551e-03
5.839922438530114057e+00	9.159429405534796897e-03
5.866588751034817584e+00	8.897405607669175986e-03
5.893255063539521110e+00	8.093757703481054694e-03
5.919921376044225525e+00	7.944167505213583017e-03
5.946587688548929052e+00	7.483940881626227441e-03
5.973254001053632578e+00	7.924818495215037520e-03
5.999920313558336105e+00	9.227393326358019135e-03
6.026586626063040519e+00	9.231131272300935331e-03
6.053252938567744046e+00	7.959765066559730540e-03
6.079919251072447572e+00	7.574873144331851355e-03
6.106585563577151099e+00	6.928337089506680403e-03
6.133251876081854626e+00	7.439429936795921225e-03
6.159918188586559040e+00	7.923023244271592061e-03
6.186584501091262567e+00	7.714361038598017452e-03
6.213250813595966093e+00	7.487780672555312093e-03
6.239917126100669620e+00	8.330311916117548107e-03
6.266583438605373146e+00	9.557739006868438969e-03
6.293249751110077561e+00	7.800580619035630582e-03
6.319916063614781088e+00	6.794263794078604125e-03
6.346582376119484614e+00	6.953526824695213833e-03
6.373248688624188141e+00	7.943682999394265781e-03
6.399915001128892555e+00	8.266758129369866301e-03
6.426581313633596082e+00	7.654113443834720427e-03
6.453247626138299609e+00	8.560241121443939658e-03
6.479913938643003135e+00	8.460596273329885550e-03
6.506580251147706662e+00	8.163065229303297435e-03
6.533246563652411076e+00	6.850302403897292301e-03
6.559912876157114603e+00	7.704583557366222711e-03
6.586579188661818129e+00	6.597329756740313508e-03
6.613245501166521656e+00	6.955457682932285335e-03
6.639911813671225183e+00	7.376404007923389843e-03
6.666578126175929597e+00	7.444868821193197962e-03
6.693244438680633124e+00	9.124977405249161747e-03
6.719910751185336650e+00	8.299383863343803153e-03
6.746577063690040177e+00	8.318403232230682856e-03
6.773243376194744592e+00	5.884281850350332570e-03
6.799909688699448118e+00	6.469082535913770957e-03
6.826576001204151645e+00	6.941424694862095672e-03
6.853242313708855171e+00	8.243256270146596953e-03
6.879908626213558698e+00	6.964334947174361488e-03
6.906574938718263112e+00	7.288557350385602672e-03
6.933241251222966639e+00	6.878661399053676712e-03
6.959907563727670166e+00	7.210102641234511153e-03
6.986573876232373692e+00	8.126712473363158912e-03
7.013240188737078107e+00	8.122673382824329921e-03
7.039906501241781633e+00	7.088504337815167144e-03
7.066572813746485160e+00	7.177859675905951843e-03
7.093239126251188686e+00	7.128256458382155498e-03
7.119905438755892213e+00	7.939027338426579705e-03
7.146571751260596628e+00	6.404348732239988941e-03
7.173238063765300154e+00	7.720712246171844428e-03
7.199904376270003681e+00	7.015716190411695058e-03
7.226570688774707207e+00	7.668819919800080182e-03
7.253237001279410734e+00	9.274324505102666746e-03
7.279903313784115149e+00	7.901285937282783584e-03
7.306569626288818675e+00	5.211809044861203701e-03
7.333235938793522202e+00	6.776632317085308846e-03
7.359902251298225728e+00	8.257038727053607821e-03
7.386568563802930143e+00	6.056667817388418189e-03
7.413234876307633670e+00	6.146198931486923471e-03
7.439901188812337196e+00	5.925865334254388703e-03
7.466567501317040723e+00	7.245925712765959384e-03
7.493233813821744249e+00	7.182589816632687328e-03
7.519900126326448664e+00	6.822395568433593793e-03
7.546566438831152190e+00	6.711429602566652483e-03
7.573232751335855717e+00	8.331275684205158641e-03
7.599899063840559243e+00	7.525383194573245609e-03
7.626565376345262770e+00	8.176165235997862740e-03
7.653231688849967185e+00	6.498800697588475589e-03
7.679898001354670711e+00	6.766767088587325764e-03
7.706564313859374238e+00	5.350190963900595953e-03
7.733230626364077764e+00	7.190204318269859639e-03
7.759896938868782179e+00	7.513439457484468939e-03
7.786563251373485706e+00	6.584244594756174379e-03
7.813229563878189232e+00	7.293035868452763491e-03
7.839895876382892759e+00	7.431919241266485461e-03
7.866562188887596285e+00	6.237938049040852272e-03
7.893228501392300700e+00	5.003199336262468232e-03
7.919894813897004227e+00	5.211807300747154335e-03
7.946561126401707753e+00	6.568434082102630849e-03
7.973227438906411280e+00	5.086470637996250502e-03
7.999893751411114806e+00	5.106912859049984703e-03
8.026560063915818333e+00	6.700251026869477079e-03
8.053226376420521859e+00	8.067603276161725012e-03
8.079892688925227162e+00	5.896979112649218188e-03
8.106559001429930689e+00	6.396758589783366027e-03
8.133225313934634215e+00	5.518033649608475831e-03
8.159891626439337742e+00	5.056973335764874435e-03
8.186557938944041268e+00	7.193870151401913354e-03
8.213224251448744795e+00	7.092131843215328940e-03
8.239890563953448321e+00	6.989465980149504355e-03
8.266556876458151848e+00	6.128713587095374095e-03
8.293223188962855374e+00	5.591014075811005096e-03
8.319889501467560677e+00	6.452854040425308989e-03
8.346555813972264204e+00	6.030006344977400894e-03
8.373222126476967730e+00	5.755798562834824224e-03
8.399888438981671257e+00	6.229036653506620641e-03
8.426554751486374784e+00	7.200153561831824922e-03
8.453221063991078310e+00	6.574252818741415857e-03
8.479887376495781837e+00	6.416318382531846325e-03
8.506553689000485363e+00	5.753453834098413121e-03
8.533220001505188890e+00	4.711035629693889615e-03
8.559886314009892416e+00	6.356820290965781856e-03
8.586552626514597719e+00	5.150805447022972945e-03
8.613218939019301246e+00	4.886400907991096318e-03
8.639885251524004772e+00	6.379081955440649328e-03
8.666551564028708299e+00	7.378264019431176116e-03
8.693217876533411825e+00	6.424739664362169936e-03
8.719884189038115352e+00	4.832794081073482628e-03
8.746550501542818878e+00	4.644105453106860126e-03
8.773216814047522405e+00	5.048288674603572390e-03
8.799883126552225932e+00	4.530265295010520686e-03
8.826549439056931234e+00	2.629843104735116611e-03
8.853215751561634761e+00	5.036928333599634440e-03
8.879882064066338287e+00	4.100546592286647730e-03
8.906548376571041814e+00	5.756728923846322378e-03
8.933214689075745341e+00	5.503454426872210828e-03
8.959881001580448867e+00	2.955708358437668468e-03
8.986547314085152394e+00	4.852299793392471534e-03
9.013213626589855920e+00	6.100397643611659218e-03
9.039879939094559447e+00	3.433740700097172738e-03
9.066546251599264750e+00	4.421383003404290822e-03
9.093212564103968276e+00	3.469149101433768867e-03
9.119878876608671803e+00	6.500649057123575672e-03
9.146545189113375329e+00	6.010887446279967322e-03
9.173211501618078856e+00	6.212106181929789167e-03
9.199877814122782382e+00	3.841126658442478321e-03
9.226544126627485909e+00	7.422382071727894395e-04
9.253210439132189435e+00	7.038682795696218214e-03
9.279876751636892962e+00	7.905115657487089831e-03
9.306543064141596489e+00	2.359947133765881878e-03
9.333209376646301791e+00	6.898120569866470625e-03
9.359875689151005318e+00	3.986050680852529400e-03
9.386542001655708845e+00	3.675132729971032196e-03
9.413208314160412371e+00	6.070477603703760064e-03
9.439874626665115898e+00	9.098876759268875736e-03
9.466540939169819424e+00	1.061460055756425352e-02
9.493207251674522951e+00	6.746731863183514852e-03
9.519873564179226477e+00	7.672714561222082879e-04
9.546539876683930004e+00	5.649739584102930062e-03
9.573206189188635307e+00	4.743794514602601813e-03
9.599872501693338833e+00	4.503540253572797629e-03
9.626538814198042360e+00	6.314321444679777719e-03
9.653205126702745886e+00	4.941249450157508480e-03
9.679871439207449413e+00	2.713245363866803421e-03
9.706537751712152939e+00	5.896960865386361231e-03
9.733204064216856466e+00	7.529031470958551069e-04
9.759870376721559992e+00	9.140878373304479193e-03
9.786536689226263519e+00	4.742413300175102667e-03
9.813203001730968822e+00	6.706890730332873245e-03
9.839869314235672348e+00	5.297520774567515169e-03
9.866535626740375875e+00	3.964955176654709999e-04
