# Frequency (Hz)	Amplitude
0.000000000000000000e+00	1.961314886231305010e+00
2.857060748533175182e-02	7.363668925388061837e+00
5.714121497066350364e-02	5.012588551329896802e+01
8.571182245599526239e-02	8.559669836539095300e+00
1.142824299413270073e-01	2.975173263062518281e+00
1.428530374266587522e-01	1.523780020824039072e+00
1.714236449119905248e-01	1.378192386628738442e+00
1.999942523973222697e-01	1.120019776691816960e+00
2.285648598826540145e-01	9.267586864268966274e-01
2.571354673679857594e-01	6.998047309438920616e-01
2.857060748533175043e-01	7.223709768510792051e-01
3.142766823386492492e-01	6.305425501173266278e-01
3.428472898239810496e-01	5.159440639563477315e-01
3.714178973093127945e-01	5.304851993911513519e-01
3.999885047946445393e-01	4.544049527180158976e-01
4.285591122799762842e-01	4.490636798943787311e-01
4.571297197653080291e-01	4.115638025611618733e-01
4.857003272506397740e-01	4.036670550613974395e-01
5.142709347359715188e-01	3.654882774605545115e-01
5.428415422213033192e-01	3.389894521939880723e-01
5.714121497066350086e-01	3.317036203317427212e-01
5.999827571919668090e-01	2.916910451755140854e-01
6.285533646772984984e-01	3.133343453218794816e-01
6.571239721626302988e-01	2.848611688943437081e-01
6.856945796479620991e-01	3.886555748263075816e-01
7.142651871332937885e-01	2.508160777752534432e-01
7.428357946186255889e-01	2.366574879916451823e-01
7.714064021039572783e-01	1.725207494165504896e-01
7.999770095892890787e-01	2.261163077041864755e-01
8.285476170746207680e-01	1.936666433020396150e-01
8.571182245599525684e-01	2.103937366074783155e-01
8.856888320452842578e-01	2.053473961223311328e-01
9.142594395306160582e-01	2.056991941722798867e-01
9.428300470159478586e-01	1.880075498190167949e-01
9.714006545012795479e-01	1.863603550328519765e-01
9.999712619866113483e-01	1.681710122765034676e-01
1.028541869471943038e+00	1.763280862014269257e-01
1.057112476957274838e+00	1.729440421675082773e-01
1.085683084442606638e+00	1.620925369780883418e-01
1.114253691927938217e+00	1.566680648104099849e-01
1.142824299413270017e+00	1.464117067209654843e-01
1.171394906898601818e+00	1.527301582612206887e-01
1.199965514383933618e+00	1.493712624562017754e-01
1.228536121869265418e+00	1.421238714846450035e-01
1.257106729354596997e+00	1.419569002801199242e-01
1.285677336839928797e+00	1.418187772389282453e-01
1.314247944325260598e+00	1.315824185705969929e-01
1.342818551810592398e+00	1.390169558845854303e-01
1.371389159295924198e+00	1.189039353068746252e-01
1.399959766781255777e+00	1.258025602606104854e-01
1.428530374266587577e+00	1.318850407563337546e-01
1.457100981751919377e+00	1.153052771020416228e-01
1.485671589237251178e+00	1.218569902944417471e-01
1.514242196722582756e+00	1.153347615104056423e-01
1.542812804207914557e+00	1.160908703243236917e-01
1.571383411693246357e+00	1.097909203782784088e-01
