# Frequency (Hz)	Amplitude
0.000000000000000000e+00	4.057267941101570408e+00
3.999946875705556737e-02	6.933836186278713676e+00
7.999893751411113474e-02	2.820666248579224700e+01
1.199984062711667021e-01	3.451521675049114890e+01
1.599978750282222695e-01	9.096727429811140553e+01
1.999973437852778368e-01	5.430891663103590616e+01
2.399968125423334042e-01	1.388982004643197321e+01
2.799962812993889716e-01	3.162126329964388560e+01
3.199957500564445390e-01	1.452023196357052370e+01
3.599952188135001063e-01	1.812155707571947971e+01
3.999946875705556737e-01	2.571110164764586159e+01
4.399941563276112411e-01	1.424664348915672285e+01
4.799936250846668084e-01	3.328984259446478688e+01
5.199930938417223203e-01	1.599747532379758930e+01
5.599925625987779432e-01	1.176134470493433426e+01
5.999920313558335661e-01	8.894398819908388987e+00
6.399915001128890779e-01	5.119984894140420018e+00
6.799909688699445898e-01	2.523819333322771197e+00
7.199904376270002127e-01	1.218200782554214001e+01
7.599899063840558355e-01	1.863915097675746679e+01
7.999893751411113474e-01	1.633799352004059102e+01
8.399888438981668592e-01	2.120473385149884393e+01
8.799883126552224821e-01	1.414132099924094099e+01
9.199877814122781050e-01	6.471686377574835447e+00
9.599872501693336169e-01	8.841083562562831233e+00
9.999867189263891287e-01	1.856003362786598032e+01
1.039986187683444641e+00	1.082900079204064170e+01
1.079985656440500374e+00	2.326294540918326703e+01
1.119985125197555886e+00	1.450724995140783236e+01
1.159984593954611398e+00	1.307319476762647881e+01
1.199984062711667132e+00	1.416254778895862643e+01
1.239983531468722644e+00	6.102039182063186296e+00
1.279983000225778156e+00	3.062504306885591721e+00
1.319982468982833668e+00	5.186727116363540446e+00
1.359981937739889180e+00	6.023165352913856907e+00
1.399981406496944913e+00	3.892903475556312998e+00
1.439980875254000425e+00	6.500899180989653026e+00
1.479980344011055937e+00	6.934717965066338863e+00
1.519979812768111671e+00	3.794886849674360185e+00
1.559979281525167183e+00	2.754615313959240641e+00
1.599978750282222695e+00	5.209450889145330166e+00
1.639978219039278207e+00	4.251786810399190486e+00
1.679977687796333718e+00	9.022674836059804804e+00
1.719977156553389452e+00	2.740295926086730116e+00
1.759976625310444964e+00	7.089083442711121563e+00
1.799976094067500476e+00	1.118257557845579164e+01
1.839975562824556210e+00	2.065637320705544511e+00
1.879975031581611722e+00	4.099073922807475512e+00
1.919974500338667234e+00	1.820854468993815090e+00
1.959973969095722746e+00	3.386771782681620824e+00
1.999973437852778257e+00	4.541807038349724657e+00
