# Frequency (Hz)	Amplitude
0.000000000000000000e+00	2.302348268438940337e+01
2.666631250470371736e-02	2.141164436025795226e+02
5.333262500940743472e-02	4.194349093919302618e+01
7.999893751411114862e-02	1.983600141038396458e+01
1.066652500188148694e-01	1.252777832921667311e+01
1.333315625235185764e-01	9.294873000886143544e+00
1.599978750282222972e-01	7.421235416555570730e+00
1.866641875329260181e-01	5.969908435693845661e+00
2.133305000376297389e-01	5.169057843713050104e+00
2.399968125423334597e-01	4.409979585590410700e+00
2.666631250470371528e-01	4.015117997489835666e+00
2.933294375517409014e-01	3.663038103607557439e+00
3.199957500564445945e-01	3.314687269380880874e+00
3.466620625611483431e-01	3.080479813194901162e+00
3.733283750658520361e-01	2.806600747234647031e+00
3.999946875705557847e-01	2.608085655882776077e+00
4.266610000752594778e-01	2.458425198923373411e+00
4.533273125799631709e-01	2.257930079761622189e+00
4.799936250846669195e-01	2.172131480830350458e+00
5.066599375893706680e-01	2.020905407549785426e+00
5.333262500940743056e-01	1.940927532948425904e+00
5.599925625987780542e-01	1.826313459382771898e+00
5.866588751034818028e-01	1.802963771138049065e+00
6.133251876081855514e-01	1.639000395973014390e+00
6.399915001128891889e-01	1.560949424301807165e+00
6.666578126175929375e-01	1.677797422478450207e+00
6.933241251222966861e-01	1.460249622026042582e+00
7.199904376270003237e-01	1.441346450386547851e+00
7.466567501317040723e-01	1.391107659528667551e+00
7.733230626364078208e-01	1.324944364684038201e+00
7.999893751411115694e-01	1.357275011076362947e+00
8.266556876458152070e-01	1.247260088098490982e+00
8.533220001505189556e-01	1.177198087064823318e+00
8.799883126552227042e-01	1.093395129697053880e+00
9.066546251599263417e-01	1.121204729708495940e+00
9.333209376646300903e-01	1.102393389655697220e+00
9.599872501693338389e-01	1.084657755611832419e+00
9.866535626740375875e-01	1.054271806123661337e+00
1.013319875178741336e+00	1.036711534967269310e+00
1.039986187683445085e+00	9.444382112735476564e-01
1.066652500188148611e+00	9.448590135048025029e-01
1.093318812692852360e+00	9.379265120055976235e-01
1.119985125197556108e+00	8.952657922590750994e-01
1.146651437702259857e+00	8.901065072012742663e-01
1.173317750206963606e+00	8.719348451931366872e-01
1.199984062711667354e+00	8.522998599489567395e-01
1.226650375216371103e+00	8.017026846262742534e-01
1.253316687721074629e+00	8.033252743811475360e-01
1.279983000225778378e+00	7.844828982773065507e-01
1.306649312730482126e+00	7.416125776062741926e-01
1.333315625235185875e+00	7.513922971792085237e-01
1.359981937739889624e+00	7.607280946716188375e-01
1.386648250244593372e+00	7.621727898265576728e-01
1.413314562749297121e+00	7.281139076859532988e-01
1.439980875254000647e+00	7.137311060028138643e-01
1.466647187758704396e+00	7.041421330700928793e-01
1.493313500263408145e+00	7.045547466004884463e-01
1.519979812768111893e+00	6.763302901758486696e-01
1.546646125272815642e+00	6.729465681594505311e-01
1.573312437777519390e+00	6.659558575985954354e-01
1.599978750282223139e+00	6.365766097851015548e-01
1.626645062786926665e+00	6.280080321327241588e-01
1.653311375291630414e+00	6.107623248779608938e-01
1.679977687796334163e+00	5.949342848624639135e-01
1.706644000301037911e+00	5.944004432886431655e-01
1.733310312805741660e+00	6.033293775048939045e-01
1.759976625310445408e+00	5.866378633819226973e-01
1.786642937815149157e+00	5.734873563489807369e-01
1.813309250319852683e+00	5.724563073354117515e-01
1.839975562824556432e+00	5.501843151572066715e-01
1.866641875329260181e+00	5.299025371284462604e-01
1.893308187833963929e+00	5.313685910609764473e-01
1.919974500338667678e+00	5.175843691922346057e-01
1.946640812843371426e+00	5.214821532903923806e-01
1.973307125348075175e+00	5.175328914742092223e-01
1.999973437852778702e+00	5.086117371756238015e-01
2.026639750357482672e+00	4.970309281199370988e-01
2.053306062862186199e+00	5.012352445308332349e-01
2.079972375366890169e+00	4.994715206277184905e-01
2.106638687871593696e+00	4.809481535676465858e-01
2.133305000376297222e+00	4.922137529506262488e-01
2.159971312881001193e+00	4.675556851029932792e-01
2.186637625385704720e+00	4.713867362912257941e-01
2.213303937890408690e+00	4.283486230141504980e-01
2.239970250395112217e+00	4.451421705918274241e-01
2.266636562899816187e+00	4.695815433150594687e-01
2.293302875404519714e+00	4.669791557549569649e-01
2.319969187909223240e+00	4.435223030761233365e-01
2.346635500413927211e+00	4.432902203809964137e-01
2.373301812918630738e+00	4.299292315284719557e-01
2.399968125423334708e+00	4.108776501583932816e-01
2.426634437928038235e+00	4.382565524046316274e-01
2.453300750432742205e+00	4.149850616827082117e-01
2.479967062937445732e+00	4.269354711280564096e-01
2.506633375442149259e+00	4.283774684139189937e-01
2.533299687946853229e+00	3.832310867919880293e-01
2.559966000451556756e+00	4.249565925882389794e-01
2.586632312956260726e+00	4.396153780048591142e-01
2.613298625460964253e+00	4.071787407075233567e-01
2.639964937965668224e+00	3.915442964636534073e-01
2.666631250470371750e+00	3.664676444755987084e-01
2.693297562975075277e+00	3.961980801948081776e-01
2.719963875479779247e+00	3.605950379658584559e-01
2.746630187984482774e+00	3.679473032212440264e-01
2.773296500489186744e+00	3.911103791680110575e-01
2.799962812993890271e+00	3.559017798318751535e-01
2.826629125498594242e+00	3.758723827225727843e-01
2.853295438003297768e+00	3.939498414709076690e-01
2.879961750508001295e+00	3.846200881822385287e-01
2.906628063012705265e+00	3.137281530196658896e-01
2.933294375517408792e+00	3.407017958182815276e-01
2.959960688022112762e+00	3.500123289945110128e-01
2.986627000526816289e+00	3.599717197099200905e-01
3.013293313031520260e+00	3.260512996576203082e-01
3.039959625536223786e+00	3.490871101381209929e-01
3.066625938040927313e+00	3.703355700850078369e-01
3.093292250545631283e+00	3.684781969640704702e-01
3.119958563050334810e+00	3.471922408458663623e-01
3.146624875555038781e+00	2.894767063112118066e-01
3.173291188059742307e+00	2.862402699840332909e-01
3.199957500564446278e+00	3.093521827731447460e-01
3.226623813069149804e+00	3.156853299102411747e-01
3.253290125573853331e+00	2.925774758761180427e-01
3.279956438078557301e+00	3.424340936194241181e-01
3.306622750583260828e+00	3.167301012970577534e-01
3.333289063087964799e+00	3.080245197353346787e-01
3.359955375592668325e+00	2.921588532556466666e-01
3.386621688097372296e+00	3.036133572736129382e-01
3.413288000602075822e+00	3.230802231551673787e-01
3.439954313106779349e+00	3.098073791742483318e-01
3.466620625611483320e+00	2.775949865590069399e-01
3.493286938116186846e+00	2.972199556280866184e-01
3.519953250620890817e+00	2.998367435791399194e-01
3.546619563125594343e+00	3.016087854093886245e-01
3.573285875630298314e+00	2.904653125409860093e-01
3.599952188135001840e+00	2.943353753091708658e-01
3.626618500639705367e+00	2.871416010322599965e-01
3.653284813144409338e+00	2.853417128925026525e-01
3.679951125649112864e+00	2.790922930910201827e-01
3.706617438153816835e+00	2.832525335785572862e-01
3.733283750658520361e+00	2.785716898851657297e-01
3.759950063163224332e+00	2.678177585069577149e-01
3.786616375667927858e+00	2.714389192407651308e-01
3.813282688172631385e+00	2.717660180743780574e-01
3.839949000677335356e+00	2.681133126703334479e-01
3.866615313182038882e+00	2.603849672321816300e-01
3.893281625686742853e+00	2.586034497411383581e-01
3.919947938191446379e+00	2.589144691368189810e-01
3.946614250696150350e+00	2.581083615578722568e-01
3.973280563200853877e+00	2.532942862796746519e-01
3.999946875705557403e+00	2.566472677759365495e-01
4.026613188210260930e+00	2.529454434984760858e-01
4.053279500714965344e+00	2.518270294381149133e-01
4.079945813219668871e+00	2.470358630182911963e-01
4.106612125724372397e+00	2.456980828229206604e-01
4.133278438229075924e+00	2.489277558694831249e-01
4.159944750733780339e+00	2.412777553242774486e-01
4.186611063238483865e+00	2.441198473924253154e-01
4.213277375743187392e+00	2.453617434043031120e-01
4.239943688247890918e+00	2.452023779680155835e-01
4.266610000752594445e+00	2.358179200975875356e-01
4.293276313257298860e+00	2.386808971918290556e-01
4.319942625762002386e+00	2.382416303632111376e-01
4.346608938266705913e+00	2.324643540287434640e-01
4.373275250771409439e+00	2.335419349390142341e-01
4.399941563276112966e+00	2.342562407592479468e-01
4.426607875780817380e+00	2.301988941930798171e-01
4.453274188285520907e+00	2.317054819594490389e-01
4.479940500790224434e+00	2.285177107731652946e-01
4.506606813294927960e+00	2.307627912133252690e-01
4.533273125799632375e+00	2.253727734718606324e-01
4.559939438304335901e+00	2.227721666745894613e-01
4.586605750809039428e+00	2.217998264877774350e-01
4.613272063313742954e+00	2.223455241061707832e-01
4.639938375818446481e+00	2.207891608621771751e-01
4.666604688323150896e+00	2.155938409990315330e-01
4.693271000827854422e+00	2.162978802682755941e-01
4.719937313332557949e+00	2.162673165419084498e-01
4.746603625837261475e+00	2.116399244731612117e-01
4.773269938341965002e+00	2.158987650985884910e-01
4.799936250846669417e+00	2.145733722664791288e-01
4.826602563351372943e+00	2.099663139544587220e-01
4.853268875856076470e+00	2.074086975295637014e-01
4.879935188360779996e+00	2.078916807452128035e-01
4.906601500865484411e+00	2.072513173414472221e-01
4.933267813370187937e+00	2.047901765005226415e-01
4.959934125874891464e+00	2.055552980244249872e-01
4.986600438379594991e+00	2.044481929663847231e-01
5.013266750884298517e+00	2.042738662734413513e-01
5.039933063389002932e+00	2.033304544150649207e-01
5.066599375893706458e+00	2.006815051716188125e-01
5.093265688398409985e+00	1.996395885880686560e-01
5.119932000903113511e+00	1.979453647645073588e-01
5.146598313407817038e+00	1.971622089686619339e-01
5.173264625912521453e+00	1.975363362915758259e-01
5.199930938417224979e+00	1.960870847975955955e-01
5.226597250921928506e+00	1.948481644828640724e-01
5.253263563426632032e+00	1.951734187574448165e-01
5.279929875931336447e+00	1.956592627910720139e-01
5.306596188436039974e+00	1.927755532275312322e-01
5.333262500940743500e+00	1.907455665393834876e-01
5.359928813445447027e+00	1.908427768139004665e-01
5.386595125950150553e+00	1.889185739721593038e-01
5.413261438454854968e+00	1.891235983636222473e-01
5.439927750959558495e+00	1.883609212853436243e-01
5.466594063464262021e+00	1.868513412197639334e-01
5.493260375968965548e+00	1.872575550471469175e-01
5.519926688473669074e+00	1.854895364486181530e-01
5.546593000978373489e+00	1.841743825198344231e-01
5.573259313483077015e+00	1.842125989430183630e-01
5.599925625987780542e+00	1.824926358164395690e-01
5.626591938492484068e+00	1.819119664557947436e-01
5.653258250997188483e+00	1.805872295890204593e-01
5.679924563501892010e+00	1.799419482263998338e-01
5.706590876006595536e+00	1.787133303456992228e-01
5.733257188511299063e+00	1.787411532045466156e-01
5.759923501016002589e+00	1.772702926058245809e-01
5.786589813520707004e+00	1.762271168519096709e-01
5.813256126025410531e+00	1.775449733937661534e-01
5.839922438530114057e+00	1.751051499826405400e-01
5.866588751034817584e+00	1.734443873129606906e-01
5.893255063539521110e+00	1.721161005091303986e-01
5.919921376044225525e+00	1.737076093942377109e-01
5.946587688548929052e+00	1.715721268849122738e-01
5.973254001053632578e+00	1.718030554700045731e-01
5.999920313558336105e+00	1.699359783269462909e-01
6.026586626063040519e+00	1.685527180944446923e-01
6.053252938567744046e+00	1.685982212236264710e-01
6.079919251072447572e+00	1.688662165136578797e-01
6.106585563577151099e+00	1.664592514439101334e-01
6.133251876081854626e+00	1.650572263337538592e-01
6.159918188586559040e+00	1.662614040916845781e-01
6.186584501091262567e+00	1.652579455035731726e-01
6.213250813595966093e+00	1.649306121464118036e-01
6.239917126100669620e+00	1.647203089502517481e-01
6.266583438605373146e+00	1.617629703103308225e-01
6.293249751110077561e+00	1.616582619599616355e-01
6.319916063614781088e+00	1.610346834967720242e-01
6.346582376119484614e+00	1.604772603371907302e-01
6.373248688624188141e+00	1.602092307263523197e-01
