X(mm)	Z(mm)
1.003455167999999897e+00	7.370972477745401097e-01
1.003846454999999915e+00	7.293969368093413674e-01
1.004237741999999933e+00	7.215669781708793362e-01
1.004629028999999951e+00	7.136047998144608995e-01
1.005020315999999969e+00	7.055077931232559552e-01
1.005411602999999987e+00	6.972733202831138399e-01
1.005802888999999922e+00	6.888987224889429051e-01
1.006194175999999940e+00	6.803813289955294996e-01
1.006585462999999958e+00	6.717184670224848331e-01
1.006976749999999976e+00	6.629074725193532247e-01
1.007368036999999994e+00	6.539457017927426952e-01
1.007759324000000012e+00	6.448305439926654836e-01
1.008150611000000030e+00	6.355594344501878101e-01
1.008541896999999965e+00	6.261298688530870793e-01
1.008933183999999983e+00	6.165394182405946610e-01
1.009324471000000001e+00	6.067857447924824843e-01
1.009715758000000019e+00	5.968666183817038506e-01
1.010107045000000037e+00	5.867799338534490650e-01
1.010498332000000055e+00	5.765237289867138903e-01
1.010889619000000073e+00	5.660962030872467299e-01
1.011280906000000090e+00	5.554957361530228344e-01
1.011672192000000026e+00	5.447209085452768829e-01
1.012063479000000044e+00	5.337705210897562003e-01
1.012454766000000062e+00	5.226436155244346127e-01
1.012846053000000079e+00	5.113394952016510064e-01
1.013237340000000097e+00	4.998577459446921778e-01
1.013628626999999893e+00	4.881982569513514392e-01
1.014019913999999911e+00	4.763612416300422314e-01
1.014411200000000068e+00	4.643472582476303456e-01
1.014802487000000086e+00	4.521572302622608452e-01
1.015193774000000104e+00	4.397924662091099446e-01
1.015585060999999900e+00	4.272546790022976881e-01
1.015976347999999918e+00	4.145460045123507964e-01
1.016367634999999936e+00	4.016690192758457512e-01
1.016758921999999954e+00	3.886267571924147957e-01
1.017150208999999972e+00	3.754227250643412672e-01
1.017541494999999907e+00	3.620609168356627716e-01
1.017932781999999925e+00	3.485458263911385135e-01
1.018324068999999943e+00	3.348824587806633057e-01
1.018715355999999961e+00	3.210763397416648290e-01
1.019106642999999979e+00	3.071335234005621029e-01
1.019497929999999997e+00	2.930605980443182768e-01
1.019889217000000015e+00	2.788646898643019068e-01
1.020280502999999950e+00	2.645534645869015433e-01
1.020671789999999968e+00	2.501351269183931803e-01
1.021063076999999986e+00	2.356184177452028961e-01
1.021454364000000004e+00	2.210126090446887792e-01
1.021845651000000021e+00	2.063274964756759700e-01
1.022236938000000039e+00	1.915733896320735430e-01
1.022628225000000057e+00	1.767610999569116936e-01
1.023019512000000075e+00	1.619019263280674914e-01
1.023410798000000010e+00	1.470076383408501219e-01
1.023802085000000028e+00	1.320904573265446191e-01
1.024193372000000046e+00	1.171630351599844549e-01
1.024584659000000064e+00	1.022384309232030053e-01
1.024975946000000082e+00	8.733008550610885101e-02
1.025367233000000100e+00	7.245179423879878622e-02
1.025758519999999896e+00	5.761767766340071539e-02
1.026149806000000053e+00	4.284215056605426841e-02
1.026541093000000071e+00	2.813988940162012037e-02
1.026932380000000089e+00	1.352579825478546216e-02
1.027323667000000107e+00	-9.850265087817137652e-04
1.027714953999999903e+00	-1.537733273886385775e-02
1.028106240999999921e+00	-2.963574997505632330e-02
1.028497527999999939e+00	-4.374482772364442912e-02
1.028888814999999957e+00	-5.768907435739101947e-02
1.029280100999999892e+00	-7.145299645602401495e-02
1.029671387999999910e+00	-8.502113840416698765e-02
1.030062674999999928e+00	-9.837812206393262149e-02
1.030453961999999946e+00	-1.115086863413466550e-01
1.030845248999999964e+00	-1.243977264691148027e-01
1.031236535999999981e+00	-1.370303328328839887e-01
1.031627822999999999e+00	-1.493918291739708415e-01
1.032019108999999935e+00	-1.614678100084483980e-01
1.032410395999999952e+00	-1.732441771104489547e-01
1.032801682999999970e+00	-1.847071749165326293e-01
1.033192969999999988e+00	-1.958434247179569043e-01
1.033584257000000006e+00	-2.066399575186063098e-01
1.033975544000000024e+00	-2.170842454481390904e-01
1.034366831000000042e+00	-2.271642316325195032e-01
1.034758118000000060e+00	-2.368683584374428885e-01
1.035149403999999995e+00	-2.461855940140588450e-01
1.035540691000000013e+00	-2.551054570905808005e-01
1.035931978000000031e+00	-2.636180399674881714e-01
1.036323265000000049e+00	-2.717140296877335603e-01
1.036714552000000067e+00	-2.793847273663844222e-01
1.037105839000000085e+00	-2.866220656762696883e-01
1.037497126000000103e+00	-2.934186244974072433e-01
1.037888412000000038e+00	-2.997676447482569562e-01
1.038279699000000056e+00	-3.056630404262424827e-01
1.038670986000000074e+00	-3.110994088935682966e-01
1.039062273000000092e+00	-3.160720394521687182e-01
1.039453560000000110e+00	-3.205769202586866706e-01
1.039844846999999906e+00	-3.246107436367023924e-01
1.040236133999999923e+00	-3.281709098490216969e-01
1.040627420999999941e+00	-3.312555293977040294e-01
1.041018707000000099e+00	-3.338634239236685231e-01
1.041409993999999894e+00	-3.359941257811635551e-01
1.041801280999999912e+00	-3.376478763650924142e-01
1.042192567999999930e+00	-3.388256232710956106e-01
1.042583854999999948e+00	-3.395290163693009400e-01
1.042975141999999966e+00	-3.397604028726574077e-01
1.043366428999999984e+00	-3.395228214796743305e-01
1.043757714999999919e+00	-3.388199956691329007e-01
1.044149001999999937e+00	-3.376563262208858718e-01
1.044540288999999955e+00	-3.360368830321708300e-01
1.044931575999999973e+00	-3.339673962928855766e-01
1.045322862999999991e+00	-3.314542470759994641e-01
1.045714150000000009e+00	-3.285044573907490717e-01
1.046105437000000027e+00	-3.251256797366728346e-01
1.046496724000000045e+00	-3.213261861861569924e-01
1.046888009999999980e+00	-3.171148570123634713e-01
1.047279296999999998e+00	-3.125011688685632727e-01
1.047670584000000016e+00	-3.074951825143567019e-01
1.048061871000000034e+00	-3.021075300743320535e-01
1.048453158000000052e+00	-2.963494018056607171e-01
1.048844445000000070e+00	-2.902325323431843573e-01
1.049235732000000088e+00	-2.837691863838858186e-01
1.049627018000000023e+00	-2.769721437673723363e-01
1.050018305000000041e+00	-2.698546839051542690e-01
1.050409592000000059e+00	-2.624305695089897972e-01
1.050800879000000077e+00	-2.547140295672179477e-01
1.051192166000000094e+00	-2.467197415175991504e-01
1.051583452999999890e+00	-2.384628125655441078e-01
1.051974739999999908e+00	-2.299587600976483182e-01
1.052366026999999926e+00	-2.212234911421707972e-01
1.052757313000000083e+00	-2.122732808305822783e-01
1.053148600000000101e+00	-2.031247498176596000e-01
1.053539886999999897e+00	-1.937948406219088537e-01
1.053931173999999915e+00	-1.843007928534115825e-01
1.054322460999999933e+00	-1.746601173024925624e-01
1.054713747999999951e+00	-1.648905688698086291e-01
1.055105034999999969e+00	-1.550101183263863369e-01
1.055496320999999904e+00	-1.450369229005873117e-01
1.055887607999999922e+00	-1.349892956977921388e-01
1.056278894999999940e+00	-1.248856739676821315e-01
1.056670181999999958e+00	-1.147445862433509461e-01
1.057061468999999976e+00	-1.045846183861082190e-01
1.057452755999999994e+00	-9.442437857972893478e-02
1.057844043000000012e+00	-8.428246132797202750e-02
1.058235330000000030e+00	-7.417741051928948559e-02
1.058626615999999965e+00	-6.412768163260602894e-02
1.059017902999999983e+00	-5.415160316775152055e-02
1.059409190000000001e+00	-4.426733739352854691e-02
1.059800477000000019e+00	-3.449284051547619329e-02
1.060191764000000036e+00	-2.484582237407644348e-02
1.060583051000000054e+00	-1.534370579228519146e-02
1.060974338000000072e+00	-6.003585698661082631e-03
1.061365624000000007e+00	3.157811841146284954e-03
1.061756911000000025e+00	1.212417054628862380e-02
1.062148198000000043e+00	2.087962465324487774e-02
1.062539485000000061e+00	2.940879931273610720e-02
1.062930772000000079e+00	3.769685050221355943e-02
1.063322059000000097e+00	4.572950430337038158e-02
1.063713345999999893e+00	5.349309539313859552e-02
1.064104632999999911e+00	6.097460459632314533e-02
1.064495919000000068e+00	6.816169534837002164e-02
1.064887206000000086e+00	7.504274891777931722e-02
1.065278493000000104e+00	8.160689823938498122e-02
1.065669779999999900e+00	8.784406021214398452e-02
1.066061066999999918e+00	9.374496631818507453e-02
1.066452353999999936e+00	9.930119142361006068e-02
1.066843640999999954e+00	1.045051806258718852e-01
1.067234927999999972e+00	1.093502740174589483e-01
1.067626213999999907e+00	1.138307292411184363e-01
1.068017500999999925e+00	1.179417417179834393e-01
1.068408787999999943e+00	1.216794624367464189e-01
1.068800074999999961e+00	1.250410131994367513e-01
1.069191361999999978e+00	1.280244992274077176e-01
1.069582648999999996e+00	1.306290190398257112e-01
1.069973936000000014e+00	1.328546715263038691e-01
1.070365221999999950e+00	1.347025601453262222e-01
1.070756508999999967e+00	1.361747941907048842e-01
1.071147795999999985e+00	1.372744870793883853e-01
1.071539083000000003e+00	1.380057516253783700e-01
1.071930370000000021e+00	1.383736922762510979e-01
1.072321657000000039e+00	1.383843943008387645e-01
1.072712944000000057e+00	1.380449099290846360e-01
1.073104231000000075e+00	1.373632414580487071e-01
1.073495517000000010e+00	1.363483213515696291e-01
1.073886804000000028e+00	1.350099893751579294e-01
1.074278091000000046e+00	1.333589668221839830e-01
1.074669378000000064e+00	1.314068279021372299e-01
1.075060665000000082e+00	1.291659683764445898e-01
1.075451952000000100e+00	1.266495715418180235e-01
1.075843238999999896e+00	1.238715716751425944e-01
1.076234525000000053e+00	1.208466150673221939e-01
1.076625812000000071e+00	1.175900187860895035e-01
1.077017099000000089e+00	1.141177273193967334e-01
1.077408386000000107e+00	1.104462672614913710e-01
1.077799672999999903e+00	1.065927002130457324e-01
1.078190959999999921e+00	1.025745740747013440e-01
1.078582246999999938e+00	9.840987292009513443e-02
1.078973533999999956e+00	9.411696563982789587e-02
1.079364819999999892e+00	8.971455355185177505e-02
1.079756106999999909e+00	8.522161717630645505e-02
1.080147393999999927e+00	8.065736237386642027e-02
1.080538680999999945e+00	7.604116604618574304e-02
1.080929967999999963e+00	7.139252159513027884e-02
1.081321254999999981e+00	6.673098433430790788e-02
1.081712541999999999e+00	6.207611704210365400e-02
1.082103827999999934e+00	5.744743584015454124e-02
1.082495114999999952e+00	5.286435657512486563e-02
1.082886401999999970e+00	4.834614187495697019e-02
1.083277688999999988e+00	4.391184904370171865e-02
1.083668976000000006e+00	3.958027895178017203e-02
1.084060263000000024e+00	3.536992607119562176e-02
1.084451550000000042e+00	3.129892979777068596e-02
1.084842837000000060e+00	2.738502719481559697e-02
1.085234122999999995e+00	2.364550728464369714e-02
1.085625410000000013e+00	2.009716700601561767e-02
1.086016697000000031e+00	1.675626894695935593e-02
1.086407984000000049e+00	1.363850095356159038e-02
1.086799271000000067e+00	1.075893770634555636e-02
1.087190558000000085e+00	8.132004346826648966e-03
1.087581845000000103e+00	5.771442227844525256e-03
1.087973131000000038e+00	3.690276852384172072e-03
1.088364418000000056e+00	1.900788056895935706e-03
1.088755705000000074e+00	4.144824866692005242e-04
1.089146992000000091e+00	-7.579315973771175987e-04
1.089538279000000109e+00	-1.606567149093946758e-03
1.089929565999999905e+00	-2.122378781108754352e-03
1.090320852999999923e+00	-2.297180806531428678e-03
1.090712139999999941e+00	-2.123662869944170639e-03
1.091103426000000098e+00	-1.595403166482987564e-03
1.091494712999999894e+00	-7.068792546875277876e-04
1.091885999999999912e+00	5.465235247257593017e-04
1.092277286999999930e+00	2.168506005900812991e-03
1.092668573999999948e+00	4.161851506617535515e-03
1.093059860999999966e+00	6.528424459198047328e-03
1.093451147999999984e+00	9.269171328716978644e-03
1.093842433999999919e+00	1.238412377890665828e-02
1.094233720999999937e+00	1.587240404190928475e-02
1.094625007999999955e+00	1.973223244434269691e-02
1.095016294999999973e+00	2.396093703892392471e-02
1.095407581999999991e+00	2.855496528802472372e-02
1.095798869000000009e+00	3.350989774296680990e-02
1.096190156000000027e+00	3.882046366063490045e-02
1.096581443000000045e+00	4.448055849717245935e-02
1.096972728999999980e+00	5.048326321721210985e-02
1.097364015999999998e+00	5.682086535633878305e-02
1.097755303000000016e+00	6.348488177431275969e-02
1.098146590000000034e+00	7.046608303697012021e-02
1.098537877000000051e+00	7.775451936560916211e-02
1.098929164000000069e+00	8.533954809397974184e-02
1.099320451000000087e+00	9.320986257465112279e-02
1.099711737000000022e+00	1.013535224785160893e-01
1.100103024000000040e+00	1.097579854334991278e-01
1.100494311000000058e+00	1.184101399511654773e-01
1.100885598000000076e+00	1.272963395927985963e-01
1.101276885000000094e+00	1.364024383294449860e-01
1.101668171999999890e+00	1.457138270531305457e-01
1.102059458999999908e+00	1.552154711985735680e-01
1.102450745999999926e+00	1.648919494358895843e-01
1.102842032000000083e+00	1.747274933946983688e-01
1.103233319000000101e+00	1.847060283785171009e-01
1.103624605999999897e+00	1.948112150252820918e-01
1.104015892999999915e+00	2.050264918653270374e-01
1.104407179999999933e+00	2.153351187222872776e-01
1.104798466999999951e+00	2.257202208954176559e-01
1.105189753999999969e+00	2.361648340539926338e-01
1.105581039999999904e+00	2.466519497660997762e-01
1.105972326999999922e+00	2.571645615755010494e-01
1.106363613999999940e+00	2.676857115315117719e-01
1.106754900999999958e+00	2.781985370681671066e-01
1.107146187999999976e+00	2.886863181204167295e-01
1.107537474999999993e+00	2.991325243567936609e-01
1.107928762000000011e+00	3.095208624000078679e-01
1.108320049000000029e+00	3.198353228992611430e-01
1.108711334999999965e+00	3.300602273108160789e-01
1.109102621999999982e+00	3.401802742365687138e-01
1.109493909000000000e+00	3.501805851642204592e-01
1.109885196000000018e+00	3.600467494472875396e-01
1.110276483000000036e+00	3.697648683587854146e-01
1.110667770000000054e+00	3.793215980491084216e-01
1.111059057000000072e+00	3.887041912364516127e-01
1.111450343000000007e+00	3.979005374571058518e-01
1.111841630000000025e+00	4.068992017030620967e-01
1.112232917000000043e+00	4.156894612755036578e-01
1.112624204000000061e+00	4.242613406848391167e-01
1.113015491000000079e+00	4.326056444308284399e-01
1.113406778000000097e+00	4.407139875000030127e-01
1.113798064999999893e+00	4.485788234219477144e-01
1.114189351999999911e+00	4.561934697311152420e-01
1.114580638000000068e+00	4.635521306867266267e-01
1.114971925000000086e+00	4.706499171100450574e-01
1.115363212000000104e+00	4.774828632059767708e-01
1.115754498999999900e+00	4.840479402446676294e-01
1.116145785999999918e+00	4.903430669886700288e-01
1.116537072999999936e+00	4.963671167624751357e-01
1.116928359999999953e+00	5.021199210737983254e-01
1.117319646000000111e+00	5.076022697098968584e-01
1.117710932999999907e+00	5.128159072472087132e-01
1.118102219999999924e+00	5.177635259285070513e-01
1.118493506999999942e+00	5.224487548783792734e-01
1.118884793999999960e+00	5.268761456450434810e-01
1.119276080999999978e+00	5.310511540742391956e-01
1.119667367999999996e+00	5.349801185390872238e-01
1.120058655000000014e+00	5.386702345683307414e-01
1.120449940999999949e+00	5.421295259341555317e-01
1.120841227999999967e+00	5.453668122797793449e-01
1.121232514999999985e+00	5.483916733861180504e-01
1.121623802000000003e+00	5.512144101960005926e-01
1.122015089000000021e+00	5.538460027334709546e-01
1.122406376000000039e+00	5.562980650744586697e-01
1.122797663000000057e+00	5.585827975431790771e-01
1.123188948999999992e+00	5.607129363257056243e-01
1.123580236000000010e+00	5.627017007080004074e-01
1.123971523000000028e+00	5.645627381602030814e-01
1.124362810000000046e+00	5.663100675022285646e-01
1.124754097000000064e+00	5.679580203978291664e-01
1.125145384000000082e+00	5.695211814353045021e-01
1.125536671000000100e+00	5.710143270629708390e-01
1.125927957999999895e+00	5.724523636562101059e-01
1.126319244000000053e+00	5.738502650002690331e-01
1.126710531000000071e+00	5.752230094788260972e-01
1.127101818000000089e+00	5.765855172626185299e-01
1.127493105000000106e+00	5.779525877950791868e-01
1.127884391999999902e+00	5.793388378729676935e-01
1.128275678999999920e+00	5.807586406193905315e-01
1.128666965999999938e+00	5.822260656443535298e-01
1.129058252000000095e+00	5.837548206840195153e-01
1.129449538999999891e+00	5.853581950040535054e-01
1.129840825999999909e+00	5.870490048447358777e-01
1.130232112999999927e+00	5.888395411758574616e-01
1.130623399999999945e+00	5.907415200177524861e-01
1.131014686999999963e+00	5.927660355712048856e-01
1.131405973999999981e+00	5.949235163834758477e-01
1.131797260999999999e+00	5.972236847605176813e-01
1.132188546999999934e+00	5.996755196167913304e-01
1.132579833999999952e+00	6.022872229342529637e-01
1.132971120999999970e+00	6.050661899812552758e-01
1.133362407999999988e+00	6.080189834204955401e-01
1.133753695000000006e+00	6.111513114128195312e-01
1.134144982000000024e+00	6.144680098006972679e-01
1.134536269000000042e+00	6.179730284315492206e-01
1.134927554999999977e+00	6.216694216568730003e-01
1.135318841999999995e+00	6.255593430184289705e-01
1.135710129000000013e+00	6.296440441077767458e-01
1.136101416000000031e+00	6.339238775604660869e-01
1.136492703000000049e+00	6.383983041214841281e-01
1.136883990000000066e+00	6.430659036944612605e-01
1.137275277000000084e+00	6.479243902639731933e-01
1.137666564000000102e+00	6.529706305583350412e-01
1.138057850000000037e+00	6.582006662998390878e-01
1.138449137000000055e+00	6.636097398706678474e-01
1.138840424000000073e+00	6.691923232059248106e-01
1.139231711000000091e+00	6.749421497105232426e-01
1.139622998000000109e+00	6.808522489841359882e-01
1.140014284999999905e+00	6.869149841280347557e-01
1.140405571999999923e+00	6.931220913993202393e-01
1.140796858000000080e+00	6.994647219716010333e-01
1.141188145000000098e+00	7.059334855564145528e-01
1.141579431999999894e+00	7.125184956364299937e-01
1.141970718999999912e+00	7.192094160596024244e-01
1.142362005999999930e+00	7.259955087428870968e-01
1.142753292999999948e+00	7.328656822348358357e-01
1.143144579999999966e+00	7.398085408883390279e-01
1.143535866999999984e+00	7.468124343978612689e-01
1.143927152999999919e+00	7.538655074596352090e-01
1.144318439999999937e+00	7.609557493183581878e-01
1.144709726999999955e+00	7.680710429699678654e-01
1.145101013999999973e+00	7.751992137970855623e-01
1.145492300999999991e+00	7.823280774217183930e-01
1.145883588000000008e+00	7.894454865688267375e-01
1.146274875000000026e+00	7.965393767443458284e-01
1.146666160999999962e+00	8.035978105422177942e-01
1.147057447999999980e+00	8.106090204069695826e-01
1.147448734999999997e+00	8.175614496914518359e-01
1.147840022000000015e+00	8.244437918635889595e-01
1.148231309000000033e+00	8.312450277313709890e-01
1.148622596000000051e+00	8.379544605717249572e-01
1.149013883000000069e+00	8.445617490660355386e-01
1.149405170000000087e+00	8.510569379625684272e-01
1.149796456000000022e+00	8.574304864034610896e-01
1.150187743000000040e+00	8.636732938708782115e-01
1.150579030000000058e+00	8.697767237230593640e-01
1.150970317000000076e+00	8.757326243061006599e-01
1.151361604000000094e+00	8.815333476412562375e-01
1.151752890999999890e+00	8.871717657002446966e-01
1.152144177999999908e+00	8.926412842924716928e-01
1.152535464000000065e+00	8.979358545982347728e-01
1.152926751000000083e+00	9.030499823909752255e-01
1.153318038000000101e+00	9.079787349996132351e-01
1.153709324999999897e+00	9.127177460690959476e-01
1.154100611999999915e+00	9.172632181836315457e-01
1.154491898999999933e+00	9.216119234227319046e-01
1.154883185999999951e+00	9.257612019251880708e-01
1.155274472999999968e+00	9.297089585404701984e-01
1.155665758999999904e+00	9.334536576508293271e-01
1.156057045999999922e+00	9.369943162506368939e-01
1.156448332999999939e+00	9.403304953722949611e-01
1.156839619999999957e+00	9.434622899504119253e-01
1.157230906999999975e+00	9.463903172178617096e-01
1.157622193999999993e+00	9.491157037287447640e-01
1.158013481000000011e+00	9.516400711040780003e-01
1.158404766999999946e+00	9.539655205961726780e-01
1.158796053999999964e+00	9.560946165670810570e-01
1.159187340999999982e+00	9.580303689752215357e-01
1.159578628000000000e+00	9.597762149623824124e-01
1.159969915000000018e+00	9.613359996308268318e-01
1.160361202000000036e+00	9.627139560972772792e-01
1.160752489000000054e+00	9.639146849072572909e-01
1.161143776000000072e+00	9.649431328897550841e-01
1.161535062000000007e+00	9.658045715285692445e-01
1.161926349000000025e+00	9.665045749231019334e-01
1.162317636000000043e+00	9.670489974078527728e-01
1.162708923000000061e+00	9.674439508964554069e-01
1.163100210000000079e+00	9.676957820128403442e-01
1.163491497000000097e+00	9.678110490690186030e-01
1.163882783999999893e+00	9.677964989460731138e-01
1.164274070000000050e+00	9.676590439322361181e-01
1.164665357000000068e+00	9.674057385693854982e-01
1.165056644000000086e+00	9.670437565569364180e-01
1.165447931000000104e+00	9.665803677600068866e-01
1.165839217999999899e+00	9.660229153669918079e-01
1.166230504999999917e+00	9.653787932403496974e-01
1.166621791999999935e+00	9.646554235035286196e-01
1.167013078999999953e+00	9.638602344064786109e-01
1.167404365000000110e+00	9.630006385120729595e-01
1.167795651999999906e+00	9.620840112459227988e-01
1.168186938999999924e+00	9.611176698524719342e-01
1.168578225999999942e+00	9.601088528008040468e-01
1.168969512999999960e+00	9.590646996842023819e-01
1.169360799999999978e+00	9.579922316580202768e-01
1.169752086999999996e+00	9.568983324607727159e-01
1.170143372999999931e+00	9.557897300634448090e-01
1.170534659999999949e+00	9.546729789918263487e-01
1.170925946999999967e+00	9.535544433662832553e-01
1.171317233999999985e+00	9.524402807028257145e-01
1.171708521000000003e+00	9.513364265187690405e-01
1.172099808000000021e+00	9.502485797857502803e-01
1.172491095000000039e+00	9.491821892723348864e-01
1.172882382000000057e+00	9.481424408177658858e-01
1.173273667999999992e+00	9.471342455773726909e-01
1.173664955000000010e+00	9.461622292785444310e-01
1.174056242000000028e+00	9.452307225238429922e-01
1.174447529000000046e+00	9.443437521747189978e-01
1.174838816000000064e+00	9.435050338454274987e-01
1.175230103000000081e+00	9.427179655322446283e-01
1.175621390000000099e+00	9.419856223980741516e-01
1.176012676000000035e+00	9.413107527271402653e-01
1.176403963000000052e+00	9.406957750587732203e-01
1.176795250000000070e+00	9.401427765034066075e-01
1.177186537000000088e+00	9.396535122378826266e-01
1.177577824000000106e+00	9.392294061710432240e-01
1.177969110999999902e+00	9.388715527643998193e-01
1.178360397999999920e+00	9.385807199864497630e-01
1.178751684999999938e+00	9.383573533731054406e-01
1.179142971000000095e+00	9.382015811609389910e-01
1.179534257999999891e+00	9.381132204547807385e-01
1.179925544999999909e+00	9.380917843868158412e-01
1.180316831999999927e+00	9.381364902207273149e-01
1.180708118999999945e+00	9.382462683515799817e-01
1.181099405999999963e+00	9.384197721498873657e-01
1.181490692999999981e+00	9.386553885965315258e-01
1.181881978999999916e+00	9.389512496537988362e-01
1.182273265999999934e+00	9.393052443166834964e-01
1.182664552999999952e+00	9.397150312877443623e-01
1.183055839999999970e+00	9.401780522181699684e-01
1.183447126999999988e+00	9.406915454573009372e-01
1.183838414000000006e+00	9.412525602527157531e-01
1.184229701000000023e+00	9.418579713431307621e-01
1.184620988000000041e+00	9.425044938868106792e-01
1.185012273999999977e+00	9.431886986689700381e-01
1.185403560999999995e+00	9.439070275327302584e-01
1.185794848000000012e+00	9.446558089796271984e-01
1.186186135000000030e+00	9.454312738874606215e-01
1.186577422000000048e+00	9.462295712954842397e-01
1.186968709000000066e+00	9.470467842095353639e-01
1.187359996000000084e+00	9.478789453826513833e-01
1.187751282000000019e+00	9.487220530298799970e-01
1.188142569000000037e+00	9.495720864392575011e-01
1.188533856000000055e+00	9.504250214441621880e-01
1.188925143000000073e+00	9.512768457253986121e-01
1.189316430000000091e+00	9.521235739143590893e-01
1.189707717000000109e+00	9.529612624713899027e-01
1.190099003999999905e+00	9.537860243160478646e-01
1.190490290999999923e+00	9.545940431882817823e-01
1.190881577000000080e+00	9.553815877216735863e-01
1.191272864000000098e+00	9.561450252116799886e-01
1.191664150999999894e+00	9.568808350631711201e-01
1.192055437999999912e+00	9.575856219023459737e-01
1.192446724999999930e+00	9.582561283381467732e-01
1.192838011999999948e+00	9.588892473575187925e-01
1.193229298999999966e+00	9.594820343372507665e-01
1.193620584999999901e+00	9.600317186527369540e-01
1.194011871999999919e+00	9.605357148609580120e-01
1.194403158999999937e+00	9.609916334314724251e-01
1.194794445999999954e+00	9.613972909954225932e-01
1.195185732999999972e+00	9.617507200786817867e-01
1.195577019999999990e+00	9.620501782814065983e-01
1.195968307000000008e+00	9.622941568624893138e-01
1.196359594000000026e+00	9.624813886837444432e-01
1.196750879999999961e+00	9.626108554651531257e-01
1.197142166999999979e+00	9.626817942991970911e-01
1.197533453999999997e+00	9.626937033693081514e-01
1.197924741000000015e+00	9.626463468148629410e-01
1.198316028000000033e+00	9.625397586830992669e-01
1.198707315000000051e+00	9.623742459070177002e-01
1.199098602000000069e+00	9.621503902479418002e-01
1.199489888000000004e+00	9.618690491421222344e-01
1.199881175000000022e+00	9.615313553926410073e-01
1.200272462000000040e+00	9.611387156509428875e-01
1.200663749000000058e+00	9.606928076365456315e-01
1.201055036000000076e+00	9.601955760487933533e-01
1.201446323000000094e+00	9.596492271308437738e-01
1.201837609999999890e+00	9.590562218533751349e-01
1.202228896999999908e+00	9.584192676936886812e-01
1.202620183000000065e+00	9.577413089948958458e-01
1.203011470000000083e+00	9.570255158996596734e-01
1.203402757000000101e+00	9.562752718633494853e-01
1.203794043999999896e+00	9.554941597622950145e-01
1.204185330999999914e+00	9.546859466238573066e-01
1.204576617999999932e+00	9.538545670160285539e-01
1.204967904999999950e+00	9.530041051450764966e-01
1.205359191000000108e+00	9.521387757202980362e-01
1.205750477999999903e+00	9.512629036552385786e-01
1.206141764999999921e+00	9.503809026848166752e-01
1.206533051999999939e+00	9.494972529876468670e-01
1.206924338999999957e+00	9.486164779123810176e-01
1.207315625999999975e+00	9.477431199159610520e-01
1.207706912999999993e+00	9.468817158301348069e-01
1.208098200000000011e+00	9.460367715803114086e-01
1.208489485999999946e+00	9.452127364877207505e-01
1.208880772999999964e+00	9.444139772918225262e-01
1.209272059999999982e+00	9.436447520349441342e-01
1.209663347000000000e+00	9.429091839551413390e-01
1.210054634000000018e+00	9.422112355362712854e-01
1.210445921000000036e+00	9.415546828662394452e-01
1.210837208000000054e+00	9.409430904553452990e-01
1.211228493999999989e+00	9.403797866666150362e-01
1.211619781000000007e+00	9.398678399089704927e-01
1.212011068000000025e+00	9.394100357420217540e-01
1.212402355000000043e+00	9.390088550382065247e-01
1.212793642000000061e+00	9.386664533439766922e-01
1.213184929000000079e+00	9.383846415768318794e-01
1.213576216000000096e+00	9.381648681893124397e-01
1.213967502999999892e+00	9.380082029246822328e-01
1.214358789000000050e+00	9.379153222820093561e-01
1.214750076000000067e+00	9.378864968007005753e-01
1.215141363000000085e+00	9.379215802661814427e-01
1.215532650000000103e+00	9.380200009292490870e-01
1.215923936999999899e+00	9.381807548214925463e-01
1.216315223999999917e+00	9.384024012379940105e-01
1.216706510999999935e+00	9.386830604462748084e-01
1.217097797000000092e+00	9.390204136672358759e-01
1.217489084000000110e+00	9.394117053598773914e-01
1.217880370999999906e+00	9.398537478271189460e-01
1.218271657999999924e+00	9.403429281453539179e-01
1.218662944999999942e+00	9.408752174056278506e-01
1.219054231999999960e+00	9.414461822396673618e-01
1.219445518999999978e+00	9.420509985894509608e-01
1.219836805999999996e+00	9.426844676646415344e-01
1.220228091999999931e+00	9.433410340180836684e-01
1.220619378999999949e+00	9.440148056558596013e-01
1.221010665999999967e+00	9.446995760852959778e-01
1.221401952999999985e+00	9.453888481920655895e-01
1.221793240000000003e+00	9.460758598263169228e-01
1.222184527000000021e+00	9.467536109677382461e-01
1.222575814000000038e+00	9.474148923306802139e-01
1.222967099999999974e+00	9.480523152629459771e-01
1.223358386999999992e+00	9.486583427856090101e-01
1.223749674000000009e+00	9.492253216162195306e-01
1.224140961000000027e+00	9.497455150139991753e-01
1.224532248000000045e+00	9.502111362830644170e-01
1.224923535000000063e+00	9.506143827683118941e-01
1.225314822000000081e+00	9.509474701782579809e-01
1.225706109000000099e+00	9.512026670697222297e-01
1.226097395000000034e+00	9.513723293306559636e-01
1.226488682000000052e+00	9.514489344995089581e-01
1.226879969000000070e+00	9.514251157621848032e-01
1.227271256000000088e+00	9.512936954706907589e-01
1.227662543000000106e+00	9.510477180308217759e-01
1.228053829999999902e+00	9.506804820094428843e-01
1.228445116999999920e+00	9.501855713149733873e-01
1.228836403000000077e+00	9.495568853075543325e-01
1.229227690000000095e+00	9.487886676982318912e-01
