x	zg sin panza y centrada
0.161946928	-1.590311598
0.162337632	-1.648814117
0.162728336	-1.422421
0.163119041	-1.445070048
0.163509745	-1.656966903
0.163900449	-1.762548361
0.164291153	-1.889537968
0.164681858	-1.896114833
0.165072562	-1.855105765
0.165463266	-1.873493816
0.165853971	-1.968361872
0.166244675	-1.954222216
0.166635379	-1.85534514
0.167026083	-1.761897753
0.167416788	-1.729645967
0.167807492	-1.73542991
0.168198196	-1.721106263
0.168588901	-1.790109114
0.168979605	-1.626345511
0.169370309	-1.639685982
0.169761013	-1.787523713
0.170151718	-1.949190489
0.170542422	-1.97036726
0.170933126	-1.754243834
0.171323831	-1.80565284
0.171714535	-1.909551283
0.172105239	-2.170007749
0.172495943	-2.014206013
0.172886648	-1.619467397
0.173277352	-1.382943922
0.173668056	-1.457118691
0.174058761	-1.571480185
0.174449465	-1.563338653
0.174840169	-1.614266857
0.175230873	-1.696947757
0.175621578	-1.651854863
0.176012282	-1.608465403
0.176402986	-1.556054345
0.176793691	-1.546751585
0.177184395	-1.577887876
0.177575099	-1.580394392
0.177965803	-1.636136923
0.178356508	-1.558040183
0.178747212	-1.428906711
0.179137916	-1.355751315
0.179528621	-1.451974409
0.179919325	-1.452044452
0.180310029	-1.435397647
0.180700734	-1.543949124
0.181091438	-1.511015062
0.181482142	-1.512717795
0.181872846	-1.494986084
0.182263551	-1.494469372
0.182654255	-1.497253575
0.183044959	-1.485981317
0.183435664	-1.787386055
0.183826368	-1.86333312
0.184217072	-1.780405201
0.184607776	-1.498817815
0.184998481	-1.471097759
0.185389185	-1.805673922
0.185779889	-2.023275225
0.186170594	-2.046172556
0.186561298	-2.029048401
0.186952002	-2.032868248
0.187342706	-2.096667944
0.187733411	-2.163154699
0.188124115	-2.058217236
0.188514819	-2.11165938
0.188905524	-2.110936015
0.189296228	-2.061921924
0.189686932	-1.639361513
0.190077636	-1.611519525
0.190468341	-1.832418502
0.190859045	-2.098405609
0.191249749	-2.187247865
0.191640454	-2.070323827
0.192031158	-1.899607289
0.192421862	-1.829960209
0.192812566	-1.820748251
0.193203271	-1.806234356
0.193593975	-1.663119334
0.193984679	-1.518120487
0.194375384	-1.517322737
0.194766088	-1.78499205
0.195156792	-1.958095649
0.195547496	-1.985841584
0.195938201	-1.774692413
0.196328905	-1.694003633
0.196719609	-1.85291151
0.197110314	-2.098448608
0.197501018	-2.035668101
0.197891722	-1.68027108
0.198282427	-1.628942649
0.198673131	-1.611467528
0.199063835	-1.435912411
0.199454539	-1.406195792
0.199845244	-1.478474009
0.200235948	-1.533302977
0.200626652	-1.473287572
0.201017357	-1.441953048
0.201408061	-1.462011114
0.201798765	-1.258962231
0.202189469	-1.22774888
0.202580174	-1.196182586
0.202970878	-1.244712907
0.203361582	-1.307046491
0.203752287	-1.206163033
0.204142991	-1.145938872
0.204533695	-1.443823554
0.204924399	-1.589718156
0.205315104	-1.548192878
0.205705808	-1.565376202
0.206096512	-1.241381204
0.206487217	-1.049765071
0.206877921	-1.084755342
0.207268625	-1.020610992
0.207659329	-1.0333118
0.208050034	-0.974712145
0.208440738	-0.904725715
0.208831442	-1.15452155
0.209222147	-1.269869634
0.209612851	-1.102029026
0.210003555	-1.070410198
0.210394259	-1.348467931
0.210784964	-1.333382815
0.211175668	-1.344783788
0.211566372	-1.314656656
0.211957077	-1.408671579
0.212347781	-1.468442073
0.212738485	-1.528670449
0.213129189	-1.565429424
0.213519894	-1.483982681
0.213910598	-1.496313402
0.214301302	-1.420317846
0.214692007	-1.369341933
0.215082711	-1.37280547
0.215473415	-1.383117039
0.215864119	-1.342437302
0.216254824	-1.312594283
0.216645528	-1.289201619
0.217036232	-1.422750987
0.217426937	-1.4763296
0.217817641	-1.497715413
0.218208345	-1.474181215
0.21859905	-1.360308247
0.218989754	-1.273902739
0.219380458	-1.240142494
0.219771162	-1.601476822
0.220161867	-1.609920306
0.220552571	-1.432371169
0.220943275	-1.117861802
0.22133398	-1.100507389
0.221724684	-1.120922149
0.222115388	-1.120390867
0.222506092	-1.143065016
0.222896797	-1.010585971
0.223287501	-1.043694707
0.223678205	-1.077344256
0.22406891	-1.290802054
0.224459614	-1.36542467
0.224850318	-1.307507874
0.225241022	-1.165580626
0.225631727	-1.034032443
0.226022431	-0.768236322
0.226413135	-0.726110866
0.22680384	-0.903704326
0.227194544	-1.369897131
0.227585248	-1.332251397
0.227975952	-0.90774925
0.228366657	-0.73662278
0.228757361	-0.805750457
0.229148065	-1.097200392
0.22953877	-0.904591651
0.229929474	-0.858724244
0.230320178	-0.86387131
0.230710882	-0.850381591
0.231101587	-1.04294922
0.231492291	-1.106436761
0.231882995	-1.173018395
0.2322737	-0.98394588
0.232664404	-1.120472868
0.233055108	-1.251232791
0.233445812	-1.239549915
0.233836517	-0.835313745
0.234227221	-0.646808359
0.234617925	-0.539255319
0.23500863	-0.444153153
0.235399334	-0.217743173
0.235790038	-0.123017746
0.236180743	-0.163212511
0.236571447	-0.231112293
0.236962151	-0.227875643
0.237352855	-0.334552878
0.23774356	-0.591302762
0.238134264	-0.778040372
0.238524968	-0.629312991
0.238915673	-0.513426132
0.239306377	-0.411053932
0.239697081	-0.325217121
0.240087785	-0.240659167
0.24047849	-0.415110637
0.240869194	-0.618817963
0.241259898	-0.708336676
0.241650603	-0.559180721
0.242041307	-0.489081335
0.242432011	-0.371073606
0.242822715	-0.310052755
0.24321342	-0.290759781
0.243604124	-0.386195274
0.243994828	-0.406959801
0.244385533	-0.372464537
0.244776237	-0.135240081
0.245166941	-0.226287257
0.245557645	-0.412480513
0.24594835	-0.560956487
0.246339054	-0.618285099
0.246729758	-0.574163799
0.247120463	-0.718175941
0.247511167	-0.658000886
0.247901871	-0.322485116
0.248292575	-0.404499095
0.24868328	-0.856233706
0.249073984	-1.137667159
0.249464688	-1.198941753
0.249855393	-1.027558289
0.250246097	-1.257282712
0.250636801	-1.366133072
0.251027505	-1.422940873
0.25141821	-1.443515494
0.251808914	-1.38107751
0.252199618	-1.163164781
0.252590323	-1.219825759
0.252981027	-1.499647704
0.253371731	-1.636003826
0.253762435	-1.597080144
0.25415314	-1.494376428
0.254543844	-1.486819436
0.254934548	-1.534259171
0.255325253	-1.518850477
0.255715957	-1.48132216
0.256106661	-1.394460055
0.256497366	-1.411208206
0.25688807	-1.205204046
0.257278774	-0.81578208
0.257669478	-0.905733628
0.258060183	-1.015233212
0.258450887	-0.932526
0.258841591	-0.740757018
0.259232296	-0.777533695
0.259623	-0.79404357
0.260013704	-0.851710119
0.260404408	-1.045809074
0.260795113	-1.070258114
0.261185817	-0.788147004
0.261576521	-0.576704598
0.261967226	-0.572557388
0.26235793	-0.401528684
0.262748634	-0.341547379
0.263139338	-0.268659838
0.263530043	-0.27847117
0.263920747	-0.350409441
0.264311451	-0.599644002
0.264702156	-0.680876413
0.26509286	-0.698580169
0.265483564	-0.663829293
0.265874268	-0.651879409
0.266264973	-0.636014869
0.266655677	-0.659243949
0.267046381	-0.640834767
0.267437086	-0.49664787
0.26782779	-0.433311871
0.268218494	-0.506737795
0.268609198	-0.70740878
0.268999903	-0.68595598
0.269390607	-0.586372882
0.269781311	-0.526495187
0.270172016	-0.542841203
0.27056272	-0.638661858
0.270953424	-0.72784917
0.271344128	-0.885169891
0.271734833	-0.901323762
0.272125537	-0.993864732
0.272516241	-1.131133892
0.272906946	-1.285880529
0.27329765	-1.294162732
0.273688354	-1.077609313
0.274079059	-0.982523581
0.274469763	-1.008912678
0.274860467	-1.094602581
0.275251171	-0.960192442
0.275641876	-1.023856023
0.27603258	-1.102772774
0.276423284	-1.098560404
0.276813989	-1.142150652
0.277204693	-1.205256562
0.277595397	-1.199232175
0.277986101	-0.971909016
0.278376806	-0.828939679
0.27876751	-0.808406003
0.279158214	-0.815972461
0.279548919	-0.77568081
0.279939623	-0.917970963
0.280330327	-0.920446291
0.280721031	-1.110042997
0.281111736	-1.190804389
0.28150244	-1.205808282
0.281893144	-1.036151857
0.282283849	-0.839982501
0.282674553	-0.840156269
0.283065257	-0.738998692
0.283455961	-0.753431024
0.283846666	-0.619932446
0.28423737	-0.526688784
0.284628074	-0.605864031
0.285018779	-0.836161542
0.285409483	-0.982327571
0.285800187	-0.981599127
0.286190891	-0.968780939
0.286581596	-0.933095927
0.2869723	-0.936060758
0.287363004	-0.902394688
0.287753709	-0.815731075
0.288144413	-0.74565728
0.288535117	-0.741624695
0.288925821	-0.887908244
0.289316526	-0.919637334
0.28970723	-1.015947235
0.290097934	-1.059935954
0.290488639	-0.811039408
0.290879343	-0.90130024
0.291270047	-0.973133492
0.291660751	-0.908324449
0.292051456	-1.051660187
0.29244216	-1.24269745
0.292832864	-1.233975147
0.293223569	-1.144421077
0.293614273	-0.929073847
0.294004977	-0.894602092
0.294395682	-1.028606865
0.294786386	-1.035425882
0.29517709	-0.993672507
0.295567794	-0.638676052
0.295958499	-0.72901625
0.296349203	-0.902517315
0.296739907	-1.112937123
0.297130612	-1.128886549
0.297521316	-1.034602368
0.29791202	-0.988679126
0.298302724	-0.958332948
0.298693429	-0.804975371
0.299084133	-0.771456688
0.299474837	-0.557522977
0.299865542	-0.402923695
0.300256246	-0.553361257
0.30064695	-0.722429067
0.301037654	-0.661002001
0.301428359	-0.433247751
0.301819063	-0.099504337
0.302209767	-0.095932032
0.302600472	-0.210239635
0.302991176	-0.44592423
0.30338188	-0.521653532
0.303772584	-0.717897366
0.304163289	-0.802360748
0.304553993	-0.924911065
0.304944697	-0.846761523
0.305335402	-0.855458108
0.305726106	-0.776118844
0.30611681	-0.907964161
0.306507514	-0.974347453
0.306898219	-0.907936694
0.307288923	-0.929813624
0.307679627	-0.897434238
0.308070332	-0.616557886
0.308461036	-0.588784182
0.30885174	-0.650008898
0.309242444	-0.755763698
0.309633149	-0.84841546
0.310023853	-0.74178556
0.310414557	-0.590732246
0.310805262	-0.667980842
0.311195966	-0.826411317
0.31158667	-0.850230551
0.311977375	-0.612801196
0.312368079	-0.546251578
0.312758783	-0.661599991
0.313149487	-0.644921971
0.313540192	-0.589440162
0.313930896	-0.567691012
0.3143216	-0.683651601
0.314712305	-0.63667198
0.315103009	-0.537981061
0.315493713	-0.478376596
0.315884417	-0.525030807
0.316275122	-0.571103303
0.316665826	-0.509319062
0.31705653	-0.41568258
0.317447235	-0.222738229
0.317837939	-0.245913857
0.318228643	-0.492264132
0.318619347	-0.673803478
0.319010052	-0.673681646
0.319400756	-0.372463875
0.31979146	-0.243833745
0.320182165	-0.25653688
0.320572869	-0.330150638
0.320963573	-0.393612684
0.321354277	-0.659428786
0.321744982	-0.836165534
0.322135686	-0.903858153
0.32252639	-0.367812108
0.322917095	-0.272800052
0.323307799	-0.169046657
0.323698503	-0.00682875
0.324089207	-0.013942014
0.324479912	0.03504575
0.324870616	-0.164392297
0.32526132	-0.294441064
0.325652025	-0.407995501
0.326042729	-0.368971844
0.326433433	-0.416442995
0.326824137	-0.342049247
0.327214842	-0.278082906
0.327605546	-0.217588404
0.32799625	-0.151694165
0.328386955	-0.125979201
0.328777659	-0.025167341
0.329168363	-0.019574841
0.329559067	0.004180793
0.329949772	0.019586596
0.330340476	-0.031074821
0.33073118	-0.0496932
0.331121885	-0.172200228
0.331512589	-0.193650497
0.331903293	-0.134068071
0.332293998	-0.202578276
0.332684702	-0.177205048
0.333075406	-0.116229431
0.33346611	-0.0879035
0.333856815	-0.076709721
0.334247519	0.033849821
0.334638223	-0.136579759
0.335028928	-0.066668079
0.335419632	-0.034503218
0.335810336	-0.086535695
0.33620104	-0.027265858
0.336591745	-0.00481849
0.336982449	0.058187532
0.337373153	-0.17361291
0.337763858	-0.134757097
0.338154562	0.019539882
0.338545266	-0.011475946
0.33893597	-0.19102661
0.339326675	-0.246537192
0.339717379	-0.214099845
0.340108083	-0.125517323
0.340498788	-0.042172795
0.340889492	0.028280934
0.341280196	0.139262502
0.3416709	0.028900728
0.342061605	-0.094183527
0.342452309	-0.070063014
0.342843013	0.079290263
0.343233718	0.163679495
0.343624422	0.206169626
0.344015126	0.210965979
0.34440583	0.389523119
0.344796535	0.329913378
0.345187239	0.36060851
0.345577943	0.625783021
0.345968648	0.724345556
0.346359352	0.572723584
0.346750056	0.517921717
0.34714076	0.274225612
0.347531465	0.318354053
0.347922169	0.268487291
0.348312873	0.171592253
0.348703578	0.17873667
0.349094282	0.244254193
0.349484986	0.181853039
0.349875691	0.088391414
0.350266395	0.084264886
0.350657099	0.281057702
0.351047803	0.211016772
0.351438508	0.144052871
0.351829212	0.147034213
0.352219916	0.180670081
0.352610621	0.257864772
0.353001325	0.35558372
0.353392029	0.411200608
0.353782733	0.372136856
0.354173438	0.332553658
0.354564142	0.444920889
0.354954846	0.630997198
0.355345551	0.645278412
0.355736255	0.637885649
0.356126959	0.654271207
0.356517663	0.660308314
0.356908368	0.605232253
0.357299072	0.512609909
0.357689776	0.578990414
0.358080481	0.536264173
0.358471185	0.436966773
0.358861889	0.196069232
0.359252593	0.131503398
0.359643298	0.181338017
0.360034002	0.374752491
0.360424706	0.348675007
0.360815411	0.405711812
0.361206115	0.420090878
0.361596819	0.469957417
0.361987523	0.491462321
0.362378228	0.45186731
0.362768932	0.560717277
0.363159636	0.521960363
0.363550341	0.214548941
0.363941045	-0.156594218
0.364331749	-0.113112482
0.364722453	0.033770688
0.365113158	0.102070813
0.365503862	0.328749841
0.365894566	0.471707124
0.366285271	0.713390433
0.366675975	0.729749983
0.367066679	0.728463779
0.367457383	0.713143305
0.367848088	0.698942407
0.368238792	0.771633318
0.368629496	0.827346223
0.369020201	0.698473563
0.369410905	0.506821519
0.369801609	0.494084117
0.370192314	0.578511882
0.370583018	0.422593917
0.370973722	0.323815542
0.371364426	0.470812201
0.371755131	0.450742981
0.372145835	0.501305884
0.372536539	0.628893283
0.372927244	0.681438515
0.373317948	0.784844193
0.373708652	0.806745843
0.374099356	0.782116591
0.374490061	0.688939762
0.374880765	0.703077565
0.375271469	0.745998148
0.375662174	0.735414807
0.376052878	0.851224258
0.376443582	0.839818481
0.376834286	0.851141579
0.377224991	0.807903735
0.377615695	1.08685336
0.378006399	1.052454341
0.378397104	0.864943217
0.378787808	0.551374729
0.379178512	0.360932068
0.379569216	0.393857634
0.379959921	0.433093209
0.380350625	0.667043582
0.380741329	1.081344964
0.381132034	1.005188581
0.381522738	1.114940335
0.381913442	1.150437994
0.382304146	1.151713212
0.382694851	1.194906152
0.383085555	1.001760253
0.383476259	0.984185179
0.383866964	0.860169667
0.384257668	0.815074329
0.384648372	0.745973295
0.385039076	0.673725508
0.385429781	0.659340847
0.385820485	0.865528635
0.386211189	0.870902865
0.386601894	0.763851764
0.386992598	0.488070278
0.387383302	-0.098691523
0.387774007	-0.125473328
0.388164711	0.037227459
0.388555415	0.316162913
0.388946119	0.451293686
0.389336824	0.41123998
0.389727528	0.368658922
0.390118232	0.543156384
0.390508937	0.61122223
0.390899641	0.558954871
0.391290345	0.453076089
0.391681049	0.537097929
0.392071754	0.83190596
0.392462458	0.713595093
0.392853162	0.59010215
0.393243867	0.552387168
0.393634571	0.582893206
0.394025275	0.353412423
0.394415979	0.2796519
0.394806684	0.335045303
0.395197388	0.37921479
0.395588092	0.546326105
0.395978797	0.594568917
0.396369501	0.572261586
0.396760205	0.458915332
0.397150909	0.210760503
0.397541614	0.035910827
0.397932318	0.093959694
0.398323022	0.356080346
0.398713727	0.330243789
0.399104431	0.305734508
0.399495135	0.429932007
0.399885839	0.746217043
0.400276544	0.90359268
0.400667248	1.023257619
0.401057952	1.064780027
0.401448657	0.742559244
0.401839361	0.728076234
0.402230065	0.693013563
0.402620769	0.778920933
0.403011474	0.691165869
0.403402178	0.476941847
0.403792882	0.384942053
0.404183587	0.355123156
0.404574291	0.465305631
0.404964995	0.372045915
0.4053557	0.305241105
0.405746404	0.320387717
0.406137108	0.325732505
0.406527812	0.772740864
0.406918517	1.041852147
0.407309221	1.058270883
0.407699925	0.802803774
0.40809063	0.530848504
0.408481334	0.409023441
0.408872038	0.295563645
0.409262742	0.250664626
0.409653447	0.07377061
0.410044151	0.195488396
0.410434855	0.266788483
0.41082556	0.222903375
0.411216264	0.122659536
0.411606968	0.147763185
0.411997672	0.165078236
0.412388377	0.225226555
0.412779081	0.422357535
0.413169785	0.593434745
0.41356049	0.67665923
0.413951194	0.782433165
0.414341898	0.750052916
0.414732602	0.546749784
0.415123307	0.280496015
0.415514011	0.301450638
0.415904715	0.487628056
0.41629542	0.610757963
0.416686124	0.728692847
0.417076828	0.864788413
0.417467532	0.811192804
0.417858237	0.654167603
0.418248941	0.525524285
0.418639645	0.479554217
0.41903035	0.271518661
0.419421054	0.404591324
0.419811758	0.370445969
0.420202462	0.54478716
0.420593167	0.654786902
0.420983871	0.728511038
0.421374575	0.864053106
0.42176528	0.768776994
0.422155984	0.531463754
0.422546688	0.466453849
0.422937392	0.386551306
0.423328097	0.126233264
0.423718801	0.094925876
0.424109505	0.148809259
0.42450021	0.224634656
0.424890914	0.254448708
0.425281618	0.517326612
0.425672323	0.567907312
0.426063027	0.540302537
0.426453731	0.317586138
0.426844435	0.262012507
0.42723514	0.261159467
