# Frequency (Hz)	Amplitude
0.000000000000000000e+00	1.461918466282842815e+02
2.666669722225722960e-02	8.211733364739818342e+01
5.333339444451445921e-02	3.908677062858548652e+02
8.000009166677168881e-02	7.258225576811470603e+01
1.066667888890289184e-01	7.977497187144079760e+01
1.333334861112861480e-01	2.520549676111916071e+01
1.600001833335433776e-01	5.259965630539856818e+01
1.866668805558006072e-01	1.377909961110029435e+01
2.133335777780578368e-01	5.967611235397664160e+01
2.400002750003150664e-01	2.187722654229271413e+01
2.666669722225722960e-01	3.088965389692382146e+01
2.933336694448295257e-01	1.089077939100169701e+01
3.200003666670867553e-01	1.998352843361915276e+01
3.466670638893439849e-01	1.415342043988770371e+01
3.733337611116012145e-01	9.254902108352322188e+00
4.000004583338584441e-01	1.507248779343962042e+01
4.266671555561156737e-01	1.572128498582572043e+01
4.533338527783729033e-01	1.262599417343752073e+01
4.800005500006301329e-01	7.437573013067004801e+00
5.066672472228873625e-01	9.935270056118669757e+00
5.333339444451445921e-01	2.777614778378244509e+01
5.600006416674018217e-01	1.525574583800343653e+01
5.866673388896590513e-01	9.554545220713738019e+00
6.133340361119162809e-01	1.506681520683877906e+01
6.400007333341735105e-01	1.254405706452061509e+00
6.666674305564307401e-01	1.304782109157327596e+01
6.933341277786879697e-01	2.527168415855608785e+01
7.200008250009451993e-01	1.841009865848998928e+01
7.466675222232024289e-01	1.182527100487467031e+01
7.733342194454596585e-01	8.562907473688721183e+00
8.000009166677168881e-01	1.614460943137064675e+01
8.266676138899741177e-01	1.007378506197263945e+01
8.533343111122313474e-01	1.707982972193982008e+01
8.800010083344885770e-01	6.385476736604722703e+00
9.066677055567458066e-01	1.244758893283277246e+01
9.333344027790030362e-01	1.509840660850102978e+01
9.600011000012602658e-01	2.118299020061580507e+01
9.866677972235174954e-01	3.676053514528037169e+01
1.013334494445774725e+00	2.730099534169596964e+01
1.040001191668031844e+00	2.940556515414695227e+01
1.066667888890289184e+00	2.610334248101337806e+01
1.093334586112546525e+00	6.860306189607980443e+00
1.120001283334803643e+00	1.539609052269723399e+01
1.146667980557060762e+00	3.105952226271444161e+01
1.173334677779318103e+00	2.103706811987396108e+01
1.200001375001575443e+00	1.423001907548999689e+01
1.226668072223832562e+00	5.866849649419988211e+00
1.253334769446089680e+00	1.330612374578775459e+01
1.280001466668347021e+00	1.803986803558148111e+01
1.306668163890604362e+00	4.717726287515302097e+00
1.333334861112861480e+00	1.054187635456538708e+01
1.360001558335118599e+00	6.501258989356715645e+00
1.386668255557375939e+00	1.066184862683369872e+01
1.413334952779633280e+00	1.486799568253541004e+01
1.440001650001890399e+00	9.504828885273280292e+00
1.466668347224147517e+00	1.113396546013030175e+01
1.493335044446404858e+00	3.791363773039958307e+00
1.520001741668662198e+00	8.398291535956953879e+00
1.546668438890919317e+00	1.165598849244767443e+01
1.573335136113176436e+00	1.264767698407048169e+00
1.600001833335433776e+00	9.394914373022679399e+00
1.626668530557691117e+00	9.432595387732710890e+00
1.653335227779948235e+00	1.042585950376312454e+01
1.680001925002205354e+00	8.681860404704892176e+00
1.706668622224462695e+00	1.237278674617841112e+01
1.733335319446720035e+00	1.754032801976286038e+01
1.760002016668977154e+00	7.980716268069929065e+00
1.786668713891234272e+00	1.175557927639711586e+01
1.813335411113491613e+00	1.163011743240724272e+01
1.840002108335748954e+00	1.622557194707131600e+01
1.866668805558006072e+00	1.791496396192693652e+01
1.893335502780263191e+00	1.621651474262361603e+01
1.920002200002520532e+00	8.349590626678626393e+00
1.946668897224777872e+00	5.891987132475758671e+00
1.973335594447034991e+00	8.681924887483420505e+00
2.000002291669292109e+00	7.202148160762396500e+00
2.026668988891549450e+00	3.636525136286945958e+00
2.053335686113806791e+00	1.148893591657368241e+01
2.080002383336063687e+00	5.892530519704766157e+00
2.106669080558321028e+00	6.283973642072592902e+00
2.133335777780578368e+00	2.665893963142889955e+00
2.160002475002835709e+00	5.961980998972546075e+00
2.186669172225093050e+00	2.311861184727480811e+00
2.213335869447349946e+00	6.869360542136424108e+00
2.240002566669607287e+00	1.499389763210833948e+01
2.266669263891864627e+00	1.390868791950189420e+00
2.293335961114121524e+00	2.405817960190631766e+00
2.320002658336378865e+00	4.422888790225466771e+00
2.346669355558636205e+00	6.729470845540850732e+00
2.373336052780893546e+00	1.005640559941105749e+01
2.400002750003150886e+00	1.475908005175814708e+01
2.426669447225407783e+00	1.014426968844985311e+01
2.453336144447665124e+00	1.842543197177938552e+01
2.480002841669922464e+00	1.587651601572625992e+01
2.506669538892179361e+00	9.120091330308381927e+00
2.533336236114436701e+00	3.965130598684902807e+00
2.560002933336694042e+00	1.112089794777623020e+01
2.586669630558951383e+00	7.168618786271642840e+00
2.613336327781208723e+00	2.518553311307643927e+00
2.640003025003465620e+00	8.208747821740738360e+00
2.666669722225722960e+00	1.604171956484327310e+01
2.693336419447980301e+00	1.776408437574973576e+01
2.720003116670237198e+00	6.232203936985798443e+00
2.746669813892494538e+00	1.408043604400466187e+01
2.773336511114751879e+00	2.551237353431326405e+00
2.800003208337009220e+00	4.005195009102519244e+00
2.826669905559266560e+00	7.900473005116089631e+00
2.853336602781523457e+00	7.895150036577617270e-01
2.880003300003780797e+00	4.752392413651513436e+00
2.906669997226038138e+00	9.472753152524418851e+00
2.933336694448295034e+00	3.194029085149030056e+00
2.960003391670552375e+00	1.956988011773470371e+00
2.986670088892809716e+00	9.682266338546629214e+00
3.013336786115067056e+00	9.386172111992360456e+00
3.040003483337324397e+00	1.333791114435839553e+01
3.066670180559581294e+00	1.402769484401396305e+01
3.093336877781838634e+00	4.266352237887431897e+00
3.120003575004095975e+00	8.910426740986908456e+00
3.146670272226352871e+00	6.169441413801813212e+00
3.173336969448610212e+00	4.531834014872069716e+00
3.200003666670867553e+00	6.591268421066120986e+00
3.226670363893124893e+00	2.584988890345821133e+00
3.253337061115382234e+00	4.076944942816378870e+00
3.280003758337639130e+00	4.720776387158609921e+00
3.306670455559896471e+00	7.912765887792729380e+00
3.333337152782153812e+00	5.442666226169079025e+00
3.360003850004410708e+00	6.295970311131739550e+00
3.386670547226668049e+00	7.889732875859678529e-01
3.413337244448925389e+00	6.066566975818477481e+00
3.440003941671182730e+00	1.668729242008880898e-01
3.466670638893440071e+00	5.698039461982836507e+00
3.493337336115696967e+00	2.347682896634938066e-01
3.520004033337954308e+00	4.928944360549138537e+00
3.546670730560211648e+00	4.939412730653599759e+00
3.573337427782468545e+00	5.174765864056143805e+00
3.600004125004725886e+00	3.525799560830201518e+00
3.626670822226983226e+00	1.748545804975090823e+00
3.653337519449240567e+00	4.700061294414794588e+00
3.680004216671497907e+00	4.978014398503303184e+00
3.706670913893754804e+00	1.427386641076877405e+00
3.733337611116012145e+00	3.765860280434170537e+00
3.760004308338269485e+00	4.857785282750326061e+00
3.786671005560526382e+00	6.449918753756745948e-01
3.813337702782783722e+00	3.872236354956718696e+00
3.840004400005041063e+00	4.640824779077103557e+00
3.866671097227298404e+00	3.518818238912725604e+00
3.893337794449555744e+00	5.125017117125956645e+00
3.920004491671812641e+00	3.541495315047982206e+00
3.946671188894069982e+00	3.107616306607603907e+00
3.973337886116327322e+00	1.283191676206583587e+00
4.000004583338584219e+00	2.314990256587218909e+00
4.026671280560841559e+00	3.146762726558661960e+00
4.053337977783098900e+00	1.889413080774226206e+00
4.080004675005356241e+00	3.270800484418067366e+00
4.106671372227613581e+00	1.465087608428588206e+00
4.133338069449870922e+00	2.627838320512800863e+00
4.160004766672127374e+00	3.007662369501469257e-01
