# Frequency (Hz)	Amplitude
0.000000000000000000e+00	9.772018873148572027e+01
2.666631250470371736e-02	2.505379867719791775e+02
5.333262500940743472e-02	2.304860161285079201e+01
7.999893751411114862e-02	5.031878553621708505e+01
1.066652500188148694e-01	8.848509896915388140e+01
1.333315625235185764e-01	3.857754205325819186e+01
1.599978750282222972e-01	4.583825186435571908e+01
1.866641875329260181e-01	2.537531010584246260e+01
2.133305000376297389e-01	1.062807093266368419e+01
2.399968125423334597e-01	1.326436981059921472e+01
2.666631250470371528e-01	1.160560885744985526e+01
2.933294375517409014e-01	1.019011888257788456e+01
3.199957500564445945e-01	7.234137499610806543e+00
3.466620625611483431e-01	3.555688798648818150e+00
3.733283750658520361e-01	6.567947456720850674e+00
3.999946875705557847e-01	3.825513950936991314e+00
4.266610000752594778e-01	1.289768671538339717e+01
4.533273125799631709e-01	2.309227218638830692e+01
4.799936250846669195e-01	1.227778921109667465e+01
5.066599375893706680e-01	6.682112436615285311e+00
5.333262500940743056e-01	1.226775592854248309e+01
5.599925625987780542e-01	4.376000960013696428e+00
5.866588751034818028e-01	1.343494633968342455e+01
6.133251876081855514e-01	1.301100143056752856e+01
6.399915001128891889e-01	4.776730567213216716e+01
6.666578126175929375e-01	2.651713662713811104e+01
6.933241251222966861e-01	9.909003818870619540e+00
7.199904376270003237e-01	3.807225063011883126e+00
7.466567501317040723e-01	2.612221886499485279e+00
7.733230626364078208e-01	9.878602066972550944e+00
7.999893751411115694e-01	1.705680134072748544e+01
8.266556876458152070e-01	1.656290286981364446e+01
8.533220001505189556e-01	4.748277154896342722e+00
8.799883126552227042e-01	1.866796461978554689e+01
9.066546251599263417e-01	9.070978444439315780e+00
9.333209376646300903e-01	4.962535159038685251e+00
9.599872501693338389e-01	1.147269479840652728e+01
9.866535626740375875e-01	1.451706648624925577e+01
1.013319875178741336e+00	1.537174570601274226e+01
1.039986187683445085e+00	5.864557942861777562e+00
1.066652500188148611e+00	6.600895963741155725e+00
1.093318812692852360e+00	5.405419684331083552e+00
1.119985125197556108e+00	1.650844492500056271e+00
1.146651437702259857e+00	6.517309262612599241e+00
1.173317750206963606e+00	9.344795068676731375e+00
1.199984062711667354e+00	1.843792582403039226e+00
1.226650375216371103e+00	5.821769703917269112e+00
1.253316687721074629e+00	6.389904538342822349e+00
1.279983000225778378e+00	1.156923704030324807e+01
1.306649312730482126e+00	8.870000929886707297e+00
1.333315625235185875e+00	1.342464537560194060e+01
1.359981937739889624e+00	5.596426160430744368e+00
1.386648250244593372e+00	4.045879635412696906e+00
1.413314562749297121e+00	4.902626824059404420e+00
1.439980875254000647e+00	9.456348046027612142e+00
1.466647187758704396e+00	5.630240859081912852e+00
1.493313500263408145e+00	3.240810988988481967e+00
1.519979812768111893e+00	5.808919572611122462e+00
1.546646125272815642e+00	1.719983652704802068e+01
