# Frequency (Hz)	Transfer Amplitude
0.000000000000000000e+00	1.087150913406121841e-02
4.081740683825495902e-02	2.873597124472444114e-02
8.163481367650991805e-02	1.472796610538081308e-01
1.224522205147648701e-01	5.019886228724754207e-02
1.632696273530198361e-01	1.272883144977651586e-02
2.040870341912748021e-01	4.617631287793289713e-02
2.449044410295297403e-01	8.085687540339397961e-02
2.857218478677847062e-01	2.193246009049933110e-02
3.265392547060396722e-01	2.836008308883066625e-02
3.673566615442946381e-01	3.905336419124050967e-02
4.081740683825496041e-01	2.873052433563724403e-02
4.489914752208045701e-01	7.515709776671108955e-02
4.898088820590594805e-01	2.158598684160808676e-02
5.306262888973144465e-01	2.598520146643271134e-02
5.714436957355694124e-01	2.644679101909278018e-02
6.122611025738243784e-01	3.452689608043901098e-02
6.530785094120793444e-01	3.089273311169529052e-02
6.938959162503343103e-01	1.118520145739919369e-02
7.347133230885892763e-01	1.729437820682799484e-02
7.755307299268442423e-01	9.083792192769742091e-02
8.163481367650992082e-01	3.304765950186672879e-02
8.571655436033541742e-01	1.404609729527557700e-02
8.979829504416091401e-01	7.002807864776144572e-03
9.388003572798641061e-01	9.115040630876928424e-03
9.796177641181189610e-01	2.044795222364538534e-02
1.020435170956373927e+00	1.163905648391385002e-02
1.061252577794628893e+00	2.376181150884264584e-02
1.102069984632883859e+00	1.429008915930296900e-02
1.142887391471138825e+00	2.706134240432668536e-02
1.183704798309393791e+00	5.193267215172239076e-02
1.224522205147648757e+00	9.899675171842772792e-03
1.265339611985903723e+00	8.118749293801777456e-02
1.306157018824158689e+00	1.629681187702414907e-02
1.346974425662413655e+00	9.062514923919375021e-02
1.387791832500668621e+00	2.091820517963689438e-02
1.428609239338923587e+00	2.266215181556756331e-02
1.469426646177178553e+00	1.344785575220169144e-02
1.510244053015433519e+00	1.873446097952730441e-02
1.551061459853688485e+00	2.084294168055727051e-02
1.591878866691943450e+00	9.613884895040121503e-03
1.632696273530198416e+00	7.925738876728788407e-03
1.673513680368453382e+00	1.714984626092296016e-02
1.714331087206708348e+00	1.504386499058363129e-02
1.755148494044963314e+00	1.432421371225069996e-02
1.795965900883218280e+00	1.312685629159464525e-02
1.836783307721473246e+00	1.338441004134565890e-02
1.877600714559728212e+00	1.049381121369711602e-02
1.918418121397983178e+00	6.566744273413501268e-03
1.959235528236237922e+00	1.850280654804818681e-02
2.000052935074493110e+00	2.223583201527039657e-02
2.040870341912747854e+00	7.030494753066313281e-03
2.081687748751003042e+00	4.858860631729297781e-03
2.122505155589257786e+00	6.019865291244325643e-03
2.163322562427512974e+00	2.391785275010121711e-02
2.204139969265767718e+00	7.794673317602563399e-03
2.244957376104022906e+00	7.751461646662600492e-03
2.285774782942277650e+00	1.150339958670217218e-02
2.326592189780532838e+00	6.794151350511795813e-03
2.367409596618787582e+00	4.246489254754628843e-03
2.408227003457042770e+00	5.846701294480904226e-03
2.449044410295297514e+00	7.608766218723096372e-03
2.489861817133552702e+00	4.875517474882029752e-03
2.530679223971807446e+00	2.209024518814962229e-02
2.571496630810062634e+00	1.488660149670341382e-02
2.612314037648317377e+00	1.015375513748166536e-02
2.653131444486572121e+00	1.012774570085332206e-02
2.693948851324827309e+00	7.169870249028863565e-03
2.734766258163082053e+00	6.641849483382952606e-03
2.775583665001337241e+00	9.953569632343442150e-03
2.816401071839591985e+00	8.710144154264701233e-03
2.857218478677847173e+00	9.092566582908667358e-03
2.898035885516101917e+00	6.465236280153126465e-03
2.938853292354357105e+00	9.171052329197713210e-03
2.979670699192611849e+00	1.017415228402957297e-02
3.020488106030867037e+00	2.615996415537480413e-02
3.061305512869121781e+00	9.102551722219808655e-03
3.102122919707376969e+00	6.603505373074646662e-03
3.142940326545631713e+00	1.258025634919692458e-02
3.183757733383886901e+00	7.909453355804839034e-03
3.224575140222141645e+00	1.008589571233334953e-02
3.265392547060396833e+00	2.287157429035700448e-02
3.306209953898651577e+00	2.695309373546224060e-02
3.347027360736906765e+00	3.027441678666358688e-02
3.387844767575161509e+00	9.724627132893034695e-03
3.428662174413416697e+00	9.186846912224060427e-03
3.469479581251671441e+00	1.101009038920911925e-01
3.510296988089926629e+00	3.248865269917121379e-02
