# Frequency (Hz)	Transfer Amplitude
0.000000000000000000e+00	3.528592589926880518e-01
5.128250842780950058e-02	9.276890768061900328e-02
1.025650168556190012e-01	2.516294833842071532e-01
1.538475252834284879e-01	1.667574907635165360e-01
2.051300337112380023e-01	2.289281980568652342e-01
2.564125421390475168e-01	9.703567819296068930e-02
3.076950505668569757e-01	2.084910707935134500e-01
3.589775589946664902e-01	8.389744295900886106e-02
4.102600674224760047e-01	1.541750966021528391e-01
4.615425758502855191e-01	4.704148792292654757e-02
5.128250842780950336e-01	1.341009504610081171e-01
5.641075927059044925e-01	4.640041713912028409e-02
6.153901011337139515e-01	4.193984304716751738e-02
6.666726095615235215e-01	1.346817247414551777e-01
7.179551179893329804e-01	1.196609866792965604e-01
7.692376264171425504e-01	8.673604718003076475e-02
8.205201348449520093e-01	8.337593050692884700e-02
8.718026432727614683e-01	1.337468479928925480e-01
9.230851517005710383e-01	2.179751738275667317e-01
9.743676601283804972e-01	5.006266184160682031e-02
1.025650168556190067e+00	4.897058065976354901e-02
1.076932676983999526e+00	8.485300852048505149e-02
1.128215185411808985e+00	6.034485781479565630e-02
1.179497693839618444e+00	8.261089164456640599e-02
1.230780202267427903e+00	1.349744747417878366e-01
1.282062710695237584e+00	4.564807540819332266e-02
1.333345219123047043e+00	3.190796215296357735e-02
1.384627727550856502e+00	6.700308931999909845e-02
1.435910235978665961e+00	5.473407491238842237e-02
1.487192744406475420e+00	5.124678725097555482e-02
1.538475252834285101e+00	1.143664776650062387e-01
1.589757761262094560e+00	2.640230880496565943e-02
1.641040269689904019e+00	2.606383777718140893e-02
1.692322778117713478e+00	3.915868525556519958e-02
1.743605286545522937e+00	2.354023184573817915e-02
1.794887794973332618e+00	1.567768422248331725e-02
1.846170303401142077e+00	2.333622239950890881e-02
1.897452811828951535e+00	1.867052117752866086e-02
1.948735320256760994e+00	9.953227239278794949e-03
2.000017828684570453e+00	2.954543982599339841e-02
2.051300337112380134e+00	5.051323105981050943e-02
2.102582845540189371e+00	2.001935525569342386e-02
2.153865353967999052e+00	2.291438823594128468e-02
2.205147862395808733e+00	2.394552032041391901e-02
2.256430370823617970e+00	2.097733586333138528e-02
2.307712879251427651e+00	3.655133788583543597e-02
2.358995387679236888e+00	6.047934759810523475e-02
2.410277896107046569e+00	3.682082795251718360e-02
2.461560404534855806e+00	2.079642859775391109e-02
2.512842912962665487e+00	3.555567605791982999e-02
2.564125421390475168e+00	1.745412017123433232e-02
2.615407929818284405e+00	3.401528971573362925e-02
2.666690438246094086e+00	3.427959780407942997e-02
2.717972946673903323e+00	1.115714238521357468e-02
2.769255455101713004e+00	1.770977474278939701e-02
2.820537963529522685e+00	3.859921639830813517e-02
2.871820471957331922e+00	2.093402762801597344e-02
2.923102980385141603e+00	8.661973187541737243e-03
2.974385488812950840e+00	2.943810045572734652e-02
3.025667997240760521e+00	1.515587163806673618e-02
3.076950505668570202e+00	1.982473661041218513e-02
3.128233014096379438e+00	2.751672552582711678e-02
3.179515522524189119e+00	2.291952243725086519e-02
3.230798030951998356e+00	3.235355397913306646e-02
3.282080539379808037e+00	2.224656796266498426e-02
3.333363047807617718e+00	3.732320937650205478e-02
3.384645556235426955e+00	2.741912671557520526e-02
3.435928064663236636e+00	3.100880630851751696e-02
3.487210573091045873e+00	4.919720190367607437e-02
3.538493081518855554e+00	2.440407581502635620e-02
3.589775589946665235e+00	4.939666997859241265e-02
3.641058098374474472e+00	5.768487773401671792e-02
3.692340606802284153e+00	2.680620350624760700e-02
3.743623115230093390e+00	9.184489030541466426e-02
3.794905623657903071e+00	4.814127135507478145e-02
3.846188132085712752e+00	3.589134053416512260e-02
3.897470640513521989e+00	4.909289916286900535e-02
3.948753148941331670e+00	1.415404034476802353e-01
4.000035657369140907e+00	3.785419149351911677e-02
4.051318165796950588e+00	1.239568816138390123e-02
4.102600674224760269e+00	5.764593990956171088e-02
4.153883182652569950e+00	2.949178380754320303e-02
4.205165691080378743e+00	7.368690807464955972e-02
4.256448199508188424e+00	7.537784928205372437e-02
4.307730707935998105e+00	6.014758163440072497e-02
4.359013216363807786e+00	7.290989841342275513e-02
4.410295724791617467e+00	1.622944357915572233e-01
4.461578233219426259e+00	4.423538951806315483e-02
4.512860741647235940e+00	5.860024223897768170e-02
4.564143250075045621e+00	6.085638859025455094e-02
4.615425758502855302e+00	6.335545012123348918e-02
4.666708266930664983e+00	1.206509301130977985e-01
4.717990775358473776e+00	4.903118660636519854e-02
4.769273283786283457e+00	8.612883604905481605e-02
4.820555792214093138e+00	8.001178519144785950e-02
4.871838300641902819e+00	1.370274687667923930e-01
4.923120809069711612e+00	1.016591216580807894e-01
4.974403317497521293e+00	3.631508271099846002e-02
5.025685825925330974e+00	5.831267330810464833e-02
5.076968334353140655e+00	1.422046809054770822e-01
5.128250842780950336e+00	7.952813556737717282e-02
5.179533351208759129e+00	4.400521843083398527e-02
5.230815859636568810e+00	1.822045689392076118e-01
5.282098368064378491e+00	1.733637602448672155e-01
5.333380876492188172e+00	1.099680230716829493e-01
5.384663384919997853e+00	7.772466743370316788e-02
5.435945893347806646e+00	5.385296414387353431e-02
5.487228401775616327e+00	3.594086437015643620e-02
5.538510910203426008e+00	6.401687604506174634e-02
5.589793418631235689e+00	9.963357249824487949e-02
5.641075927059045370e+00	8.059356622300344053e-02
5.692358435486854162e+00	7.405517910457333486e-02
5.743640943914663843e+00	5.928346135530054156e-02
5.794923452342473524e+00	9.968647371687215653e-02
5.846205960770283205e+00	5.388948427001248598e-02
5.897488469198092886e+00	5.632880967574391273e-02
5.948770977625901679e+00	3.650629070593573028e-02
6.000053486053711360e+00	3.879498722942444772e-02
6.051335994481521041e+00	3.527898843969579645e-01
6.102618502909330722e+00	6.200894488532169430e-02
6.153901011337140403e+00	3.491030980744760925e-01
6.205183519764949196e+00	4.012078339637226154e-02
6.256466028192758877e+00	4.500021439760847064e-02
6.307748536620568558e+00	7.485761814829057503e-02
6.359031045048378239e+00	2.568052760279582736e-01
6.410313553476187920e+00	7.611438693793357024e-02
6.461596061903996713e+00	9.732804940674295857e-02
6.512878570331806394e+00	9.618450762081258432e-02
6.564161078759616075e+00	1.005120443983610196e-01
6.615443587187425756e+00	1.283412819399129823e-01
6.666726095615235437e+00	6.252985587371580334e-02
