# Frequency (Hz)	Transfer Amplitude
0.000000000000000000e+00	8.853702789335925194e-02
3.333289063087964410e-02	2.443694944702610727e-01
6.666578126175928820e-02	2.865191799004044859e-01
9.999867189263893230e-02	7.636820315646487833e-02
1.333315625235185764e-01	2.323662302570404098e-02
1.666644531543982066e-01	3.327659567929859563e-02
1.999973437852778646e-01	3.210296691172375566e-02
2.333302344161575226e-01	2.960291922186008076e-02
2.666631250470371528e-01	4.213137997424087899e-02
2.999960156779167830e-01	6.088431729285448402e-01
3.333289063087964132e-01	6.696234713951632056e-02
3.666617969396760990e-01	7.492228525439795228e-02
3.999946875705557292e-01	2.769968996384548562e-02
4.333275782014353594e-01	7.767600001252260300e-02
4.666604688323150452e-01	2.825820121330541515e-02
4.999933594631946754e-01	1.810711373225034129e-02
5.333262500940743056e-01	2.594200498496873272e-02
5.666591407249539358e-01	4.456681649339785944e-02
5.999920313558335661e-01	2.645287054226684587e-02
6.333249219867131963e-01	1.763862419827627939e-02
6.666578126175928265e-01	1.242296292519613765e-02
6.999907032484725677e-01	2.515304344982760010e-01
7.333235938793521980e-01	3.450977716771851805e-02
7.666564845102318282e-01	3.409931893536359560e-02
7.999893751411114584e-01	3.400750106954043145e-02
8.333222657719910886e-01	3.244964364004923607e-02
8.666551564028707189e-01	2.897132102595839989e-02
8.999880470337503491e-01	2.312651250095233008e-02
9.333209376646300903e-01	3.064367776698601054e-02
9.666538282955097205e-01	1.863873507730440943e-02
9.999867189263893508e-01	4.152913015875608904e-02
1.033319609557268981e+00	1.765800638154205876e-02
1.066652500188148611e+00	2.022070279552755714e-02
1.099985390819028241e+00	1.802598544619902002e-02
1.133318281449907872e+00	4.740013848005752289e-02
1.166651172080787502e+00	3.138698539043899283e-02
1.199984062711667132e+00	1.665376088306618277e-02
1.233316953342546762e+00	1.415774207445854617e-02
1.266649843973426393e+00	2.695348442972116815e-02
1.299982734604306023e+00	7.412475567266514631e-02
1.333315625235185653e+00	1.811654590823147046e-02
