x	zg centrada sin panza
0.808125668	-1.286724467
0.809165058	-1.329829944
0.810204448	-1.419217168
0.811243838	-1.066448749
0.812283228	-1.061521895
0.813322618	-1.420402882
0.814362008	-1.577567733
0.815401398	-1.404229254
0.816440788	-1.018339008
0.817480178	-1.014304463
0.818519568	-1.107566388
0.819558958	-0.962673349
0.820598348	-1.100822117
0.821637738	-1.308882169
0.822677127	-1.223208542
0.823716517	-1.367289418
0.824755907	-0.955481777
0.825795297	-0.964799577
0.826834687	-0.692870089
0.827874077	-0.77940843
0.828913467	-0.580640418
0.829952857	-0.555046416
0.830992247	-0.526238486
0.832031637	-0.472283514
0.833071027	-0.471931265
0.834110417	-0.395273805
0.835149807	-0.273922437
0.836189197	-0.287083038
0.837228586	-0.325155448
0.838267976	0.038917765
0.839307366	0.08898627
0.840346756	-0.021929414
0.841386146	0.159265354
0.842425536	0.321731757
0.843464926	0.020669164
0.844504316	0.090157229
0.845543706	-0.040298453
0.846583096	-0.069257596
0.847622486	-0.101444684
0.848661876	0.218279979
0.849701266	0.098450114
0.850740656	0.204178042
0.851780045	0.145808972
0.852819435	0.588284995
0.853858825	0.808070941
0.854898215	0.636154475
0.855937605	0.513924466
0.856976995	0.775812276
0.858016385	1.117067046
0.859055775	1.071465458
0.860095165	1.655064811
0.861134555	1.882428602
0.862173945	1.858226234
0.863213335	1.708821288
0.864252725	1.801249665
0.865292114	2.06185673
0.866331504	2.279668309
0.867370894	2.172374903
0.868410284	2.097619319
0.869449674	2.25768261
0.870489064	2.294468285
0.871528454	2.354198859
0.872567844	2.326214396
0.873607234	2.133723726
0.874646624	2.231757735
0.875686014	2.287522901
0.876725404	2.293157617
0.877764794	2.44337153
0.878804184	2.269804933
0.879843573	2.265186167
0.880882963	2.329715634
0.881922353	2.467955723
0.882961743	2.604452191
0.884001133	2.79023528
0.885040523	3.167374107
0.886079913	3.463083133
0.887119303	3.037024337
0.888158693	2.804477076
0.889198083	2.787520264
0.890237473	3.127152948
0.891276863	3.222312116
0.892316253	3.352064872
0.893355643	3.087193318
0.894395032	3.158777486
0.895434422	3.478783827
0.896473812	3.692091899
0.897513202	3.750279294
0.898552592	3.599772193
0.899591982	3.853867191
0.900631372	3.735855478
0.901670762	3.565455599
0.902710152	3.809467779
0.903749542	4.006939927
0.904788932	4.225420561
0.905828322	4.210702702
0.906867712	3.830074535
0.907907102	4.264232904
0.908946491	4.165507097
0.909985881	4.161448056
0.911025271	4.137160772
0.912064661	4.044615036
0.913104051	4.179078147
0.914143441	4.429819583
0.915182831	4.538348398
0.916222221	4.61066611
0.917261611	4.649638254
0.918301001	4.706864716
0.919340391	4.729101679
0.920379781	4.30378207
0.921419171	4.369116577
0.922458561	4.572428951
0.92349795	4.715237826
0.92453734	4.89825397
0.92557673	4.863205515
0.92661612	4.863637642
0.92765551	4.747551221
0.9286949	4.712882561
0.92973429	4.657308572
0.93077368	4.722283965
0.93181307	5.045543536
0.93285246	5.253613153
0.93389185	5.064880424
0.93493124	4.773447286
0.93597063	4.782201606
0.937010019	4.897217545
0.938049409	4.835522463
0.939088799	4.941091544
0.940128189	5.194469684
0.941167579	5.263522932
0.942206969	5.119622934
0.943246359	4.831084464
0.944285749	4.815153448
0.945325139	5.28456512
0.946364529	5.344394105
0.947403919	5.396864807
0.948443309	5.402894823
0.949482699	5.130696809
0.950522089	5.140191827
0.951561478	5.185501246
0.952600868	5.349734782
0.953640258	5.100965739
0.954679648	5.088297049
0.955719038	5.120494515
0.956758428	5.139939212
0.957797818	5.076203267
0.958837208	5.072940308
0.959876598	5.122914722
0.960915988	5.244090565
0.961955378	5.081692621
0.962994768	5.083555803
0.964034158	5.1008511
0.965073548	4.964575594
0.966112937	4.969771235
0.967152327	5.014110641
0.968191717	4.951546827
0.969231107	4.944525698
0.970270497	4.684820832
0.971309887	4.641285386
0.972349277	4.549715332
0.973388667	4.30823745
0.974428057	4.519191737
0.975467447	4.324222663
0.976506837	3.988336104
0.977546227	4.075696119
0.978585617	4.254480187
0.979625007	4.197251559
0.980664396	4.198577835
0.981703786	4.285187729
0.982743176	3.910889572
0.983782566	4.139011619
0.984821956	4.108078108
0.985861346	3.937698036
0.986900736	3.208647084
0.987940126	3.400615649
0.988979516	3.499374277
0.990018906	3.653774011
0.991058296	3.371109685
0.992097686	3.454171981
0.993137076	3.444182754
0.994176465	3.205222704
0.995215855	3.043596993
0.996255245	3.263448018
0.997294635	3.033097921
0.998334025	2.308590723
0.999373415	2.533975028
1.000412805	2.505982875
1.001452195	2.609654693
1.002491585	2.636526043
1.003530975	2.270598208
1.004570365	1.965016647
1.005609755	1.845609468
1.006649145	1.850953733
1.007688535	1.786619053
1.008727924	1.498033063
1.009767314	1.210565984
1.010806704	1.251530878
1.011846094	1.202156152
1.012885484	1.012901265
1.013924874	1.000797894
1.014964264	1.353488526
1.016003654	1.435376876
1.017043044	0.717608751
1.018082434	0.469049586
1.019121824	0.610978549
1.020161214	0.550448367
1.021200604	0.275884622
1.022239994	0.149005346
1.023279383	0.085112554
1.024318773	-0.075930265
1.025358163	-0.080367092
1.026397553	0.02536583
1.027436943	0.689456213
1.028476333	-0.39871966
1.029515723	-0.343708026
1.030555113	-0.372849657
1.031594503	-0.437190501
1.032633893	-0.546012716
1.033673283	-0.622011
1.034712673	-0.720683871
1.035752063	-0.711553273
1.036791453	-1.134350559
1.037830842	-1.050982813
1.038870232	-1.06956978
1.039909622	-1.004997642
1.040949012	-1.169738571
1.041988402	-1.190593161
1.043027792	-1.408206931
1.044067182	-1.670897679
1.045106572	-1.89629041
1.046145962	-2.089697527
1.047185352	-2.160812613
1.048224742	-2.272936696
1.049264132	-2.138912275
1.050303522	-2.367975175
1.051342911	-2.371315681
1.052382301	-2.454296951
1.053421691	-2.811285854
1.054461081	-2.956668839
1.055500471	-2.916045574
1.056539861	-2.863132817
1.057579251	-2.597497302
1.058618641	-2.660943705
1.059658031	-2.54743206
1.060697421	-2.686463711
1.061736811	-2.875925056
1.062776201	-3.007374558
1.063815591	-3.258879497
1.064854981	-3.563989468
1.06589437	-3.791233955
1.06693376	-3.352978136
1.06797315	-3.246204572
1.06901254	-3.263712001
1.07005193	-4.034559131
1.07109132	-4.147489713
1.07213071	-3.914131568
1.0731701	-3.831888486
1.07420949	-4.007462718
1.07524888	-4.017380565
1.07628827	-4.151605233
1.07732766	-4.329677594
1.07836705	-4.682639722
1.07940644	-4.875168506
1.080445829	-4.811416397
1.081485219	-4.742050214
1.082524609	-4.740831347
1.083563999	-4.549585515
1.084603389	-5.012481527
1.085642779	-5.188565303
1.086682169	-5.051747201
1.087721559	-5.320898352
1.088760949	-5.344658428
1.089800339	-5.317209456
1.090839729	-4.947409544
1.091879119	-5.577209558
1.092918509	-5.641640958
1.093957899	-5.62838941
1.094997288	-5.67649277
1.096036678	-5.682432594
1.097076068	-5.884424328
1.098115458	-5.924650532
1.099154848	-6.023440452
1.100194238	-5.807165743
1.101233628	-5.90933273
1.102273018	-5.790071673
1.103312408	-5.594166405
1.104351798	-5.675766929
1.105391188	-6.006810306
1.106430578	-5.974482818
1.107469968	-6.043226606
1.108509357	-5.73668605
1.109548747	-5.707760389
1.110588137	-5.829209282
1.111627527	-6.561191007
1.112666917	-6.199849685
1.113706307	-6.409132557
1.114745697	-6.378837967
1.115785087	-5.922713935
1.116824477	-6.043691972
1.117863867	-6.031696596
1.118903257	-5.886235872
1.119942647	-5.485385067
1.120982037	-5.822866791
1.122021427	-6.019139234
1.123060816	-6.17140417
1.124100206	-6.131545204
1.125139596	-6.143656673
1.126178986	-6.117744391
1.127218376	-5.997738295
1.128257766	-5.736761719
1.129297156	-5.866320397
1.130336546	-5.259095365
1.131375936	-5.083436043
1.132415326	-5.189605813
1.133454716	-5.241848305
1.134494106	-5.364748963
1.135533496	-5.244125212
1.136572886	-4.997989959
1.137612275	-5.169608523
1.138651665	-4.584929046
1.139691055	-4.30775855
1.140730445	-4.096027015
1.141769835	-3.899653695
1.142809225	-3.916282627
1.143848615	-3.787822089
1.144888005	-3.689343375
1.145927395	-3.583914774
1.146966785	-3.567588149
1.148006175	-3.559654861
1.149045565	-3.535790019
1.150084955	-3.058706572
1.151124345	-2.991505404
1.152163734	-3.045028601
1.153203124	-3.168651755
1.154242514	-3.345553955
1.155281904	-2.747724509
1.156321294	-2.65411134
1.157360684	-2.739123261
1.158400074	-3.125290669
1.159439464	-3.076806648
1.160478854	-3.042701651
1.161518244	-3.030573667
1.162557634	-3.134076371
1.163597024	-2.735943935
1.164636414	-2.639814469
1.165675803	-2.412121013
1.166715193	-2.374958378
1.167754583	-2.407651976
1.168793973	-2.285961297
1.169833363	-2.308621398
1.170872753	-2.404980326
