# Frequency (Hz)	Amplitude
0.000000000000000000e+00	2.009286018535240004e+01
2.857060748533175182e-02	1.690751101339361995e+01
5.714121497066350364e-02	4.667337204615651558e+01
8.571182245599526239e-02	1.497329916900224767e+01
1.142824299413270073e-01	3.910084400332297605e+01
1.428530374266587522e-01	3.929185761529723919e+01
1.714236449119905248e-01	3.752248858842380486e+01
1.999942523973222697e-01	2.475324175341547583e+00
2.285648598826540145e-01	1.257335815341712504e+01
2.571354673679857594e-01	2.878072317411024272e+01
2.857060748533175043e-01	8.999377477893990118e+00
3.142766823386492492e-01	1.403101071246276277e+01
3.428472898239810496e-01	7.477113994924774687e+00
3.714178973093127945e-01	1.107916158172300491e+01
3.999885047946445393e-01	7.156539025805077614e+00
4.285591122799762842e-01	4.424612396319561824e+00
4.571297197653080291e-01	8.197927350876692998e+00
4.857003272506397740e-01	8.747094402758644804e+00
5.142709347359715188e-01	2.117893539476084275e+00
5.428415422213033192e-01	7.584350169000890318e+00
5.714121497066350086e-01	5.394526506159506241e+00
5.999827571919668090e-01	1.200835960117150059e+01
6.285533646772984984e-01	4.903885113940861906e+00
6.571239721626302988e-01	4.899905061252610494e+00
6.856945796479620991e-01	1.122899802559343918e+01
7.142651871332937885e-01	9.547648620559892052e+00
7.428357946186255889e-01	3.698531337482570791e+00
7.714064021039572783e-01	4.342435698554555579e+00
7.999770095892890787e-01	3.008541410402460148e+00
8.285476170746207680e-01	2.181625673421760947e+00
8.571182245599525684e-01	3.803181617506357082e+00
8.856888320452842578e-01	3.793921400198329685e+00
9.142594395306160582e-01	5.779115380739912489e+00
9.428300470159478586e-01	3.053770605189196186e+00
9.714006545012795479e-01	4.113305682567768962e+00
9.999712619866113483e-01	4.417491748658847861e+00
1.028541869471943038e+00	2.266786909733006450e+00
1.057112476957274838e+00	5.417094051375122454e+00
1.085683084442606638e+00	3.979046341361946570e+00
1.114253691927938217e+00	2.180739490469330466e+00
1.142824299413270017e+00	2.781281225528396295e+00
1.171394906898601818e+00	2.412680438621658541e-01
1.199965514383933618e+00	3.721323049761029456e+00
1.228536121869265418e+00	9.791345828110541660e+00
1.257106729354596997e+00	5.299228648933642205e+00
1.285677336839928797e+00	2.911887420385083081e-01
