X(mm)	Z(mm)
5.942891899999999672e-02	-2.172992520529656579e-01
5.994794900000000037e-02	-2.259303707064770905e-01
6.046697899999999709e-02	-2.344194290791203061e-01
6.098600900000000075e-02	-2.427592810005022028e-01
6.150503899999999746e-02	-2.509427434994520589e-01
6.202406900000000112e-02	-2.589626027670775543e-01
6.254309800000000530e-02	-2.668116204774344524e-01
6.306212799999999508e-02	-2.744825404511404554e-01
6.358115799999999873e-02	-2.819680956461224075e-01
6.410018800000000239e-02	-2.892610154586548465e-01
6.461921800000000604e-02	-2.963540333169066843e-01
6.513824799999999582e-02	-3.032398945483417152e-01
6.565727799999999947e-02	-3.099113645015114105e-01
6.617630700000000366e-02	-3.163612369020267212e-01
6.669533699999999343e-02	-3.225823424218122182e-01
6.721436699999999709e-02	-3.285675574401256682e-01
6.773339700000000074e-02	-3.343098129742661517e-01
6.825242700000000440e-02	-3.398021037573835113e-01
6.877145699999999418e-02	-3.450374974403295214e-01
6.929048699999999783e-02	-3.500091438940571287e-01
6.980951600000000201e-02	-3.547102845886774269e-01
7.032854600000000567e-02	-3.591342620249279860e-01
7.084757599999999544e-02	-3.632745291934955101e-01
7.136660599999999910e-02	-3.671246590373733465e-01
7.188563600000000275e-02	-3.706783538922284738e-01
7.240466600000000641e-02	-3.739294548796180395e-01
7.292369499999999671e-02	-3.768719512278498329e-01
7.344272500000000037e-02	-3.794999894953494657e-01
7.396175500000000402e-02	-3.818078826715928797e-01
7.448078499999999380e-02	-3.837901191309909810e-01
7.499981499999999746e-02	-3.854413714155706105e-01
7.551884500000000111e-02	-3.867565048228641666e-01
7.603787500000000477e-02	-3.877305857760950381e-01
7.655690399999999507e-02	-3.883588899545146189e-01
7.707593399999999872e-02	-3.886369101626079847e-01
7.759496400000000238e-02	-3.885603639178338287e-01
7.811399400000000603e-02	-3.881252007375946000e-01
7.863302399999999581e-02	-3.873276091072480054e-01
7.915205399999999947e-02	-3.861640231121797329e-01
7.967108400000000312e-02	-3.846311287182541672e-01
8.019011299999999343e-02	-3.827258696863633514e-01
8.070914299999999708e-02	-3.804454531083013569e-01
8.122817300000000074e-02	-3.777873545527991594e-01
8.174720300000000439e-02	-3.747493228122482645e-01
8.226623299999999417e-02	-3.713293842424030822e-01
8.278526299999999782e-02	-3.675258466891597742e-01
8.330429200000000201e-02	-3.633373029983262281e-01
8.382332200000000566e-02	-3.587626341060874968e-01
8.434235199999999544e-02	-3.538010117095960472e-01
8.486138199999999909e-02	-3.484519005187372009e-01
8.538041200000000275e-02	-3.427150600915973011e-01
8.589944200000000640e-02	-3.365905462574857454e-01
8.641847199999999618e-02	-3.300787121325187701e-01
8.693750100000000036e-02	-3.231802087337626306e-01
8.745653100000000402e-02	-3.158959851987708234e-01
8.797556099999999379e-02	-3.082272886180500993e-01
8.849459099999999745e-02	-3.001756634885787145e-01
8.901362100000000110e-02	-2.917429507970023539e-01
8.953265100000000476e-02	-2.829312867415667010e-01
9.005168099999999454e-02	-2.737431011022233851e-01
9.057070999999999872e-02	-2.641811152686721620e-01
9.108974000000000237e-02	-2.542483399363761887e-01
9.160877000000000603e-02	-2.439480724808008594e-01
9.212779999999999581e-02	-2.332838940202807410e-01
9.264682999999999946e-02	-2.222596661780117944e-01
9.316586000000000312e-02	-2.108795275536987646e-01
9.368488899999999342e-02	-1.991478899153584503e-01
9.420391899999999707e-02	-1.870694341216874723e-01
9.472294900000000073e-02	-1.746491057852507522e-01
9.524197900000000439e-02	-1.618921106865390258e-01
9.576100899999999416e-02	-1.488039099486888339e-01
9.628003899999999782e-02	-1.353902149823644208e-01
9.679906900000000147e-02	-1.216569822099720088e-01
9.731809800000000565e-02	-1.076104075780119212e-01
9.783712799999999543e-02	-9.325692086597736630e-02
9.835615799999999909e-02	-7.860317979978297120e-02
9.887518800000000274e-02	-6.365606397725245835e-02
9.939421800000000640e-02	-4.842266861271819767e-02
9.991324799999999617e-02	-3.291029810729056287e-02
1.004322779999999998e-01	-1.712645945084850102e-02
1.009513070000000040e-01	-1.078855461294010243e-03
1.014703369999999938e-01	1.522462213388097244e-02
1.019893669999999974e-01	3.177589976912308101e-02
1.025083970000000011e-01	4.856672926123984518e-02
1.030274270000000048e-01	6.558869517481455413e-02
1.035464569999999945e-01	8.283322232890408254e-02
1.040654869999999982e-01	1.002915834413863477e-01
1.045845160000000024e-01	1.179549069072866607e-01
1.051035460000000060e-01	1.358141847072715513e-01
1.056225759999999958e-01	1.538602804422704029e-01
1.061416059999999995e-01	1.720839374898856244e-01
1.066606360000000031e-01	1.904757872778982397e-01
1.071796660000000068e-01	2.090263576697841685e-01
1.076986949999999971e-01	2.277260814567420855e-01
1.082177250000000007e-01	2.465653049503121474e-01
1.087367550000000044e-01	2.655342966692534890e-01
1.092557849999999942e-01	2.846232561139639405e-01
1.097748149999999978e-01	3.038223226213752071e-01
1.102938450000000015e-01	3.231215842929369697e-01
1.108128750000000051e-01	3.425110869880027553e-01
1.113319039999999954e-01	3.619808433746273812e-01
1.118509339999999991e-01	3.815208420294725067e-01
1.123699640000000027e-01	4.011210565781765935e-01
1.128889940000000064e-01	4.207714548671769861e-01
1.134080239999999962e-01	4.404620081575647550e-01
1.139270539999999998e-01	4.601827003310967612e-01
1.144460840000000035e-01	4.799235370979828552e-01
1.149651129999999938e-01	4.996745551955024678e-01
1.154841429999999974e-01	5.194258315658903946e-01
1.160031730000000011e-01	5.391674925012932551e-01
1.165222030000000047e-01	5.588897227429512338e-01
1.170412329999999945e-01	5.785827745211499229e-01
1.175602629999999982e-01	5.982369765219422986e-01
1.180792920000000024e-01	6.178427427662011029e-01
1.185983220000000060e-01	6.373905813862494885e-01
1.191173519999999958e-01	6.568711032851434206e-01
1.196363819999999994e-01	6.762750306636453601e-01
1.201554120000000031e-01	6.955932054000277809e-01
1.206744420000000068e-01	7.148165972680656788e-01
1.211934719999999965e-01	7.339363119789003020e-01
1.217125010000000007e-01	7.529435990328765538e-01
1.222315310000000044e-01	7.718298593679596697e-01
1.227505609999999941e-01	7.905866527919155340e-01
1.232695909999999978e-01	8.092057051860941375e-01
1.237886210000000015e-01	8.276789154693764416e-01
1.243076510000000051e-01	8.459983623116129614e-01
1.248266809999999949e-01	8.641563105866899575e-01
1.253457099999999991e-01	8.821452175561770304e-01
1.258647400000000027e-01	8.999577387753310287e-01
1.263837700000000064e-01	9.175867337140066748e-01
1.269028000000000100e-01	9.350252710857556160e-01
1.274218300000000137e-01	9.522666338790514162e-01
1.279408599999999896e-01	9.693043240851365594e-01
1.284598899999999932e-01	9.861320671174467201e-01
1.289789189999999974e-01	1.002743815917941150e+00
1.294979490000000011e-01	1.019133754745982223e+00
1.300169790000000047e-01	1.035296302645689615e+00
1.305360090000000084e-01	1.051226116587985926e+00
1.310550390000000121e-01	1.066918094283879404e+00
1.315740689999999880e-01	1.082367376665918535e+00
1.320930979999999921e-01	1.097569350035199953e+00
1.326121279999999958e-01	1.112519647871817341e+00
1.331311579999999994e-01	1.127214152307186579e+00
1.336501880000000031e-01	1.141648995257276589e+00
1.341692180000000068e-01	1.155820559216418575e+00
1.346882480000000104e-01	1.169725477712037165e+00
1.352072779999999863e-01	1.183360635421352169e+00
1.357263069999999905e-01	1.196723167951806888e+00
1.362453369999999941e-01	1.209810461287679439e+00
1.367643669999999978e-01	1.222620150906018610e+00
1.372833970000000015e-01	1.235150120565714937e+00
1.378024270000000051e-01	1.247398500774161922e+00
1.383214570000000088e-01	1.259363666936599513e+00
1.388404870000000124e-01	1.271044237193842852e+00
1.393595159999999888e-01	1.282439069954699695e+00
1.398785459999999925e-01	1.293547261129978310e+00
1.403975759999999962e-01	1.304368141075585408e+00
1.409166059999999998e-01	1.314901271252826076e+00
1.414356360000000035e-01	1.325146440614644483e+00
1.419546660000000071e-01	1.335103661727190527e+00
1.424736950000000113e-01	1.344773166636775485e+00
1.429927249999999872e-01	1.354155402492958071e+00
1.435117549999999909e-01	1.363251026939195087e+00
1.440307849999999945e-01	1.372060903283171651e+00
1.445498149999999982e-01	1.380586095459583218e+00
1.450688450000000018e-01	1.388827862798779122e+00
1.455878750000000055e-01	1.396787654615300855e+00
1.461069040000000097e-01	1.404467104630935159e+00
1.466259340000000133e-01	1.411868025247459579e+00
1.471449639999999892e-01	1.418992401684763927e+00
1.476639939999999929e-01	1.425842386000478745e+00
1.481830239999999965e-01	1.432420291007615587e+00
1.487020540000000002e-01	1.438728584107034969e+00
1.492210840000000038e-01	1.444769881051801708e+00
1.497401130000000080e-01	1.450546939660648293e+00
1.502591430000000117e-01	1.456062653497852022e+00
1.507781729999999876e-01	1.461320045536811607e+00
1.512972029999999912e-01	1.466322261824481998e+00
1.518162329999999949e-01	1.471072565163582313e+00
1.523352629999999985e-01	1.475574328829158066e+00
1.528542920000000027e-01	1.479831030335624575e+00
1.533733220000000064e-01	1.483846245269889730e+00
1.538923520000000100e-01	1.487623641205541469e+00
1.544113820000000137e-01	1.491166971712424960e+00
1.549304119999999896e-01	1.494480070475238564e+00
1.554494419999999932e-01	1.497566845534079594e+00
1.559684719999999969e-01	1.500431273659201370e+00
1.564875010000000011e-01	1.503077394871625394e+00
1.570065310000000047e-01	1.505509307120700413e+00
1.575255610000000084e-01	1.507731161129216346e+00
1.580445910000000120e-01	1.509747155416274023e+00
1.585636209999999879e-01	1.511561531507730427e+00
1.590826509999999916e-01	1.513178569343678337e+00
1.596016809999999952e-01	1.514602582892052185e+00
1.601207099999999994e-01	1.515837915977044981e+00
1.606397400000000031e-01	1.516888938330563263e+00
1.611587700000000067e-01	1.517760041874417265e+00
1.616778000000000104e-01	1.518455637240314848e+00
1.621968299999999863e-01	1.518980150533996820e+00
1.627158599999999899e-01	1.519338020349002782e+00
1.632348899999999936e-01	1.519533695034562815e+00
1.637539189999999978e-01	1.519571630220967862e+00
1.642729490000000014e-01	1.519456286604501161e+00
1.647919790000000051e-01	1.519192127992630148e+00
1.653110090000000088e-01	1.518783619608711222e+00
1.658300390000000124e-01	1.518235226653939174e+00
1.663490689999999883e-01	1.517551413122740778e+00
1.668680979999999925e-01	1.516736640866268138e+00
1.673871279999999961e-01	1.515795368897099094e+00
1.679061579999999998e-01	1.514732052926727635e+00
1.684251880000000035e-01	1.513551145125950459e+00
1.689442180000000071e-01	1.512257094096814969e+00
1.694632480000000108e-01	1.510854345043435520e+00
1.699822779999999867e-01	1.509347340127695780e+00
1.705013069999999908e-01	1.507740518994649337e+00
1.710203369999999945e-01	1.506038319451302510e+00
1.715393669999999982e-01	1.504245178281402140e+00
1.720583970000000018e-01	1.502365532177867280e+00
1.725774270000000055e-01	1.500403818773584197e+00
1.730964570000000091e-01	1.498364477750420365e+00
1.736154870000000128e-01	1.496251952005531072e+00
1.741345159999999892e-01	1.494070688853362139e+00
1.746535459999999929e-01	1.491825141241190922e+00
1.751725759999999965e-01	1.489519768955612555e+00
1.756916060000000002e-01	1.487159039797098403e+00
1.762106360000000038e-01	1.484747430699597803e+00
1.767296660000000075e-01	1.482289428772132656e+00
1.772486950000000117e-01	1.479789532239461636e+00
1.777677249999999876e-01	1.477252251259159044e+00
1.782867549999999912e-01	1.474682108592871854e+00
1.788057849999999949e-01	1.472083640110100733e+00
1.793248149999999985e-01	1.469461395103590862e+00
1.798438450000000022e-01	1.466819936396290602e+00
1.803628750000000058e-01	1.464163840220870538e+00
1.808819040000000100e-01	1.461497695853957168e+00
1.814009340000000137e-01	1.458826104988535821e+00
1.819199639999999896e-01	1.456153680829385788e+00
1.824389939999999932e-01	1.453485046897924571e+00
1.829580239999999969e-01	1.450824835534442858e+00
1.834770540000000005e-01	1.448177686087387617e+00
1.839960840000000042e-01	1.445548242781073967e+00
1.845151130000000084e-01	1.442941152254998194e+00
1.850341430000000120e-01	1.440361060769729695e+00
1.855531729999999879e-01	1.437812611076206837e+00
1.860722029999999916e-01	1.435300438947123780e+00
1.865912329999999952e-01	1.432829169370972933e+00
1.871102629999999989e-01	1.430403412411215269e+00
1.876292930000000025e-01	1.428027758734950803e+00
1.881483220000000067e-01	1.425706774817361966e+00
1.886673520000000104e-01	1.423444997830055847e+00
1.891863819999999863e-01	1.421246930223249771e+00
1.897054119999999899e-01	1.419117034013492873e+00
1.902244419999999936e-01	1.417059724790304065e+00
1.907434719999999972e-01	1.415079365456713978e+00
1.912625010000000014e-01	1.413180259720224763e+00
1.917815310000000051e-01	1.411366645352152727e+00
1.923005610000000087e-01	1.409642687234677672e+00
1.928195910000000124e-01	1.408012470216195355e+00
1.933386209999999883e-01	1.406479991796743656e+00
1.938576509999999919e-01	1.405049154666315747e+00
1.943766809999999956e-01	1.403723759119794190e+00
1.948957099999999998e-01	1.402507495373002122e+00
1.954147400000000034e-01	1.401403935804987899e+00
1.959337700000000071e-01	1.400416527152135604e+00
1.964528000000000107e-01	1.399548582680023578e+00
1.969718299999999866e-01	1.398803274359152526e+00
1.974908599999999903e-01	1.398183625070726022e+00
1.980098899999999940e-01	1.397692500868594534e+00
1.985289189999999981e-01	1.397332603323253375e+00
1.990479490000000018e-01	1.397106461973441016e+00
1.995669790000000055e-01	1.397016426910400622e+00
2.000860090000000091e-01	1.397064661519284767e+00
2.006050390000000128e-01	1.397253135401523627e+00
2.011240689999999887e-01	1.397583617501269693e+00
2.016430979999999928e-01	1.398057669458293795e+00
2.021621279999999965e-01	1.398676639208972450e+00
2.026811580000000002e-01	1.399441654856267814e+00
2.032001880000000038e-01	1.400353618828868107e+00
2.037192180000000075e-01	1.401413202348924747e+00
2.042382480000000111e-01	1.402620840227084331e+00
2.047572779999999870e-01	1.403976726002751585e+00
2.052763069999999912e-01	1.405480807446726432e+00
2.057953369999999949e-01	1.407132782442509500e+00
2.063143669999999985e-01	1.408932095261656636e+00
2.068333970000000022e-01	1.410877933247561833e+00
2.073524270000000058e-01	1.412969223920971906e+00
2.078714570000000095e-01	1.415204632519362127e+00
2.083904870000000131e-01	1.417582559981070300e+00
2.089095159999999896e-01	1.420101141383791843e+00
2.094285459999999932e-01	1.422758244845690800e+00
2.099475759999999969e-01	1.425551470895976447e+00
2.104666060000000005e-01	1.428478152320362016e+00
2.109856360000000042e-01	1.431535354485321987e+00
2.115046660000000078e-01	1.434719876143549566e+00
2.120236950000000120e-01	1.438028250721474333e+00
2.125427249999999879e-01	1.441456748088137507e+00
2.130617549999999916e-01	1.445001376803165538e+00
2.135807849999999952e-01	1.448657886840019948e+00
2.140998149999999989e-01	1.452421772779128428e+00
2.146188450000000025e-01	1.456288277463946290e+00
2.151378750000000062e-01	1.460252396111445750e+00
2.156569040000000104e-01	1.464308880867022156e+00
2.161759339999999863e-01	1.468452245792354560e+00
2.166949639999999899e-01	1.472676772273388002e+00
2.172139939999999936e-01	1.476976514834344778e+00
2.177330239999999972e-01	1.481345307342519124e+00
2.182520540000000009e-01	1.485776769587562329e+00
2.187710840000000045e-01	1.490264314218034070e+00
2.192901130000000087e-01	1.494801154017155742e+00
2.198091430000000124e-01	1.499380309498971275e+00
2.203281729999999883e-01	1.503994616805494733e+00
2.208472029999999919e-01	1.508636735884911317e+00
2.213662329999999956e-01	1.513299158930505817e+00
2.218852629999999992e-01	1.517974219059716745e+00
2.224042930000000029e-01	1.522654099212557011e+00
2.229233220000000071e-01	1.527330841248600191e+00
2.234423520000000107e-01	1.531996355221829864e+00
2.239613819999999866e-01	1.536642428812850847e+00
2.244804119999999903e-01	1.541260736898318662e+00
2.249994419999999939e-01	1.545842851237922089e+00
2.255184719999999976e-01	1.550380250259860482e+00
2.260375010000000018e-01	1.554864328926500727e+00
2.265565310000000054e-01	1.559286408662744705e+00
2.270755610000000091e-01	1.563637747330568706e+00
2.275945910000000127e-01	1.567909549234194344e+00
2.281136209999999886e-01	1.572092975141394788e+00
2.286326509999999923e-01	1.576179152307514375e+00
2.291516809999999960e-01	1.580159184489840607e+00
2.296707100000000001e-01	1.584024161941030906e+00
2.301897400000000038e-01	1.587765171371318340e+00
2.307087700000000074e-01	1.591373305870233956e+00
2.312278000000000111e-01	1.594839674779550354e+00
2.317468299999999870e-01	1.598155413510093714e+00
2.322658599999999907e-01	1.601311693296006977e+00
2.327848899999999943e-01	1.604299730880954789e+00
2.333039189999999985e-01	1.607110798131659690e+00
2.338229490000000022e-01	1.609736231575023657e+00
2.343419790000000058e-01	1.612167441855905547e+00
2.348610090000000095e-01	1.614395923113379760e+00
2.353800390000000131e-01	1.616413262273965534e+00
2.358990689999999890e-01	1.618211148260878751e+00
2.364180979999999932e-01	1.619781381118767571e+00
2.369371279999999969e-01	1.621115881053654340e+00
2.374561580000000005e-01	1.622206697387863050e+00
2.379751880000000042e-01	1.623046017429542465e+00
2.384942180000000078e-01	1.623626175256005277e+00
2.390132480000000115e-01	1.623939660409495112e+00
2.395322779999999874e-01	1.623979126503204196e+00
2.400513069999999916e-01	1.623737399734415332e+00
2.405703369999999952e-01	1.623207487300597496e+00
2.410893669999999989e-01	1.622382585713157743e+00
2.416083970000000025e-01	1.621256089002392375e+00
2.421274270000000062e-01	1.619821596805976593e+00
2.426464570000000098e-01	1.618072922332129959e+00
2.431654870000000135e-01	1.616004100187393266e+00
2.436845159999999899e-01	1.613609394057757607e+00
2.442035459999999936e-01	1.610883304230731783e+00
2.447225759999999972e-01	1.607820574944777814e+00
2.452416060000000009e-01	1.604416201551418730e+00
2.457606360000000045e-01	1.600665437474222186e+00
2.462796660000000082e-01	1.596563800947761402e+00
2.467986960000000118e-01	1.592107081518590705e+00
2.473177249999999883e-01	1.587291346289236404e+00
2.478367549999999919e-01	1.582112945885211452e+00
2.483557849999999956e-01	1.576568520124137063e+00
2.488748149999999992e-01	1.570655003365231339e+00
2.493938450000000029e-01	1.564369629516726201e+00
2.499128750000000065e-01	1.557709936678218332e+00
2.504319039999999830e-01	1.550673771394564415e+00
2.509509340000000144e-01	1.543259292497709767e+00
2.514699639999999903e-01	1.535464974512780856e+00
2.519889940000000217e-01	1.527289610604898318e+00
2.525080239999999976e-01	1.518732315043461956e+00
2.530270539999999735e-01	1.509792525161126386e+00
2.535460840000000049e-01	1.500470002785354806e+00
2.540651130000000091e-01	1.490764835121310306e+00
2.545841429999999850e-01	1.480677435065917535e+00
2.551031730000000164e-01	1.470208540934258457e+00
2.556222029999999923e-01	1.459359215581030877e+00
2.561412330000000237e-01	1.448130844901615477e+00
2.566602629999999996e-01	1.436525135699332711e+00
2.571792929999999755e-01	1.424544112907682791e+00
2.576983219999999797e-01	1.412190116158730024e+00
2.582173520000000111e-01	1.399465795691270609e+00
2.587363819999999870e-01	1.386374107595007343e+00
2.592554120000000184e-01	1.372918308389648345e+00
2.597744419999999943e-01	1.359101948940638183e+00
2.602934720000000257e-01	1.344928867716140619e+00
2.608125009999999744e-01	1.330403183392910860e+00
2.613315310000000058e-01	1.315529286821840671e+00
2.618505609999999817e-01	1.300311832367207820e+00
2.623695910000000131e-01	1.284755728637000605e+00
2.628886209999999890e-01	1.268866128625095069e+00
2.634076510000000204e-01	1.252648419289499993e+00
2.639266809999999963e-01	1.236108210594326628e+00
2.644457100000000005e-01	1.219251324046526808e+00
2.649647399999999764e-01	1.202083780761756371e+00
2.654837700000000078e-01	1.184611789096934542e+00
2.660027999999999837e-01	1.166841731890130518e+00
2.665218300000000151e-01	1.148780153351299127e+00
2.670408599999999910e-01	1.130433745650069710e+00
2.675598900000000224e-01	1.111809335249253960e+00
2.680789190000000266e-01	1.092913869034961127e+00
2.685979490000000025e-01	1.073754400296191180e+00
2.691169789999999784e-01	1.054338074608504705e+00
2.696360090000000098e-01	1.034672115677845339e+00
2.701550389999999857e-01	1.014763811201800259e+00
2.706740690000000171e-01	9.946204988065058261e-01
2.711930980000000213e-01	9.742495521180610796e-01
2.717121279999999972e-01	9.536583670276460589e-01
2.722311579999999731e-01	9.328543482095854600e-01
2.727501880000000045e-01	9.118448959513471008e-01
2.732692179999999804e-01	8.906373933538987986e-01
2.737882480000000118e-01	8.692391939599780626e-01
2.743072779999999877e-01	8.476576098666381842e-01
2.748263069999999919e-01	8.258999003769083025e-01
2.753453370000000233e-01	8.039732612435214198e-01
2.758643669999999992e-01	7.818848145554221363e-01
2.763833969999999751e-01	7.596415993151597323e-01
2.769024270000000065e-01	7.372505627523179284e-01
2.774214569999999824e-01	7.147185524148598201e-01
2.779404870000000138e-01	6.920523090767125574e-01
2.784595160000000180e-01	6.692584604961111516e-01
2.789785459999999939e-01	6.463435160552115644e-01
2.794975760000000253e-01	6.233138623073132267e-01
2.800166060000000012e-01	6.001757594537423524e-01
2.805356359999999771e-01	5.769353387680753453e-01
2.810546660000000085e-01	5.535986009809528152e-01
2.815736959999999844e-01	5.301714156342584028e-01
2.820927249999999886e-01	5.066595214089147925e-01
2.826117550000000200e-01	4.830685274259843287e-01
2.831307849999999959e-01	4.594039155161375176e-01
2.836498150000000273e-01	4.356710434478815452e-01
2.841688450000000032e-01	4.118751491002330956e-01
2.846878749999999791e-01	3.880213555607868736e-01
2.852069039999999833e-01	3.641146771254178960e-01
2.857259340000000147e-01	3.401600261711806850e-01
2.862449639999999906e-01	3.161622208693695701e-01
2.867639940000000220e-01	2.921259937012168351e-01
2.872830239999999979e-01	2.680560007343593121e-01
2.878020539999999738e-01	2.439568316140349746e-01
2.883210840000000053e-01	2.198330202190093563e-01
2.888401130000000094e-01	1.956890559285104636e-01
2.893591429999999853e-01	1.715293954430022749e-01
2.898781730000000167e-01	1.473584750984807401e-01
2.903972029999999926e-01	1.231807236111544385e-01
2.909162330000000241e-01	9.900057518689023284e-02
2.914352630000000000e-01	7.482248292767303133e-02
2.919542929999999759e-01	5.065093246555055911e-02
2.924733219999999800e-01	2.649045575311170797e-02
2.929923520000000114e-01	2.345644938484079539e-03
2.935113819999999873e-01	-2.177883374785946971e-02
2.940304120000000188e-01	-4.587822616751466298e-02
2.945494419999999947e-01	-6.994767658273906563e-02
2.950684720000000261e-01	-9.398221417171059855e-02
2.955875009999999747e-01	-1.179767398220543662e-01
2.961065310000000061e-01	-1.419260132729544266e-01
2.966255609999999820e-01	-1.658246406744990353e-01
2.971445910000000135e-01	-1.896670626308925300e-01
2.976636209999999894e-01	-2.134475427918420543e-01
2.981826510000000208e-01	-2.371601570538287851e-01
2.987016809999999967e-01	-2.607987834301224717e-01
2.992207100000000008e-01	-2.843570926453042880e-01
2.997397399999999767e-01	-3.078285395067280050e-01
