# Frequency (Hz)	Transfer Amplitude
0.000000000000000000e+00	5.774141439263903663e+00
5.086478580212824147e-02	1.626734536900757089e+00
1.017295716042564829e-01	2.163164604706009353e+00
1.525943574063847175e-01	2.715674179015813650e+00
2.034591432085129659e-01	4.421214041614024204e+00
2.543239290106412143e-01	4.490967758118935116e+00
3.051887148127694349e-01	1.984733180288455356e+00
3.560535006148977111e-01	1.345702169020712491e+00
4.069182864170259317e-01	9.306706407914201451e-01
4.577830722191541524e-01	8.150626944559553611e-01
5.086478580212824285e-01	7.924287824576200512e-01
5.595126438234107047e-01	2.720486186718895638e-01
6.103774296255388698e-01	2.802763089363612403e-01
6.612422154276671460e-01	2.808076378992849786e-01
7.121070012297954221e-01	1.112304588881144612e-01
7.629717870319235873e-01	1.538558872788493327e-02
8.138365728340518634e-01	9.186542269662012136e-03
8.647013586361801396e-01	5.149514961818466019e-03
9.155661444383083047e-01	1.743298382007615541e-02
9.664309302404365809e-01	1.367391276566964735e-02
1.017295716042564857e+00	9.683020018322382322e-03
1.068160501844693133e+00	3.085784455147781713e-02
1.119025287646821409e+00	1.673013671873464780e-02
1.169890073448949463e+00	1.641815646144627674e-02
1.220754859251077740e+00	3.629637917530689761e-02
1.271619645053206016e+00	1.553596455147598400e-02
1.322484430855334292e+00	1.431212414574929877e-02
1.373349216657462568e+00	7.143686159058421602e-03
1.424214002459590844e+00	5.130018999656900738e-03
1.475078788261718898e+00	8.029906435852890087e-03
1.525943574063847175e+00	3.410906673026217230e-03
1.576808359865975451e+00	1.014250372388057243e-02
1.627673145668103727e+00	1.771313564539686233e-02
1.678537931470232003e+00	1.293915273122835802e-02
1.729402717272360279e+00	2.751703556942351053e-02
1.780267503074488555e+00	2.340897464485561935e-02
1.831132288876616609e+00	2.797555407084939549e-02
1.881997074678744886e+00	5.037533233148773146e-03
1.932861860480873162e+00	2.320208918480064220e-02
1.983726646283001438e+00	3.538436421022370798e-02
2.034591432085129714e+00	1.807678919772615425e-02
2.085456217887257768e+00	2.357970009931369473e-02
2.136321003689386266e+00	5.269839664198821931e-03
2.187185789491514321e+00	1.407739471103669135e-02
2.238050575293642819e+00	8.902503819841454252e-03
2.288915361095770873e+00	1.412259696221907640e-02
2.339780146897898927e+00	9.291984499933014785e-03
2.390644932700027425e+00	6.018300735168557840e-03
2.441509718502155479e+00	2.712813196044089499e-03
2.492374504304283978e+00	5.489757222329100066e-03
2.543239290106412032e+00	5.634441043807981997e-03
2.594104075908540530e+00	4.694259619762396890e-03
2.644968861710668584e+00	1.328303185654455864e-03
2.695833647512796638e+00	1.367526623601966708e-03
2.746698433314925136e+00	6.756140717875685001e-03
2.797563219117053190e+00	3.497632663213894044e-03
2.848428004919181689e+00	1.665765887313331445e-02
2.899292790721309743e+00	7.071944379972911789e-03
2.950157576523437797e+00	3.684172125259892183e-02
3.001022362325566295e+00	4.328521812586400182e-03
3.051887148127694349e+00	1.305361401517703525e-03
3.102751933929822847e+00	2.966144373926017305e-03
3.153616719731950901e+00	2.601407713160702826e-03
3.204481505534079400e+00	2.413353973154176192e-03
3.255346291336207454e+00	4.855278133725730340e-03
3.306211077138335508e+00	5.438980758430988528e-04
3.357075862940464006e+00	3.114894669707329519e-03
3.407940648742592060e+00	1.755170315012114825e-03
3.458805434544720558e+00	7.411608257275995081e-04
3.509670220346848613e+00	3.563922660467211921e-03
3.560535006148977111e+00	9.123894125149170989e-03
3.611399791951105165e+00	1.087019345832399356e-02
3.662264577753233219e+00	1.596710054640890913e-02
3.713129363555361717e+00	2.087773850349505106e-02
3.763994149357489771e+00	3.977707105254336094e-03
3.814858935159618269e+00	2.457952492838842880e-03
3.865723720961746324e+00	7.147942209526672065e-03
3.916588506763874378e+00	4.861398296625019967e-03
3.967453292566002876e+00	5.477703471767324424e-03
4.018318078368131374e+00	2.255273916677899733e-03
4.069182864170259428e+00	2.384955009669907904e-03
4.120047649972387482e+00	8.701995463077424192e-03
4.170912435774515536e+00	2.357443517654390138e-03
4.221777221576644479e+00	1.479776001803877888e-02
4.272642007378772533e+00	1.498872357940554201e-03
4.323506793180900587e+00	1.358188679798327629e-03
4.374371578983028641e+00	4.395639166660771785e-03
4.425236364785156695e+00	6.441906772576031642e-03
4.476101150587285638e+00	6.145720460984109741e-03
4.526965936389413692e+00	7.365171052515669115e-03
4.577830722191541746e+00	4.288100522250161070e-03
4.628695507993669800e+00	6.312797436223207929e-03
4.679560293795797854e+00	7.114062286630217814e-03
4.730425079597926796e+00	8.925373025252051869e-04
4.781289865400054850e+00	1.696529256660855769e-03
4.832154651202182905e+00	2.112770012920686582e-03
4.883019437004310959e+00	4.890921425030024527e-03
4.933884222806439013e+00	2.116802372989145739e-03
4.984749008608567955e+00	1.088748241050564551e-03
5.035613794410696009e+00	9.257762265571926538e-03
5.086478580212824063e+00	1.335860916465533800e-03
5.137343366014952117e+00	6.051142113152792063e-04
5.188208151817081060e+00	1.712871036546808690e-03
5.239072937619209114e+00	3.851263004359455240e-03
5.289937723421337168e+00	1.497761539044311805e-03
5.340802509223465222e+00	1.602265083606242658e-03
5.391667295025593276e+00	2.723157521846773614e-03
5.442532080827722218e+00	1.003137606046312913e-02
5.493396866629850273e+00	8.951436523209243407e-03
5.544261652431978327e+00	8.583733983912720687e-04
5.595126438234106381e+00	4.038989369504856347e-02
5.645991224036234435e+00	3.388094377812205047e-03
5.696856009838363377e+00	4.464772871289995546e-03
5.747720795640491431e+00	4.486048457234553463e-03
5.798585581442619485e+00	1.612036719696399723e-02
5.849450367244747540e+00	8.985714791112334177e-03
5.900315153046875594e+00	1.107654008553097050e-03
5.951179938849004536e+00	7.487934314713027900e-04
6.002044724651132590e+00	3.100313981631330415e-03
6.052909510453260644e+00	1.860597181886945034e-03
6.103774296255388698e+00	3.231463234599528996e-03
6.154639082057517641e+00	1.353238773160540462e-03
6.205503867859645695e+00	1.238885648566212701e-02
6.256368653661773749e+00	2.708195039755419056e-03
6.307233439463901803e+00	1.405234520090212214e-03
6.358098225266029857e+00	6.757997796824087577e-03
6.408963011068158799e+00	8.349571900397100704e-03
6.459827796870286853e+00	2.229470518349631770e-03
6.510692582672414908e+00	7.405719575003628322e-04
6.561557368474542962e+00	5.857904027945731382e-03
6.612422154276671016e+00	1.931475734016183804e-02
6.663286940078799958e+00	8.311916959097545229e-04
6.714151725880928012e+00	3.554394413808343277e-03
6.765016511683056066e+00	1.640551330603685128e-03
6.815881297485184120e+00	2.439355043848104223e-03
6.866746083287312175e+00	6.133057066451705168e-03
6.917610869089441117e+00	1.709937967593529520e-03
6.968475654891569171e+00	3.274346466258810234e-03
7.019340440693697225e+00	2.700582884365128854e-03
7.070205226495825279e+00	2.843264258825047627e-03
7.121070012297954221e+00	2.379694260700141069e-03
7.171934798100082276e+00	4.543055523448462471e-04
7.222799583902210330e+00	5.426362215521526519e-03
7.273664369704338384e+00	3.377896462249022178e-04
7.324529155506466438e+00	3.188602055226985761e-03
7.375393941308595380e+00	1.638890637797379198e-03
7.426258727110723434e+00	2.578711626601805189e-03
7.477123512912851488e+00	1.728165859719827486e-03
7.527988298714979543e+00	1.117743472407768971e-03
7.578853084517107597e+00	1.572772212477883654e-03
7.629717870319236539e+00	4.188449026351381138e-02
7.680582656121364593e+00	1.171275046564638697e-03
7.731447441923492647e+00	2.505861436569638365e-03
7.782312227725620701e+00	2.116830256011726676e-03
