# Frequency (Hz)	Transfer Amplitude
0.000000000000000000e+00	9.761252843739459673e-02
2.857060748533175182e-02	4.355264899460829509e-01
5.714121497066350364e-02	1.073971802674299258e+00
8.571182245599526239e-02	5.716622462375785529e-01
1.142824299413270073e-01	7.608974534692074243e-02
1.428530374266587522e-01	3.878106338832899153e-02
1.714236449119905248e-01	3.672977029177987990e-02
1.999942523973222697e-01	4.524739780951220203e-01
2.285648598826540145e-01	7.370812754387549848e-02
2.571354673679857594e-01	2.431505027550533854e-02
2.857060748533175043e-01	8.026899400825295017e-02
3.142766823386492492e-01	4.493921094061027743e-02
3.428472898239810496e-01	6.900310257494456090e-02
3.714178973093127945e-01	4.788134873547458120e-02
3.999885047946445393e-01	6.349507088265998744e-02
4.285591122799762842e-01	1.014922076039732751e-01
4.571297197653080291e-01	5.020339714490747174e-02
4.857003272506397740e-01	4.614870224037934815e-02
5.142709347359715188e-01	1.725716003416146449e-01
5.428415422213033192e-01	4.469591258846690451e-02
5.714121497066350086e-01	6.148892214228651037e-02
5.999827571919668090e-01	2.429066540837581528e-02
6.285533646772984984e-01	6.389512356868358445e-02
6.571239721626302988e-01	5.813605882835653355e-02
6.856945796479620991e-01	3.461177693151901852e-02
7.142651871332937885e-01	2.626993176468041258e-02
7.428357946186255889e-01	6.398688192614522541e-02
7.714064021039572783e-01	3.972902799089841896e-02
7.999770095892890787e-01	7.515811712690978474e-02
8.285476170746207680e-01	8.877171077579228131e-02
8.571182245599525684e-01	5.532045475793705841e-02
8.856888320452842578e-01	5.412536910005476959e-02
9.142594395306160582e-01	3.559354340939699379e-02
9.428300470159478586e-01	6.156570814439705358e-02
9.714006545012795479e-01	4.530671178236253538e-02
9.999712619866113483e-01	3.806934383693194590e-02
1.028541869471943038e+00	7.778767622325634401e-02
1.057112476957274838e+00	3.192561187369575421e-02
1.085683084442606638e+00	4.073652907560944281e-02
1.114253691927938217e+00	7.184171492977937945e-02
1.142824299413270017e+00	5.264182038734675079e-02
1.171394906898601818e+00	6.330310297889014670e-01
1.199965514383933618e+00	4.013928929545470398e-02
1.228536121869265418e+00	1.451525397832577509e-02
1.257106729354596997e+00	2.678821950977445382e-02
1.285677336839928797e+00	4.870338607396209052e-01
1.314247944325260598e+00	5.104470381129080220e-02
1.342818551810592398e+00	1.964814465818295192e-02
1.371389159295924198e+00	7.951854208573957972e-02
1.399959766781255777e+00	2.195258744905255466e-02
1.428530374266587577e+00	2.451951588009067609e-02
1.457100981751919377e+00	6.759503020396318007e-02
1.485671589237251178e+00	5.381238842184715016e-02
1.514242196722582756e+00	3.630997014916737681e-02
1.542812804207914557e+00	3.512906868737097899e-02
1.571383411693246357e+00	2.004348670221342554e-02
1.599954019178578157e+00	4.229433496278481308e-02
1.628524626663909958e+00	1.549412262934690351e-02
1.657095234149241536e+00	1.932452797339869952e-02
1.685665841634573336e+00	3.148324516760823283e-02
1.714236449119905137e+00	2.061822083242105183e-02
1.742807056605236937e+00	1.601352439040657286e-02
1.771377664090568516e+00	1.324650949053227979e-02
1.799948271575900316e+00	1.358487760809680145e-01
1.828518879061232116e+00	2.729974136695290793e-02
1.857089486546563917e+00	2.395986515034632947e-02
1.885660094031895717e+00	2.901002254894896951e-02
1.914230701517227295e+00	1.202409656653803324e-02
1.942801309002559096e+00	1.344497313409184769e-02
1.971371916487890896e+00	1.896030908154643091e-02
1.999942523973222697e+00	1.918267232656451285e-02
2.028513131458554497e+00	1.300090692565918776e-02
2.057083738943886075e+00	1.376446402396067602e-02
2.085654346429218098e+00	7.723196308440958419e-03
2.114224953914549676e+00	1.317458640580198952e-02
2.142795561399881255e+00	8.590043843467823695e-03
2.171366168885213277e+00	8.387845835627513041e-03
2.199936776370544855e+00	2.743739792612477635e-02
2.228507383855876434e+00	3.253670108536663164e-02
2.257077991341208456e+00	9.711016026966344528e-02
2.285648598826540034e+00	1.595556391690799991e-02
2.314219206311872057e+00	1.616716452685140748e-02
2.342789813797203635e+00	1.083119513338443550e-02
2.371360421282535214e+00	2.109945287800115560e-02
2.399931028767867236e+00	8.512444836475228579e-03
2.428501636253198814e+00	1.290653315688561516e-02
2.457072243738530837e+00	8.631737795364281818e-03
2.485642851223862415e+00	1.251151685704474624e-02
2.514213458709193993e+00	3.318983227725458979e-02
2.542784066194526016e+00	2.045036327098524731e-02
2.571354673679857594e+00	5.145504608192261707e-03
2.599925281165189617e+00	1.814808761092697245e-02
2.628495888650521195e+00	3.473909140118067868e-02
2.657066496135852773e+00	1.685414574642004823e-02
2.685637103621184796e+00	1.199080141163490903e-02
2.714207711106516374e+00	1.106154502457741724e-02
2.742778318591848397e+00	4.823193838337298811e-03
2.771348926077179975e+00	2.017321199752863600e-02
2.799919533562511553e+00	1.071554463376747125e-02
2.828490141047843576e+00	2.566601724129859499e-02
2.857060748533175154e+00	9.100296597772361898e-03
2.885631356018506732e+00	5.596146255592578979e-03
2.914201963503838755e+00	1.673680985092593568e-02
2.942772570989170333e+00	2.321245505390419350e-02
2.971343178474502356e+00	6.866795846172430925e-03
2.999913785959833934e+00	3.435065637985557085e-02
3.028484393445165512e+00	1.760217463106211397e-02
3.057055000930497535e+00	9.086081371578147783e-03
3.085625608415829113e+00	7.402676706957431359e-03
3.114196215901161136e+00	1.852421882249408874e-02
3.142766823386492714e+00	8.714529724090751273e-03
3.171337430871824292e+00	1.617377903920344182e-02
3.199908038357156315e+00	9.603306831105716188e-03
3.228478645842487893e+00	3.616306030098150742e-02
3.257049253327819915e+00	2.962342882227865515e-02
3.285619860813151494e+00	1.037709053180839100e-02
3.314190468298483072e+00	6.659339449077824637e-03
3.342761075783815095e+00	1.831627442338214576e-02
3.371331683269146673e+00	1.226725047212062075e-02
3.399902290754478251e+00	1.819849937853626476e-02
3.428472898239810274e+00	3.076525297284183908e-03
3.457043505725141852e+00	3.891265545385187707e-02
3.485614113210473874e+00	1.382577828857853471e-02
3.514184720695805453e+00	1.728649018362405157e-02
3.542755328181137031e+00	3.930639243527318805e-02
3.571325935666469054e+00	2.312006933515686063e-02
3.599896543151800632e+00	2.159536421375668133e-02
3.628467150637132654e+00	5.503243935099545042e-02
3.657037758122464233e+00	1.655052381253615743e-02
3.685608365607795811e+00	3.255171555041665166e-02
3.714178973093127833e+00	2.432325965139586418e-02
3.742749580578459412e+00	1.601328378509157824e-02
3.771320188063791434e+00	9.339361381855257327e-02
3.799890795549123013e+00	1.889342302598020010e-02
3.828461403034454591e+00	2.874164750157842327e-02
3.857032010519786613e+00	1.260965748571241454e-02
3.885602618005118192e+00	8.966500280166987691e-02
3.914173225490450214e+00	2.689317262429234343e-02
3.942743832975781793e+00	2.966506537132523533e-02
3.971314440461113371e+00	3.691497260649485163e-02
