# Frequency (Hz)	Transfer Amplitude
0.000000000000000000e+00	2.796105725433654671e-03
2.666631250470371736e-02	1.175759991574798144e-02
5.333262500940743472e-02	3.113808606702386100e-02
7.999893751411114862e-02	1.454292872513612139e-02
1.066652500188148694e-01	1.997225012511780542e-02
1.333315625235185764e-01	3.309700988130980653e-02
1.599978750282222972e-01	1.960897896579352762e-01
1.866641875329260181e-01	2.955168573175280256e-01
2.133305000376297389e-01	5.348484670845834316e-02
2.399968125423334597e-01	2.807299256357611433e-02
2.666631250470371528e-01	2.920099017204830574e-02
2.933294375517409014e-01	1.496960277295242454e-02
3.199957500564445945e-01	1.268991905197061447e-02
3.466620625611483431e-01	8.135724734322457435e-03
3.733283750658520361e-01	1.291877051265053443e-02
3.999946875705557847e-01	2.130978229661185594e-02
4.266610000752594778e-01	1.978576141173766026e-02
4.533273125799631709e-01	1.498542136179250445e-02
4.799936250846669195e-01	7.139272345421198047e-03
5.066599375893706680e-01	3.026144605127227202e-02
5.333262500940743056e-01	1.691545753862873716e-02
5.599925625987780542e-01	1.620273391327125417e-02
5.866588751034818028e-01	2.042480472828863899e-03
6.133251876081855514e-01	9.089763251928719909e-03
6.399915001128891889e-01	7.749638853856974374e-03
6.666578126175929375e-01	9.620905395905779423e-03
6.933241251222966861e-01	2.105920352276308485e-02
7.199904376270003237e-01	3.277888827519161857e-02
7.466567501317040723e-01	2.376254441644211693e-02
7.733230626364078208e-01	1.170198503693006299e-02
7.999893751411115694e-01	1.078537183027622644e-02
8.266556876458152070e-01	6.523836109864778604e-03
8.533220001505189556e-01	1.032640055737908159e-02
8.799883126552227042e-01	2.972545262801056659e-02
9.066546251599263417e-01	5.596827848267020393e-03
9.333209376646300903e-01	4.299086539793839541e-03
9.599872501693338389e-01	6.726736925245628031e-03
9.866535626740375875e-01	1.021872788512531889e-02
1.013319875178741336e+00	5.735968419516521491e-03
1.039986187683445085e+00	2.439458677743196018e-03
1.066652500188148611e+00	4.515564093499354649e-03
1.093318812692852360e+00	3.589844982290938281e-03
1.119985125197556108e+00	3.903870573496981931e-03
1.146651437702259857e+00	1.699181468319468187e-03
1.173317750206963606e+00	1.558033558864651072e-03
1.199984062711667354e+00	3.983536226539343035e-03
1.226650375216371103e+00	1.364890221239087494e-03
1.253316687721074629e+00	2.090626524572035492e-03
1.279983000225778378e+00	1.785356526530719468e-02
1.306649312730482126e+00	6.078115289710456400e-03
1.333315625235185875e+00	3.382540865577118860e-02
1.359981937739889624e+00	1.981899209794784050e-03
1.386648250244593372e+00	2.928067132264489201e-03
1.413314562749297121e+00	1.499580255123737381e-03
1.439980875254000647e+00	1.308779605330461253e-03
1.466647187758704396e+00	5.233884768013568820e-03
1.493313500263408145e+00	2.329936486607356739e-03
1.519979812768111893e+00	3.691101916184392692e-03
1.546646125272815642e+00	3.516901549626189841e-03
1.573312437777519390e+00	1.788968224076009856e-03
1.599978750282223139e+00	1.164047652772135476e-03
1.626645062786926665e+00	5.734649590802420741e-04
1.653311375291630414e+00	1.913555262888333441e-03
1.679977687796334163e+00	2.867132389012340236e-03
1.706644000301037911e+00	2.238925296608579828e-03
1.733310312805741660e+00	1.432161413244381794e-03
1.759976625310445408e+00	2.347209566851399427e-03
1.786642937815149157e+00	6.098964480033160912e-03
1.813309250319852683e+00	2.186233995198248996e-03
1.839975562824556432e+00	6.873194126151492903e-03
1.866641875329260181e+00	3.925642417235875210e-03
1.893308187833963929e+00	5.339158563884053264e-03
1.919974500338667678e+00	5.039783375843297393e-03
1.946640812843371426e+00	2.104126434509460616e-02
1.973307125348075175e+00	1.746140548398491740e-03
1.999973437852778702e+00	4.878577409256631449e-03
2.026639750357482672e+00	2.157075272100441622e-03
2.053306062862186199e+00	1.054464557562712545e-03
2.079972375366890169e+00	3.804839360716261078e-03
2.106638687871593696e+00	1.996025681530209234e-03
2.133305000376297222e+00	6.985088837591362128e-03
2.159971312881001193e+00	2.692913649307323957e-03
2.186637625385704720e+00	3.389091750584599140e-03
2.213303937890408690e+00	4.770381377654557553e-03
2.239970250395112217e+00	5.602068131030291630e-03
2.266636562899816187e+00	2.915226911725375680e-03
2.293302875404519714e+00	1.821935414058037210e-03
2.319969187909223240e+00	1.381590174683876770e-03
2.346635500413927211e+00	4.571296795685630965e-03
2.373301812918630738e+00	2.144576435478539982e-03
2.399968125423334708e+00	1.879537929561449433e-03
2.426634437928038235e+00	1.630240094651205958e-03
2.453300750432742205e+00	9.721148382826007208e-04
2.479967062937445732e+00	5.537936669819913324e-03
2.506633375442149259e+00	3.379617473017485548e-03
2.533299687946853229e+00	2.666412184087079904e-02
2.559966000451556756e+00	1.943681959667564654e-03
2.586632312956260726e+00	2.590309359839564236e-03
2.613298625460964253e+00	3.149887020571489910e-03
2.639964937965668224e+00	1.816132622346914921e-03
2.666631250470371750e+00	1.170023382935841526e-03
2.693297562975075277e+00	1.790199790539451089e-03
2.719963875479779247e+00	1.893080647866443979e-03
2.746630187984482774e+00	2.807364256674820414e-03
2.773296500489186744e+00	1.327899053370005253e-03
2.799962812993890271e+00	4.797595842558931463e-03
2.826629125498594242e+00	1.495536333902934166e-03
2.853295438003297768e+00	9.694027032914092267e-04
2.879961750508001295e+00	1.407311364195607982e-03
2.906628063012705265e+00	1.362108015483668279e-03
2.933294375517408792e+00	5.085016760334803293e-03
2.959960688022112762e+00	1.438230569547605670e-03
2.986627000526816289e+00	1.551028005946828619e-03
3.013293313031520260e+00	2.191814229117589746e-03
3.039959625536223786e+00	5.265714032401401339e-03
3.066625938040927313e+00	3.767796852274589350e-03
3.093292250545631283e+00	1.429795520802384923e-03
3.119958563050334810e+00	1.262085063987063507e-03
3.146624875555038781e+00	1.641718523268913136e-03
3.173291188059742307e+00	2.419660920804419819e-03
3.199957500564446278e+00	9.653822033853559550e-04
3.226623813069149804e+00	2.117700765886303300e-03
3.253290125573853331e+00	7.104552078994655741e-04
3.279956438078557301e+00	2.673846840120171035e-03
3.306622750583260828e+00	1.040155174191403995e-03
3.333289063087964799e+00	7.683680186991987239e-04
3.359955375592668325e+00	1.042078101283352466e-03
3.386621688097372296e+00	7.771520010740548285e-04
3.413288000602075822e+00	5.053803684898174574e-03
3.439954313106779349e+00	9.802642240567839820e-04
3.466620625611483320e+00	2.779798353046676520e-03
3.493286938116186846e+00	1.290056230621654514e-03
3.519953250620890817e+00	7.597502493769078477e-03
3.546619563125594343e+00	1.171079443889664175e-03
3.573285875630298314e+00	7.891854750397417828e-04
3.599952188135001840e+00	2.092377958413950065e-03
3.626618500639705367e+00	1.489600872123485187e-03
3.653284813144409338e+00	3.216833478504456650e-03
3.679951125649112864e+00	1.186905057169978638e-03
3.706617438153816835e+00	1.613739276225884065e-03
3.733283750658520361e+00	1.889293305629244357e-03
3.759950063163224332e+00	1.052544777506527135e-03
3.786616375667927858e+00	2.707874337244980511e-03
3.813282688172631385e+00	3.358851663390146573e-03
3.839949000677335356e+00	1.124268811459962257e-03
3.866615313182038882e+00	3.133518195547353117e-03
3.893281625686742853e+00	6.093293512354549255e-04
3.919947938191446379e+00	2.052068573751807123e-03
3.946614250696150350e+00	6.116577460614861786e-04
3.973280563200853877e+00	3.734580844173881879e-04
3.999946875705557403e+00	1.561839183895503622e-03
4.026613188210260930e+00	1.344951317101523687e-03
4.053279500714965344e+00	2.584615095823510327e-03
4.079945813219668871e+00	6.277974433794757461e-04
4.106612125724372397e+00	9.276463292702130528e-04
4.133278438229075924e+00	5.581102421565765047e-03
4.159944750733780339e+00	3.573910552658964620e-03
4.186611063238483865e+00	1.685552875148642457e-03
4.213277375743187392e+00	1.651455464099830421e-03
4.239943688247890918e+00	8.013001138436281166e-04
4.266610000752594445e+00	1.773684166096143981e-03
4.293276313257298860e+00	2.538114106452387872e-03
4.319942625762002386e+00	4.326872222863406385e-03
4.346608938266705913e+00	1.368028880394101671e-03
4.373275250771409439e+00	1.520489483361254102e-03
4.399941563276112966e+00	2.938486252966149900e-03
4.426607875780817380e+00	1.276457122699794274e-03
4.453274188285520907e+00	1.140909481622948314e-02
4.479940500790224434e+00	9.080134582904766894e-04
