# Frequency (Hz)	Amplitude
0.000000000000000000e+00	6.146571351763378743e+01
5.128179703035325859e-02	9.958823775498527198e+01
1.025635940607065172e-01	1.561860820597916586e+02
1.538453910910597688e-01	1.823429557306765503e+01
2.051271881214130344e-01	4.357676321641564954e+01
2.564089851517662999e-01	1.840429891411989516e+01
3.076907821821195377e-01	3.214066056045805908e+01
3.589725792124728310e-01	2.651709059612320374e+01
4.102543762428260687e-01	2.652662259017791158e+01
4.615361732731793065e-01	2.726828032822622205e+01
5.128179703035325998e-01	2.824195430796734385e+01
5.640997673338858931e-01	1.986332718941431352e+01
6.153815643642390754e-01	4.753816791234917183e+00
6.666633613945923686e-01	1.764960503543208503e+01
7.179451584249456619e-01	1.948395765822182213e+01
7.692269554552988442e-01	1.842228079741003910e+01
8.205087524856521375e-01	2.223923321487720273e+01
8.717905495160054308e-01	1.573926033276734948e+01
9.230723465463586130e-01	6.761439865289751161e+00
9.743541435767119063e-01	1.084043931253307491e+01
1.025635940607065200e+00	3.772856501511657523e+00
1.076917737637418382e+00	1.127592734211465597e+01
1.128199534667771786e+00	2.134642371586363829e+00
1.179481331698124968e+00	7.194229707138219077e+00
1.230763128728478151e+00	3.753205646038417331e+00
1.282044925758831555e+00	6.223694165386301158e+00
1.333326722789184737e+00	2.513139525774221283e+00
1.384608519819537920e+00	3.808728827931863403e+00
1.435890316849891324e+00	4.508724902382790667e+00
1.487172113880244506e+00	2.252278793265358736e+00
1.538453910910597688e+00	5.782014739285246563e+00
1.589735707940951093e+00	5.950509967940035949e+00
1.641017504971304275e+00	2.435810823577069684e+00
1.692299302001657457e+00	7.614871323321263930e+00
1.743581099032010862e+00	1.368460409221317953e+01
1.794862896062364044e+00	7.957386123869650163e+00
1.846144693092717226e+00	5.267285106479952184e+00
1.897426490123070630e+00	1.556804983769530004e+01
1.948708287153423813e+00	5.980849918626915951e+00
1.999990084183776995e+00	1.395122077586945153e+01
2.051271881214130399e+00	9.163347170725637980e+00
2.102553678244483581e+00	8.562015930638080974e+00
2.153835475274836764e+00	5.388699912126081237e+00
2.205117272305189946e+00	2.748928370231512819e+00
