# Frequency (Hz)	Amplitude
0.000000000000000000e+00	1.421024546684987122e+01
2.857060748533175182e-02	1.340151353423383007e+01
5.714121497066350364e-02	9.903971675270909714e+01
8.571182245599526239e-02	1.442033120368542320e+01
1.142824299413270073e-01	7.802373461090556184e+00
1.428530374266587522e-01	5.030958059513566560e+00
1.714236449119905248e-01	3.310301149588014802e+00
1.999942523973222697e-01	2.500848187064696582e+00
2.285648598826540145e-01	2.023346778433772197e+00
2.571354673679857594e-01	2.075769539304372024e+00
2.857060748533175043e-01	1.695963089143957658e+00
3.142766823386492492e-01	1.639535909704243455e+00
3.428472898239810496e-01	1.311439805460542729e+00
3.714178973093127945e-01	1.450332213309581286e+00
3.999885047946445393e-01	1.159186805716858171e+00
4.285591122799762842e-01	9.240985291017530523e-01
4.571297197653080291e-01	9.271481862880507352e-01
4.857003272506397740e-01	9.005056775262658686e-01
5.142709347359715188e-01	9.017996514457677915e-01
5.428415422213033192e-01	8.153287627515700686e-01
5.714121497066350086e-01	8.064861313870422821e-01
5.999827571919668090e-01	7.453499555523434017e-01
6.285533646772984984e-01	6.728004714811066655e-01
6.571239721626302988e-01	8.699133733039088323e-01
6.856945796479620991e-01	4.709948157470804087e-01
7.142651871332937885e-01	6.258063528212844950e-01
7.428357946186255889e-01	5.988513903706139674e-01
7.714064021039572783e-01	7.694619346928038839e-01
7.999770095892890787e-01	5.340146044323729191e-01
8.285476170746207680e-01	5.166302700318760044e-01
8.571182245599525684e-01	5.214105108101653174e-01
8.856888320452842578e-01	4.883227504531631458e-01
9.142594395306160582e-01	4.552772481645349090e-01
9.428300470159478586e-01	4.980860473510305142e-01
9.714006545012795479e-01	4.391771605017117941e-01
9.999712619866113483e-01	4.540505445728578726e-01
1.028541869471943038e+00	3.994783975629717099e-01
1.057112476957274838e+00	4.199924409422976512e-01
1.085683084442606638e+00	4.067333007021902702e-01
1.114253691927938217e+00	3.868210866495139233e-01
1.142824299413270017e+00	3.773938853348067224e-01
1.171394906898601818e+00	3.748972429105759119e-01
1.199965514383933618e+00	3.782157368818111487e-01
1.228536121869265418e+00	3.698797693072309878e-01
1.257106729354596997e+00	3.644029661942524423e-01
1.285677336839928797e+00	3.555174942074600386e-01
1.314247944325260598e+00	3.370687385810950398e-01
1.342818551810592398e+00	3.497055364351915330e-01
1.371389159295924198e+00	3.158741576904424142e-01
1.399959766781255777e+00	3.179299653703822059e-01
1.428530374266587577e+00	3.044394027694890537e-01
1.457100981751919377e+00	2.993275632578977219e-01
1.485671589237251178e+00	2.905416215936407753e-01
1.514242196722582756e+00	2.854576126864298846e-01
1.542812804207914557e+00	2.801692926494525060e-01
1.571383411693246357e+00	2.767012239429483267e-01
1.599954019178578157e+00	2.777184048848631570e-01
1.628524626663909958e+00	2.718704059931142947e-01
1.657095234149241536e+00	2.672378061108228176e-01
1.685665841634573336e+00	2.689366230846013672e-01
1.714236449119905137e+00	2.602471495173685478e-01
1.742807056605236937e+00	2.569931775016602304e-01
1.771377664090568516e+00	2.447464085051077876e-01
1.799948271575900316e+00	2.501281491358503528e-01
1.828518879061232116e+00	2.365287746906728772e-01
1.857089486546563917e+00	2.393904190004152166e-01
1.885660094031895717e+00	2.344760816724912877e-01
1.914230701517227295e+00	2.344756629375190082e-01
1.942801309002559096e+00	2.287398036297306481e-01
1.971371916487890896e+00	2.250924783722743905e-01
1.999942523973222697e+00	2.181240748649755923e-01
2.028513131458554497e+00	2.169828608740091980e-01
2.057083738943886075e+00	2.105580366751686472e-01
2.085654346429218098e+00	2.121223273661008712e-01
2.114224953914549676e+00	2.111421827710195098e-01
2.142795561399881255e+00	2.123753786214044592e-01
2.171366168885213277e+00	2.029635760401884703e-01
2.199936776370544855e+00	2.093576591426251077e-01
2.228507383855876434e+00	2.006534769166749554e-01
2.257077991341208456e+00	2.023486714683671306e-01
2.285648598826540034e+00	1.957437528384129710e-01
2.314219206311872057e+00	1.870973810634555534e-01
2.342789813797203635e+00	1.897103963184233189e-01
2.371360421282535214e+00	1.885691011058450439e-01
2.399931028767867236e+00	1.836783721542442072e-01
2.428501636253198814e+00	1.809610922202752048e-01
2.457072243738530837e+00	1.784700859463388412e-01
2.485642851223862415e+00	1.796499026322725123e-01
2.514213458709193993e+00	1.779942682283507382e-01
