# X 	Z
2.315546874999999949e-01	2.843081134320126768e+00
2.326367187499999989e-01	2.796700200405546788e+00
2.337187500000000029e-01	2.750305745436743887e+00
2.348007812500000069e-01	2.703920575324786579e+00
2.358828125000000109e-01	2.657567447753836465e+00
2.369648437499999871e-01	2.611269060677921416e+00
2.380468749999999911e-01	2.565048040846908961e+00
2.391289062499999951e-01	2.518926932368108051e+00
2.402109374999999991e-01	2.472928185309911431e+00
2.412929687500000031e-01	2.427074144353911223e+00
2.423750000000000071e-01	2.381387037501919490e+00
2.434570312500000111e-01	2.335888964844349491e+00
2.445390624999999873e-01	2.290601887396436442e+00
2.456210937499999913e-01	2.245547616008818803e+00
2.467031249999999953e-01	2.200747800359013961e+00
2.477851562499999993e-01	2.156223918030351516e+00
2.488671875000000033e-01	2.111997263684912696e+00
2.499492187500000073e-01	2.068088938337020899e+00
2.510312499999999836e-01	2.024519838733807475e+00
2.521132812499999876e-01	1.981310646849369972e+00
2.531953124999999916e-01	1.938481819498997449e+00
2.542773437499999956e-01	1.896053578079882618e+00
2.553593749999999996e-01	1.854045898444674823e+00
2.564414062500000036e-01	1.812478500914155966e+00
2.575234375000000075e-01	1.771370840435243954e+00
2.586054687500000115e-01	1.730742096890445003e+00
2.596875000000000155e-01	1.690611165564760432e+00
2.607695312500000195e-01	1.650996647775935244e+00
2.618515625000000235e-01	1.611916841673810996e+00
2.629335937500000275e-01	1.573389733214443309e+00
2.640156249999999760e-01	1.535432987314532705e+00
2.650976562499999800e-01	1.498063939191624172e+00
2.661796874999999840e-01	1.461299585895454500e+00
2.672617187499999880e-01	1.425156578035728483e+00
2.683437499999999920e-01	1.389651211711528944e+00
2.694257812499999960e-01	1.354799420647441854e+00
2.705078125000000000e-01	1.320616768541319930e+00
2.715898437500000040e-01	1.287118441628413823e+00
2.726718750000000080e-01	1.254319241466408830e+00
2.737539062500000120e-01	1.222233577945705196e+00
2.748359375000000160e-01	1.190875462529097817e+00
2.759179687500000200e-01	1.160258501724841240e+00
2.770000000000000240e-01	1.130395890796913161e+00
2.780820312499999725e-01	1.101300407716141461e+00
2.791640624999999765e-01	1.072984407355709324e+00
2.802460937499999805e-01	1.045459815934416836e+00
2.813281249999999845e-01	1.018738125710928699e+00
2.824101562499999885e-01	9.928303899320999326e-01
2.834921874999999925e-01	9.677472180383336342e-01
2.845742187499999964e-01	9.434987711287838863e-01
2.856562500000000004e-01	9.200947576890827762e-01
2.867382812500000044e-01	8.975444295841061848e-01
2.878203125000000084e-01	8.758565783181314623e-01
2.889023437500000124e-01	8.550395315645610284e-01
2.899843750000000164e-01	8.351011499672101879e-01
2.910664062500000204e-01	8.160488242149614990e-01
2.921484375000000244e-01	7.978894723913674270e-01
2.932304687499999729e-01	7.806295376005307762e-01
2.943124999999999769e-01	7.642749858703271615e-01
2.953945312499999809e-01	7.488313043337657682e-01
2.964765624999999849e-01	7.343034996890170918e-01
2.975585937499999889e-01	7.206960969383771065e-01
2.986406249999999929e-01	7.080131384061798538e-01
2.997226562499999969e-01	6.962581830354167556e-01
3.008046875000000009e-01	6.854343059625749301e-01
3.018867187500000049e-01	6.755440983699650959e-01
3.029687500000000089e-01	6.665896676145718347e-01
3.040507812500000129e-01	6.585726376322287301e-01
3.051328125000000169e-01	6.514941496156889666e-01
3.062148437500000209e-01	6.453548629649440427e-01
3.072968750000000249e-01	6.401549565079227566e-01
3.083789062499999734e-01	6.358941299894903532e-01
3.094609374999999774e-01	6.325716058264612141e-01
3.105429687499999813e-01	6.301861311261321985e-01
3.116249999999999853e-01	6.287359799656457859e-01
3.127070312499999893e-01	6.282189559292913339e-01
3.137890624999999933e-01	6.286323949006583645e-01
3.148710937499999973e-01	6.299731681063622801e-01
3.159531250000000013e-01	6.322376854078683994e-01
3.170351562500000053e-01	6.354218988377484667e-01
3.181171875000000093e-01	6.395213063765150530e-01
3.191992187500000133e-01	6.445309559659910814e-01
3.202812500000000173e-01	6.504454497549833070e-01
3.213632812500000213e-01	6.572589485728418390e-01
3.224453125000000253e-01	6.649651766262993924e-01
3.235273437499999738e-01	6.735574264147990986e-01
3.246093749999999778e-01	6.830285638593325270e-01
3.256914062499999818e-01	6.933710336396179397e-01
3.267734374999999858e-01	7.045768647342632862e-01
3.278554687499999898e-01	7.166376761583673760e-01
3.289374999999999938e-01	7.295446828928416894e-01
3.300195312499999978e-01	7.432887019995911837e-01
3.311015625000000018e-01	7.578601589165997465e-01
3.321835937500000058e-01	7.732490939269177632e-01
3.332656250000000098e-01	7.894451687955215125e-01
3.343476562500000138e-01	8.064376735680025554e-01
3.354296875000000178e-01	8.242155335250300752e-01
3.365117187500000218e-01	8.427673162865164658e-01
3.375937500000000258e-01	8.620812390594093655e-01
3.386757812499999742e-01	8.821451760230167860e-01
3.397578124999999782e-01	9.029466658457616646e-01
3.408398437499999822e-01	9.244729193272488432e-01
3.419218749999999862e-01	9.467108271595142677e-01
3.430039062499999902e-01	9.696469678013200921e-01
3.440859374999999942e-01	9.932676154593460538e-01
3.451679687499999982e-01	1.017558748170116711e+00
3.462500000000000022e-01	1.042506055976502477e+00
3.473320312500000062e-01	1.068094949192624821e+00
3.484140625000000102e-01	1.094310566751008240e+00
3.494960937500000142e-01	1.121137784625832801e+00
3.505781250000000182e-01	1.148561224326153152e+00
3.516601562500000222e-01	1.176565261452949596e+00
3.527421875000000262e-01	1.205134034313882552e+00
3.538242187499999747e-01	1.234251452589612219e+00
3.549062499999999787e-01	1.263901206045533021e+00
3.559882812499999827e-01	1.294066773282760874e+00
3.570703124999999867e-01	1.324731430522189557e+00
3.581523437499999907e-01	1.355878260415417591e+00
3.592343749999999947e-01	1.387490160876345024e+00
3.603164062499999987e-01	1.419549853927229988e+00
3.613984375000000027e-01	1.452039894552988875e+00
3.624804687500000067e-01	1.484942679557530010e+00
3.635625000000000107e-01	1.518240456415927309e+00
3.646445312500000147e-01	1.551915332116281299e+00
3.657265625000000187e-01	1.585949281985171710e+00
3.668085937500000226e-01	1.620324158490669797e+00
3.678906250000000266e-01	1.655021700016961361e+00
3.689726562499999751e-01	1.690023539604719183e+00
3.700546874999999791e-01	1.725311213651497644e+00
3.711367187499999831e-01	1.760866170566582012e+00
3.722187499999999871e-01	1.796669779374889586e+00
3.733007812499999911e-01	1.832703338264684012e+00
3.743828124999999951e-01	1.868948083074053246e+00
3.754648437499999991e-01	1.905385195711281732e+00
3.765468750000000031e-01	1.941995812504439867e+00
3.776289062500000071e-01	1.978761032475722770e+00
3.787109375000000111e-01	2.015661925536257115e+00
3.797929687500000151e-01	2.052679540597312169e+00
3.808750000000000191e-01	2.089794913594067882e+00
3.819570312500000231e-01	2.126989075418323605e+00
3.830390625000000271e-01	2.164243059756775001e+00
3.841210937499999756e-01	2.201537910831720346e+00
3.852031249999999796e-01	2.238854691041280986e+00
3.862851562499999836e-01	2.276174488496447879e+00
3.873671874999999876e-01	2.313478424452470872e+00
3.884492187499999916e-01	2.350747660632312552e+00
3.895312499999999956e-01	2.387963406440087422e+00
3.906132812499999996e-01	2.425106926062614132e+00
3.916953125000000036e-01	2.462159545457418997e+00
3.927773437500000075e-01	2.499102659225775458e+00
3.938593750000000115e-01	2.535917737369596470e+00
3.949414062500000155e-01	2.572586331931248527e+00
3.960234375000000195e-01	2.609090083515583913e+00
3.971054687500000235e-01	2.645410727693712438e+00
3.981875000000000275e-01	2.681530101288254642e+00
3.992695312499999760e-01	2.717430148540004975e+00
4.003515624999999800e-01	2.753092927156149727e+00
4.014335937499999840e-01	2.788500614240354558e+00
4.025156249999999880e-01	2.823635512105221235e+00
4.035976562499999920e-01	2.858480053967773493e+00
4.046796874999999960e-01	2.893016809528788258e+00
4.057617187500000000e-01	2.927228490436945663e+00
4.068437500000000040e-01	2.961097955638892998e+00
4.079257812500000080e-01	2.994608216616457153e+00
4.090078125000000120e-01	3.027742442512360022e+00
4.100898437500000160e-01	3.060483965145899266e+00
4.111718750000000200e-01	3.092816283920162501e+00
4.122539062500000240e-01	3.124723070622430932e+00
4.133359374999999725e-01	3.156188174119523460e+00
4.144179687499999765e-01	3.187195624949895389e+00
4.154999999999999805e-01	3.217729639814386200e+00
4.165820312499999845e-01	3.247774625967556617e+00
4.176640624999999885e-01	3.277315185511609830e+00
4.187460937499999925e-01	3.306336119594932121e+00
4.198281249999999964e-01	3.334822432517328572e+00
4.209101562500000004e-01	3.362759335744049505e+00
4.219921875000000044e-01	3.390132251830718868e+00
4.230742187500000084e-01	3.416926818261295740e+00
4.241562500000000124e-01	3.443128891201210351e+00
4.252382812500000164e-01	3.468724549167794269e+00
4.263203125000000204e-01	3.493700096620127038e+00
4.274023437500000244e-01	3.518042067470408707e+00
4.284843749999999729e-01	3.541737228518939240e+00
4.295664062499999769e-01	3.564772582814737412e+00
4.306484374999999809e-01	3.587135372943828671e+00
4.317304687499999849e-01	3.608813084247160408e+00
4.328124999999999889e-01	3.629793447970057763e+00
4.338945312499999929e-01	3.650064444345076708e+00
4.349765624999999969e-01	3.669614305610048532e+00
4.360585937500000009e-01	3.688431518963031230e+00
4.371406250000000049e-01	3.706504829455820271e+00
4.382226562500000089e-01	3.723823242827570823e+00
4.393046875000000129e-01	3.740376028280009812e+00
4.403867187500000169e-01	3.756152721195602950e+00
4.414687500000000209e-01	3.771143125799970797e+00
4.425507812500000249e-01	3.785337317769723153e+00
4.436328124999999734e-01	3.798725646786777599e+00
4.447148437499999774e-01	3.811298739040125838e+00
4.457968749999999813e-01	3.823047499675896965e+00
4.468789062499999853e-01	3.833963115196445059e+00
4.479609374999999893e-01	3.844037055809081505e+00
4.490429687499999933e-01	3.853261077724936090e+00
4.501249999999999973e-01	3.861627225408319486e+00
4.512070312500000013e-01	3.869127833776823788e+00
4.522890625000000053e-01	3.875755530352275269e+00
4.533710937500000093e-01	3.881503237362534442e+00
4.544531250000000133e-01	3.886364173794018217e+00
4.555351562500000173e-01	3.890331857394667026e+00
4.566171875000000213e-01	3.893400106626989654e+00
4.576992187500000253e-01	3.895563042570684420e+00
4.587812499999999738e-01	3.896815090774221169e+00
4.598632812499999778e-01	3.897150983054665119e+00
4.609453124999999818e-01	3.896565759244919214e+00
4.620273437499999858e-01	3.895054768887475483e+00
4.631093749999999898e-01	3.892613672873656672e+00
4.641914062499999938e-01	3.889238445027282332e+00
4.652734374999999978e-01	3.884925373631621159e+00
4.663554687500000018e-01	3.879671062898442102e+00
4.674375000000000058e-01	3.873472434377933205e+00
4.685195312500000098e-01	3.866326728308216332e+00
4.696015625000000138e-01	3.858231504903137932e+00
4.706835937500000178e-01	3.849184645576988029e+00
4.717656250000000218e-01	3.839184354104743235e+00
4.728476562500000258e-01	3.828229157716429132e+00
4.739296874999999742e-01	3.816317908124133851e+00
4.750117187499999782e-01	3.803449782480200270e+00
4.760937499999999822e-01	3.789624284265089571e+00
4.771757812499999862e-01	3.774841244103404048e+00
4.782578124999999902e-01	3.759100820506521945e+00
4.793398437499999942e-01	3.742403500540300687e+00
4.804218749999999982e-01	3.724750100416317267e+00
4.815039062500000022e-01	3.706141766005090155e+00
4.825859375000000062e-01	3.686579973269751953e+00
4.836679687500000102e-01	3.666066528618652676e+00
4.847500000000000142e-01	3.644603569175409064e+00
4.858320312500000182e-01	3.622193562964918012e+00
4.869140625000000222e-01	3.598839309013913468e+00
4.879960937500000262e-01	3.574543937364670576e+00
4.890781249999999747e-01	3.549310909000507053e+00
4.901601562499999787e-01	3.523144015681785923e+00
4.912421874999999827e-01	3.496047379691139767e+00
4.923242187499999867e-01	3.468025453486660581e+00
4.934062499999999907e-01	3.439083019261811369e+00
4.944882812499999947e-01	3.409225188410823559e+00
4.955703124999999987e-01	3.378457400898342122e+00
4.966523437500000027e-01	3.346785424532107367e+00
4.977343750000000067e-01	3.314215354137442393e+00
4.988164062500000107e-01	3.280753610632333839e+00
4.998984375000000147e-01	3.246406940001890007e+00
5.009804687500000187e-01	3.211182412170954237e+00
5.020624999999999671e-01	3.175087419773662489e+00
5.031445312500000266e-01	3.138129676818703029e+00
5.042265624999999751e-01	3.100317217249026758e+00
5.053085937500000346e-01	3.061658393394722566e+00
5.063906249999999831e-01	3.022161874317750296e+00
5.074726562500000426e-01	2.981836644047242135e+00
5.085546874999999911e-01	2.940691999704065474e+00
5.096367187500000506e-01	2.898737549513359824e+00
5.107187499999999991e-01	2.855983210703794573e+00
5.118007812499999476e-01	2.812439207292314336e+00
5.128828125000000071e-01	2.768116067753176868e+00
5.139648437499999556e-01	2.723024622570095143e+00
5.150468750000000151e-01	2.677176001670309446e+00
5.161289062499999636e-01	2.630581631739434822e+00
5.172109375000000231e-01	2.583253233415931494e+00
5.182929687499999716e-01	2.535202818364083122e+00
5.193750000000000311e-01	2.486442686224394016e+00
5.204570312499999796e-01	2.436985421440366117e+00
5.215390625000000391e-01	2.386843889960656107e+00
5.226210937499999876e-01	2.336031235815685836e+00
5.237031250000000471e-01	2.284560877567852089e+00
5.247851562499999956e-01	2.232446504634578055e+00
5.258671875000000551e-01	2.179702073483551050e+00
5.269492187500000036e-01	2.126341803699610455e+00
5.280312499999999520e-01	2.072380173922877322e+00
5.291132812500000115e-01	2.017831917657863627e+00
5.301953124999999600e-01	1.962712018953455262e+00
5.312773437500000195e-01	1.907035707953818049e+00
5.323593749999999680e-01	1.850818456320442396e+00
5.334414062500000275e-01	1.794075972525728924e+00
5.345234374999999760e-01	1.736824197018681515e+00
5.356054687500000355e-01	1.679079297263418757e+00
5.366874999999999840e-01	1.620857662651334463e+00
5.377695312500000435e-01	1.562175899287828074e+00
5.388515624999999920e-01	1.503050824654618589e+00
5.399335937500000515e-01	1.443499462148763346e+00
5.410156250000000000e-01	1.383539035499609104e+00
5.420976562499999485e-01	1.323186963065007271e+00
5.431796875000000080e-01	1.262460852008257639e+00
5.442617187499999565e-01	1.201378492357359828e+00
5.453437500000000160e-01	1.139957850948291274e+00
5.464257812499999645e-01	1.078217065254150731e+00
5.475078125000000240e-01	1.016174437102103090e+00
5.485898437499999725e-01	9.538484262801663061e-01
5.496718750000000320e-01	8.912576440359627483e-01
5.507539062499999805e-01	8.284208464696587448e-01
5.518359375000000400e-01	7.653569278234113593e-01
5.529179687499999885e-01	7.020849136697334680e-01
5.540000000000000480e-01	6.386239540012708105e-01
5.550820312499999964e-01	5.749933162245761675e-01
5.561640624999999449e-01	5.112123780605596357e-01
5.572460937500000044e-01	4.473006203543691273e-01
5.583281249999999529e-01	3.832776197975112376e-01
5.594101562500000124e-01	3.191630415650490438e-01
5.604921874999999609e-01	2.549766318707375468e-01
5.615742187500000204e-01	1.907382104429813097e-01
5.626562499999999689e-01	1.264676629245224115e-01
5.637382812500000284e-01	6.218493319877908126e-02
5.648203124999999769e-01	-2.089984354238773323e-03
5.659023437500000364e-01	-6.633705266950468138e-02
5.669843749999999849e-01	-1.305361998730875384e-01
5.680664062500000444e-01	-1.946673272198083671e-01
5.691484374999999929e-01	-2.587103170893940152e-01
5.702304687500000524e-01	-3.226450410380066192e-01
5.713125000000000009e-01	-3.864513679019386250e-01
5.723945312499999494e-01	-4.501091719501638666e-01
5.734765625000000089e-01	-5.135983410823411477e-01
5.745585937499999574e-01	-5.768987850687962160e-01
5.756406250000000169e-01	-6.399904438289648612e-01
5.767226562499999654e-01	-7.028532957447451990e-01
5.778046875000000249e-01	-7.654673660051739548e-01
5.788867187499999734e-01	-8.278127349788098055e-01
5.799687500000000329e-01	-8.898695466101826934e-01
5.810507812499999813e-01	-9.516180168366620284e-01
5.821328125000000409e-01	-1.013038442022089924e+00
5.832148437499999893e-01	-1.074111207403516843e+00
5.842968750000000488e-01	-1.134816795547353152e+00
5.853789062499999973e-01	-1.195135794811224894e+00
5.864609374999999458e-01	-1.255048907807789993e+00
5.875429687500000053e-01	-1.314536959866726695e+00
5.886249999999999538e-01	-1.373580907491061209e+00
5.897070312500000133e-01	-1.432161846803944982e+00
5.907890624999999618e-01	-1.490261021981956757e+00
5.918710937500000213e-01	-1.547859833670981455e+00
5.929531249999999698e-01	-1.604939847380711049e+00
5.940351562500000293e-01	-1.661482801853803926e+00
5.951171874999999778e-01	-1.717470617405723488e+00
5.961992187500000373e-01	-1.772885404231243633e+00
5.972812499999999858e-01	-1.827709470673577252e+00
5.983632812500000453e-01	-1.881925331452038996e+00
5.994453124999999938e-01	-1.935515715844102536e+00
6.005273437500000533e-01	-1.988463575817656315e+00
6.016093750000000018e-01	-2.040752094109224757e+00
6.026914062499999503e-01	-2.092364692243920299e+00
6.037734375000000098e-01	-2.143285038492902306e+00
6.048554687499999583e-01	-2.193497055764152659e+00
6.059375000000000178e-01	-2.242984929422389584e+00
6.070195312499999662e-01	-2.291733115033961266e+00
6.081015625000000258e-01	-2.339726346032542370e+00
6.091835937499999742e-01	-2.386949641301455038e+00
6.102656250000000338e-01	-2.433388312668408826e+00
6.113476562499999822e-01	-2.479027972308402106e+00
6.124296875000000417e-01	-2.523854540050484818e+00
6.135117187499999902e-01	-2.567854250584018949e+00
6.145937500000000497e-01	-2.611013660560005611e+00
6.156757812499999982e-01	-2.653319655582963676e+00
6.167578124999999467e-01	-2.694759457088752974e+00
6.178398437500000062e-01	-2.735320629103634271e+00
6.189218749999999547e-01	-2.774991084879737002e+00
6.200039062500000142e-01	-2.813759093401974276e+00
6.210859374999999627e-01	-2.851613285761313676e+00
6.221679687500000222e-01	-2.888542661389160049e+00
6.232499999999999707e-01	-2.924536594147516766e+00
6.243320312500000302e-01	-2.959584838269524454e+00
