# Frequency (Hz)	Transfer Amplitude
4.679937844575501771e+00	1.642483224099658135e-01
4.719937313332557061e+00	2.532172643961017600e-01
4.759936782089612350e+00	5.263681860285151365e-02
4.799936250846668528e+00	1.672016814038716770e-01
4.839935719603723818e+00	1.095003192810493076e-01
4.879935188360779108e+00	5.805011343576435556e-02
4.919934657117834398e+00	2.073555069805304851e-01
4.959934125874890576e+00	4.211959576802579153e-02
4.999933594631945866e+00	8.514368228161210694e-02
5.039933063389001155e+00	2.063327456011673777e-01
5.079932532146057333e+00	1.924362464539987327e-01
5.119932000903112623e+00	6.029133548082704630e-02
5.159931469660167913e+00	1.440388958261819674e+00
5.199930938417224091e+00	4.964686492912273597e-02
5.239930407174279381e+00	1.285596498085533612e-01
5.279929875931334671e+00	1.893772906492122432e-01
5.319929344688390849e+00	1.808109314639560483e-01
5.359928813445446139e+00	6.281388775076013342e-02
5.399928282202501428e+00	2.111280735527414354e-01
5.439927750959556718e+00	6.248777902230191056e-02
5.479927219716612896e+00	5.889058441962872342e-02
5.519926688473668186e+00	1.044768528564731652e-01
5.559926157230723476e+00	4.908566359888669878e-02
5.599925625987779654e+00	4.781511618861192248e-01
5.639925094744834944e+00	4.826163614508728605e-02
5.679924563501890233e+00	7.180967327900872332e-02
5.719924032258946411e+00	4.433418492197539057e-02
5.759923501016001701e+00	2.146422647069443912e-01
5.799922969773056991e+00	4.129334574991389006e-02
5.839922438530113169e+00	8.324806321487451810e-02
5.879921907287168459e+00	2.209377885982051481e-01
5.919921376044223749e+00	5.104887115704010575e-02
5.959920844801279927e+00	6.888844882932518288e-02
5.999920313558335216e+00	4.340534797547378892e-02
6.039919782315390506e+00	5.385589076578593815e-02
6.079919251072446684e+00	1.034046876792139025e-01
6.119918719829501974e+00	4.662400234562361079e-02
6.159918188586557264e+00	3.252946516598288068e-02
6.199917657343612554e+00	7.744009075794271169e-02
6.239917126100668732e+00	6.004371974651778049e-02
6.279916594857724021e+00	2.800359787774176490e-01
6.319916063614779311e+00	5.789266609981403439e-02
6.359915532371835489e+00	1.108259787207755698e-01
6.399915001128890779e+00	4.019694747590683154e-02
6.439914469885946069e+00	4.626829848858175775e-02
6.479913938643002247e+00	6.468272247349866888e-02
6.519913407400057537e+00	8.492085256797010651e-02
6.559912876157112827e+00	1.356439120609818749e+00
6.599912344914169005e+00	3.850421727406797695e-02
6.639911813671224294e+00	1.204666695067470039e-01
6.679911282428279584e+00	3.432892565635126125e-02
6.719910751185334874e+00	2.588144838770967127e-01
6.759910219942391052e+00	4.853927629404842375e-02
6.799909688699446342e+00	1.669176051714256204e-01
6.839909157456501632e+00	9.176961579384627921e-02
6.879908626213557810e+00	9.819418505200937231e-02
6.919908094970613099e+00	7.154444533831928743e-02
6.959907563727668389e+00	1.337300697572383346e-01
6.999907032484724567e+00	8.294140102854289376e-01
7.039906501241779857e+00	8.963640552196175393e-02
7.079905969998835147e+00	5.499481496888040111e-01
7.119905438755891325e+00	2.819464708551747481e-02
7.159904907512946615e+00	1.456408173647612547e-01
7.199904376270001904e+00	8.371710690329835225e-02
7.239903845027058082e+00	9.194519496222498811e-02
7.279903313784113372e+00	1.289009993143462596e-01
7.319902782541168662e+00	3.804348225513320969e-01
7.359902251298224840e+00	4.398516605159220882e-02
7.399901720055280130e+00	7.443365540235712119e-02
7.439901188812335420e+00	5.175286423811420455e-02
7.479900657569390710e+00	1.209598927637972610e-01
7.519900126326446888e+00	8.472315338964711562e-02
7.559899595083502177e+00	5.789382731840446439e-02
7.599899063840557467e+00	7.123024707429816138e-02
7.639898532597613645e+00	1.052983814575429444e-01
7.679898001354668935e+00	1.258622532307727415e-01
7.719897470111724225e+00	1.134928503267854938e-01
7.759896938868780403e+00	1.091251505203342659e-01
7.799896407625835693e+00	5.339882115765066245e-02
7.839895876382890982e+00	4.401450320553732670e-02
7.879895345139947160e+00	6.517358311840858176e-02
7.919894813897002450e+00	4.904674815290695905e-02
7.959894282654057740e+00	7.940481858238009061e-02
7.999893751411113030e+00	8.654289385850366667e-02
8.039893220168169208e+00	4.740924358152397156e-02
8.079892688925225386e+00	6.595924415415803377e-02
8.119892157682279787e+00	8.000227760970582414e-02
8.159891626439335965e+00	6.094346309362968367e-02
8.199891095196392143e+00	5.365875917572705822e-02
8.239890563953446545e+00	1.137502911608092304e-01
8.279890032710502723e+00	6.721673081002474404e-02
8.319889501467557125e+00	6.840631603126454130e-02
8.359888970224613303e+00	1.778356949422576772e-01
8.399888438981669481e+00	5.298314460555866162e-02
8.439887907738723882e+00	1.110785712494172656e-01
8.479887376495780060e+00	5.485604659774420133e-01
8.519886845252836238e+00	5.200498154262527678e-02
8.559886314009890640e+00	6.410551737839981223e-02
8.599885782766946818e+00	1.368559135777035196e-01
8.639885251524002996e+00	5.180962165263554992e-02
8.679884720281057398e+00	3.796213138507627954e-02
8.719884189038113576e+00	1.179315736633990697e-01
8.759883657795169754e+00	1.201847705549643902e-01
8.799883126552224155e+00	1.388828295439027694e-01
8.839882595309280333e+00	8.190528699695094617e-02
8.879882064066336511e+00	4.649851490483971478e-02
8.919881532823390913e+00	1.670810834765794062e-01
8.959881001580447091e+00	6.890605370956930098e-02
8.999880470337503269e+00	5.492895714541276564e-02
9.039879939094557670e+00	6.544902035095280513e-02
9.079879407851613848e+00	1.627477850919677449e-01
9.119878876608670026e+00	4.056987479379169093e-02
9.159878345365724428e+00	7.263488200202933287e-02
9.199877814122780606e+00	1.215438134818201954e-01
9.239877282879836784e+00	4.323608032722626310e-02
9.279876751636891186e+00	7.974250697503071361e-02
9.319876220393947364e+00	1.268005132500461540e-01
9.359875689151003542e+00	4.729461408540399509e-02
9.399875157908057943e+00	1.136660606171622373e-01
9.439874626665114121e+00	1.866351082338770506e-01
9.479874095422170299e+00	7.066712900042783352e-02
9.519873564179224701e+00	6.695666467525503152e-02
9.559873032936280879e+00	5.484986524707959055e-02
9.599872501693337057e+00	4.785761246345231201e-02
9.639871970450391458e+00	3.127655726407841397e-01
9.679871439207447636e+00	8.027354516488545422e-02
9.719870907964502038e+00	7.609136870113275553e-02
9.759870376721558216e+00	7.961491278134021077e-02
9.799869845478614394e+00	3.371756154694927066e-02
9.839869314235668796e+00	3.900603500245755639e-02
9.879868782992724974e+00	2.111749048277609953e-01
9.919868251749781152e+00	3.563622070589780172e-02
9.959867720506835553e+00	6.052450634906189619e-02
9.999867189263891731e+00	1.032493008464071410e-01
1.003986665802094791e+01	4.046039960282829528e-02
1.007986612677800231e+01	5.617972991586365344e-02
1.011986559553505849e+01	8.893246792735018391e-02
1.015986506429211467e+01	4.632112482731933628e-02
1.019986453304916907e+01	1.503814799830812954e-01
1.023986400180622525e+01	1.085316445252665907e-01
1.027986347056328142e+01	4.502657736177054920e-02
1.031986293932033583e+01	7.161955485434470803e-02
1.035986240807739200e+01	2.461608908567502196e-01
1.039986187683444818e+01	9.826911227174837948e-02
1.043986134559150258e+01	7.011442548663214536e-02
1.047986081434855876e+01	1.435632546850962032e-01
1.051986028310561494e+01	7.100255347360157065e-02
1.055985975186266934e+01	5.612745366398302904e-02
1.059985922061972552e+01	5.810853487739863210e-01
1.063985868937678170e+01	1.415317882309030106e-01
1.067985815813383610e+01	7.824625220719222396e-02
1.071985762689089228e+01	6.565049601902447907e-02
1.075985709564794846e+01	8.781325688229417448e-02
1.079985656440500286e+01	1.369740119847787929e-01
1.083985603316205903e+01	2.206644709985615960e-01
1.087985550191911344e+01	9.397943672433696494e-02
1.091985497067616961e+01	6.638362225369207059e-02
1.095985443943322579e+01	8.964679199721491132e-02
1.099985390819028019e+01	8.830531221430236444e-02
1.103985337694733637e+01	1.826994585276175143e-01
1.107985284570439255e+01	5.622959507141040564e-02
1.111985231446144695e+01	1.084762778651515019e-01
1.115985178321850313e+01	1.848625726235090805e-01
1.119985125197555931e+01	1.080938386316096650e-01
1.123985072073261371e+01	4.498330365141703369e-02
1.127985018948966989e+01	1.133604578162256127e-01
1.131984965824672607e+01	1.615624004071335718e-01
1.135984912700378047e+01	7.159013999509905579e-02
1.139984859576083664e+01	9.272028247066196882e-02
1.143984806451789282e+01	1.226668559419812204e-01
1.147984753327494722e+01	4.792350319241778234e-02
1.151984700203200340e+01	1.059944609581634362e-01
1.155984647078905958e+01	1.913093324303561105e-01
1.159984593954611398e+01	5.022823462442371767e-02
1.163984540830317016e+01	1.054141194095766093e-01
1.167984487706022634e+01	8.906688630105949467e-02
1.171984434581728074e+01	6.222082162144763895e-02
1.175984381457433692e+01	2.255598361883510983e-01
1.179984328333139310e+01	1.174597831220905997e-01
1.183984275208844750e+01	4.601429455342733593e-02
1.187984222084550368e+01	8.956219251227025280e-02
1.191984168960255985e+01	9.070205252735194512e-02
1.195984115835961425e+01	1.029522800950206651e-01
1.199984062711667043e+01	8.387413542236279995e-02
1.203984009587372661e+01	4.146532942304326230e-02
1.207983956463078101e+01	1.092127527222607475e-01
1.211983903338783719e+01	2.704739490569127991e-01
1.215983850214489337e+01	6.030882114890131346e-02
1.219983797090194777e+01	7.521335146486884948e-02
1.223983743965900395e+01	1.357683296927336969e-01
1.227983690841605835e+01	5.956114756799592985e-02
1.231983637717311453e+01	1.013234123400873349e-01
1.235983584593017071e+01	7.320956672453968195e-02
1.239983531468722511e+01	1.022765826970654934e-01
1.243983478344428129e+01	6.544021878022995842e-02
1.247983425220133746e+01	1.592256337594076809e-01
1.251983372095839186e+01	4.176172322934780523e-02
1.255983318971544804e+01	7.582094773305067537e-02
1.259983265847250422e+01	1.482754126030951247e-01
1.263983212722955862e+01	5.485648303379324353e-02
1.267983159598661480e+01	5.580440419228353127e-02
1.271983106474367098e+01	7.228752047418798843e-02
1.275983053350072538e+01	7.315790893198230449e-02
1.279983000225778156e+01	7.900275533619917356e-02
1.283982947101483774e+01	1.882927595881856986e-01
1.287982893977189214e+01	1.204860041846758795e-01
1.291982840852894832e+01	6.790697364361084065e-02
1.295982787728600449e+01	1.761296676271432993e-01
1.299982734604305890e+01	1.060618318564937879e-01
1.303982681480011507e+01	4.523725380626712755e-02
1.307982628355717125e+01	1.195461361509279341e-01
1.311982575231422565e+01	1.691537515057078833e-01
1.315982522107128183e+01	1.390117705083897537e-01
1.319982468982833801e+01	5.822313911204110570e-02
1.323982415858539241e+01	5.237512458337742483e-02
1.327982362734244859e+01	2.137616350595490933e-01
1.331982309609950477e+01	6.880428522172878092e-02
1.335982256485655917e+01	9.816633203992201906e-02
1.339982203361361535e+01	1.542015472563612322e-01
1.343982150237066975e+01	9.570642660881359398e-02
1.347982097112772593e+01	7.298232708331718610e-02
1.351982043988478210e+01	1.421952446177986717e-01
1.355981990864183651e+01	1.614025446744355996e-01
1.359981937739889268e+01	8.729067300414297681e-02
1.363981884615594886e+01	1.002567707776886724e-01
1.367981831491300326e+01	3.682363945702531449e-01
1.371981778367005944e+01	5.266076199546634862e-02
1.375981725242711562e+01	1.026193798055082540e-01
1.379981672118417002e+01	1.316843416127250477e-01
1.383981618994122620e+01	4.231207482190937202e-02
1.387981565869828238e+01	6.584953976109894636e-02
1.391981512745533678e+01	4.761420879754695301e-01
1.395981459621239296e+01	5.607034301003056831e-02
1.399981406496944913e+01	7.575198613168104833e-02
1.403981353372650354e+01	9.168009707100306660e-02
1.407981300248355971e+01	1.070638135077933983e-01
1.411981247124061589e+01	8.022708882942540531e-02
1.415981193999767029e+01	1.098088179592170144e-01
1.419981140875472647e+01	8.260824004015218658e-02
1.423981087751178265e+01	6.543450159104891029e-02
1.427981034626883705e+01	1.142746865122490074e-01
1.431980981502589323e+01	5.377985359538629134e-02
1.435980928378294941e+01	1.024879193058660792e-01
1.439980875254000381e+01	5.941180047443300749e-02
1.443980822129705999e+01	4.553525199083625907e-02
1.447980769005411616e+01	5.617650514520849264e-02
1.451980715881117057e+01	9.220799971904344861e-02
1.455980662756822674e+01	6.004414364457773268e-02
1.459980609632528292e+01	3.329199207483374834e-01
1.463980556508233732e+01	4.065882189503221278e-02
1.467980503383939350e+01	9.200584087514133980e-02
1.471980450259644968e+01	1.151062383409512252e-01
1.475980397135350408e+01	6.564657877383520135e-02
1.479980344011056026e+01	4.559013235318492424e-02
1.483980290886761466e+01	9.441484065665811665e-02
1.487980237762467084e+01	1.604193273115431806e-01
1.491980184638172702e+01	6.418439274677348316e-02
1.495980131513878142e+01	1.911180586960301575e-01
1.499980078389583760e+01	1.046705038991495862e-01
1.503980025265289378e+01	5.737129679009528305e-02
1.507979972140994818e+01	1.997201373225090115e-01
1.511979919016700435e+01	7.938755189948638880e-02
1.515979865892406053e+01	4.115694655534263280e-02
1.519979812768111493e+01	2.653466606377026804e-01
1.523979759643817111e+01	5.430923710360056195e-02
1.527979706519522729e+01	4.404302747446543070e-02
1.531979653395228169e+01	1.197774715715924782e-01
1.535979600270933787e+01	6.567913280667551923e-02
1.539979547146639405e+01	1.422963741889612110e-01
1.543979494022344845e+01	7.600329966299487761e-02
1.547979440898050463e+01	4.413985247260508726e-02
1.551979387773756081e+01	1.301460858051094183e-01
1.555979334649461521e+01	1.886143844928695468e-01
1.559979281525167139e+01	8.035808590255021089e-02
1.563979228400872756e+01	1.231430733307229408e-01
1.567979175276578196e+01	1.601244243557394531e-01
1.571979122152283814e+01	3.671729644976341744e-02
1.575979069027989432e+01	1.048319763174325181e-01
1.579979015903694872e+01	1.114259046369260597e-01
1.583978962779400490e+01	5.303968540210435290e-02
1.587978909655106108e+01	1.091013938294528446e-01
1.591978856530811548e+01	5.762581645455233659e-02
1.595978803406517166e+01	4.601177563320703323e-02
1.599978750282222606e+01	6.896217355925897408e-02
1.603978697157928224e+01	8.827779262508851643e-02
1.607978644033633842e+01	5.511373188995181277e-02
1.611978590909339459e+01	7.946610464538711449e-02
1.615978537785045077e+01	6.340372664370881595e-02
1.619978484660750340e+01	9.650365128428556316e-02
1.623978431536455957e+01	9.251876499570219070e-02
1.627978378412161575e+01	9.333153535790598976e-02
1.631978325287867193e+01	5.459033317188778656e-02
1.635978272163572811e+01	6.358848508419358281e-02
1.639978219039278429e+01	1.221163957983952275e-01
1.643978165914983691e+01	5.474108638757247541e-02
1.647978112790689309e+01	1.926264445161380567e-01
1.651978059666394927e+01	8.239273123643597874e-02
1.655978006542100545e+01	5.242000637700354460e-02
1.659977953417806162e+01	1.961009666621127412e-01
1.663977900293511425e+01	5.535017769146535066e-02
1.667977847169217043e+01	6.636788861456420496e-02
1.671977794044922661e+01	9.510706628937523610e-02
1.675977740920628278e+01	5.672917037819620589e-02
1.679977687796333896e+01	5.520003531088992638e-02
1.683977634672039514e+01	2.408480961177444368e-01
1.687977581547744776e+01	7.855841412237431209e-02
1.691977528423450394e+01	7.840514865528332156e-02
1.695977475299156012e+01	1.073159926021712979e-01
1.699977422174861630e+01	7.088268593342318680e-02
1.703977369050567248e+01	9.344145195447622898e-02
1.707977315926272865e+01	2.116835739483907408e-01
1.711977262801978128e+01	1.288759194865891078e-01
1.715977209677683746e+01	4.710412616895114091e-02
1.719977156553389364e+01	2.126261016521880376e-01
1.723977103429094981e+01	5.171955659785739540e-02
1.727977050304800599e+01	6.113713710113704430e-02
1.731976997180506217e+01	2.908929379793254166e-01
1.735976944056211480e+01	1.535358410474703950e-01
1.739976890931917097e+01	6.499332976878421930e-02
1.743976837807622715e+01	1.929508394619669776e-01
1.747976784683328333e+01	7.738712357437135814e-02
1.751976731559033951e+01	6.585998400700757149e-02
1.755976678434739569e+01	8.456891647366755749e-02
1.759976625310444831e+01	7.097273485190506992e-02
1.763976572186150449e+01	8.017888338347425869e-02
1.767976519061856067e+01	3.990483853398812952e-01
1.771976465937561684e+01	9.024024417342185744e-02
1.775976412813267302e+01	8.177085711336755380e-02
1.779976359688972920e+01	1.966621641639113571e-01
1.783976306564678183e+01	6.565166385020768103e-02
1.787976253440383800e+01	1.140668304121058851e-01
1.791976200316089418e+01	2.628942482730005081e-01
1.795976147191795036e+01	5.672834200819010242e-02
1.799976094067500654e+01	1.015546934305883026e-01
1.803976040943205916e+01	9.739622682479233406e-02
1.807975987818911534e+01	6.437168817746184712e-02
1.811975934694617152e+01	1.669109848964905052e-01
1.815975881570322770e+01	1.907373774876710004e-01
1.819975828446028387e+01	6.030795078673634874e-02
1.823975775321734005e+01	1.291878279077519620e-01
1.827975722197439268e+01	1.744789151234680813e-01
1.831975669073144886e+01	7.761499118664814956e-02
1.835975615948850503e+01	2.768779594735502059e-01
1.839975562824556121e+01	1.342347548598493978e-01
1.843975509700261739e+01	2.368006076148091443e-01
1.847975456575967357e+01	7.600192405913229476e-02
1.851975403451672619e+01	3.736969958917112367e-01
1.855975350327378237e+01	8.129028013972844358e-02
1.859975297203083855e+01	1.316020233631720604e-01
1.863975244078789473e+01	8.184120141619777300e-02
1.867975190954495091e+01	7.402607399872035421e-02
1.871975137830200708e+01	2.224472160191947878e-01
1.875975084705905971e+01	1.386358986570127294e-01
1.879975031581611589e+01	8.012051817037714463e-02
1.883974978457317206e+01	1.138506481211808002e-01
1.887974925333022824e+01	2.729854128143108238e-01
1.891974872208728442e+01	4.064652443240996532e-02
1.895974819084434060e+01	1.496853147665562211e-01
1.899974765960139322e+01	1.812041930119757394e-01
1.903974712835844940e+01	2.625692309654439338e-01
1.907974659711550558e+01	1.769719139077602366e-01
1.911974606587256176e+01	1.901609461360746212e-01
1.915974553462961794e+01	7.176650801543994762e-02
1.919974500338667411e+01	2.657606214292824176e-01
1.923974447214372674e+01	9.012815207926244687e-02
1.927974394090078292e+01	9.358200555153983746e-02
1.931974340965783909e+01	1.915255776598749904e-01
1.935974287841489527e+01	1.281660668491705901e-01
1.939974234717195145e+01	8.916169409100956067e-02
1.943974181592900408e+01	1.186116793428316080e-01
1.947974128468606025e+01	9.236437462633884099e-02
1.951974075344311643e+01	7.854493706980654466e-02
1.955974022220017261e+01	1.480373452827705716e-01
1.959973969095722879e+01	9.667674991378534533e-02
1.963973915971428497e+01	1.049510632641234148e-01
1.967973862847133759e+01	1.804797409322722590e-01
1.971973809722839377e+01	7.719979469190048349e-02
1.975973756598544995e+01	1.083040692165837954e-01
1.979973703474250613e+01	4.344306606561553763e-01
1.983973650349956230e+01	9.059300356360161510e-02
1.987973597225661848e+01	1.211473479362208533e-01
1.991973544101367111e+01	1.443205575043208233e-01
1.995973490977072728e+01	8.370782699371501212e-02
1.999973437852778346e+01	1.172198100989183256e-01
2.003973384728483964e+01	1.614258822880776656e-01
2.007973331604189582e+01	8.308420552767319112e-02
2.011973278479895200e+01	1.294528575316543362e-01
2.015973225355600462e+01	7.646329525483737122e-01
2.019973172231306080e+01	1.028366748338023218e-01
2.023973119107011698e+01	1.261642175068449223e-01
2.027973065982717316e+01	1.916687325818515197e-01
2.031973012858422933e+01	9.122877721951005991e-02
2.035972959734128551e+01	8.222614367912842170e-02
2.039972906609833814e+01	3.553243323360620320e-01
2.043972853485539432e+01	9.390632561364893605e-02
2.047972800361245049e+01	1.282226252890726614e-01
2.051972747236950667e+01	2.839591478674430847e-01
2.055972694112656285e+01	9.924918251653051804e-02
2.059972640988361547e+01	1.124466637178297701e-01
2.063972587864067165e+01	1.085957452906333998e-01
2.067972534739772783e+01	1.085797993018230712e-01
2.071972481615478401e+01	1.617243485445342133e-01
2.075972428491184019e+01	1.478208280273218544e-01
2.079972375366889636e+01	1.489202842719692665e-01
2.083972322242594899e+01	1.200034616685176359e-01
2.087972269118300517e+01	1.128388404908072795e-01
2.091972215994006135e+01	1.496224360596470904e-01
2.095972162869711752e+01	1.836588604359208621e-01
2.099972109745417370e+01	1.782081246054890988e-01
2.103972056621122988e+01	1.034432551008762774e-01
2.107972003496828250e+01	1.520922409598758629e-01
2.111971950372533868e+01	1.504483365226438607e-01
2.115971897248239486e+01	9.040969497869869032e-02
2.119971844123945104e+01	2.510502469208182319e-01
2.123971790999650722e+01	1.551786249178397636e-01
2.127971737875356339e+01	8.995287369641213893e-02
2.131971684751061602e+01	1.297446560604559040e-01
2.135971631626767220e+01	1.460313234685106931e-01
2.139971578502472838e+01	9.224678903846680877e-02
2.143971525378178455e+01	1.015857286316427521e-01
2.147971472253884073e+01	1.406634296471844514e-01
2.151971419129589691e+01	1.423555072888125217e-01
2.155971366005294954e+01	1.303451974057402707e-01
2.159971312881000571e+01	1.356512100158994705e-01
2.163971259756706189e+01	1.294299698931165032e-01
2.167971206632411807e+01	1.540091010494931134e-01
2.171971153508117425e+01	1.238894797969918998e-01
2.175971100383822687e+01	1.077080189555768008e-01
2.179971047259528305e+01	1.712590580695469433e-01
2.183970994135233923e+01	1.245303360424708794e-01
2.187970941010939541e+01	1.423297539091376851e-01
2.191970887886645158e+01	1.157907778699088786e-01
2.195970834762350776e+01	1.648250637638309923e-01
2.199970781638056039e+01	1.262995149658070748e-01
2.203970728513761657e+01	1.985852447745833638e-01
2.207970675389467274e+01	1.075762677091079145e-01
2.211970622265172892e+01	1.344714126613500427e-01
2.215970569140878510e+01	2.813743895940138406e-01
2.219970516016584128e+01	1.349374939183892175e-01
2.223970462892289390e+01	1.479882505152332606e-01
2.227970409767995008e+01	1.805713103175774215e-01
2.231970356643700626e+01	1.194695044774112119e-01
2.235970303519406244e+01	1.179743675779126311e-01
2.239970250395111862e+01	1.336631584629621727e-01
2.243970197270817479e+01	1.216049431754078342e-01
2.247970144146522742e+01	1.295808582567405387e-01
2.251970091022228360e+01	1.911446284020259789e-01
2.255970037897933977e+01	1.285365920404083206e-01
2.259969984773639595e+01	9.336945652847371269e-02
2.263969931649345213e+01	1.996298785051268676e-01
2.267969878525050831e+01	1.339738518654286226e-01
2.271969825400756093e+01	1.453802553108259343e-01
2.275969772276461711e+01	1.739721408404191483e-01
2.279969719152167329e+01	1.460178199291946033e-01
2.283969666027872947e+01	1.784878084859281011e-01
2.287969612903578565e+01	2.335990665093189422e-01
2.291969559779284182e+01	1.319045737167927057e-01
2.295969506654989445e+01	2.273171809316597847e-01
2.299969453530695063e+01	1.455863127043926508e-01
2.303969400406400680e+01	1.202039224067607270e-01
2.307969347282106298e+01	1.015845251641507019e-01
2.311969294157811916e+01	1.451311933601973636e-01
2.315969241033517179e+01	1.706222933622121296e-01
