x	zg centrado sin panza
0.000395553	-0.675723403
0.000659256	-0.782159202
0.000922959	-0.685328621
0.001186662	-0.628629904
0.001450365	-0.605200418
0.001714068	-0.589422109
0.001977771	-0.588058745
0.002241473	-0.723759569
0.002505176	-0.902787368
0.002768879	-1.011361337
0.003032582	-0.881845388
0.003296285	-0.838721175
0.003559988	-0.839211046
0.003823691	-0.865164731
0.004087394	-0.831606927
0.004351096	-0.780396347
0.004614799	-0.782144095
0.004878502	-0.815852359
0.005142205	-0.942358882
0.005405908	-0.919337178
0.005669611	-0.89049646
0.005933314	-0.794755179
0.006197017	-0.754389018
0.00646072	-0.832705854
0.006724422	-0.91975347
0.006988125	-0.941354653
0.007251828	-1.016265906
0.007515531	-1.000308809
0.007779234	-0.937502586
0.008042937	-0.824183259
0.00830664	-0.816554382
0.008570343	-0.839922349
0.008834045	-0.861435488
0.009097748	-0.866185175
0.009361451	-1.044852072
0.009625154	-1.025575178
0.009888857	-0.983455143
0.01015256	-0.846810773
0.010416263	-0.826730908
0.010679966	-0.916368748
0.010943668	-1.057264007
0.011207371	-1.063987765
0.011471074	-0.973315073
0.011734777	-0.936041728
0.01199848	-1.026692433
0.012262183	-1.154269939
0.012525886	-1.110067466
0.012789589	-1.072909594
0.013053291	-1.12632081
0.013316994	-1.034547494
0.013580697	-1.157689701
0.0138444	-1.079501167
0.014108103	-1.045211389
0.014371806	-0.865463534
0.014635509	-0.839276413
0.014899212	-0.963096155
0.015162914	-1.085674888
0.015426617	-1.064315491
0.01569032	-0.608310322
0.015954023	-0.68467801
0.016217726	-0.887874721
0.016481429	-1.139741867
0.016745132	-1.158215752
0.017008835	-1.192489657
0.017272537	-1.231948411
0.01753624	-1.19289371
0.017799943	-1.124310446
0.018063646	-1.11511209
0.018327349	-0.966366176
0.018591052	-0.808769805
0.018854755	-0.848189423
0.019118458	-0.923392153
0.01938216	-0.978910266
0.019645863	-0.786633051
0.019909566	-0.863276582
0.020173269	-0.865192165
0.020436972	-0.909008492
0.020700675	-0.934288326
0.020964378	-1.049805134
0.021228081	-1.251543431
0.021491783	-1.255308583
0.021755486	-1.18539437
0.022019189	-0.994951879
0.022282892	-1.004039925
0.022546595	-1.057000071
0.022810298	-1.062297964
0.023074001	-0.992577458
0.023337704	-0.780960694
0.023601406	-0.697382064
0.023865109	-0.627238429
0.024128812	-0.848446302
0.024392515	-0.876091339
0.024656218	-0.861402356
0.024919921	-0.796368347
0.025183624	-1.033825236
0.025447327	-1.148975523
0.02571103	-1.166458377
0.025974732	-1.057886719
0.026238435	-1.1166631
0.026502138	-1.068401276
0.026765841	-1.017989668
0.027029544	-0.842822843
0.027293247	-0.986251252
0.02755695	-1.050950809
0.027820653	-1.089536029
0.028084355	-1.122717078
0.028348058	-1.008274431
0.028611761	-0.986537565
0.028875464	-0.984184778
0.029139167	-0.928411909
0.02940287	-1.042510271
0.029666573	-0.975319531
0.029930276	-0.957479861
0.030193978	-0.970798275
0.030457681	-0.894556952
0.030721384	-0.813810479
0.030985087	-0.778941979
0.03124879	-0.862439481
0.031512493	-0.947746601
0.031776196	-0.923001182
0.032039899	-0.946481364
0.032303601	-1.008407709
0.032567304	-1.019908157
0.032831007	-0.9835988
0.03309471	-0.865555017
0.033358413	-0.785040348
0.033622116	-0.810934598
0.033885819	-1.128490571
0.034149522	-1.131352592
0.034413224	-1.143209213
0.034676927	-1.081988981
0.03494063	-0.947836634
0.035204333	-0.908137861
0.035468036	-0.929067315
0.035731739	-0.919491217
0.035995442	-0.873447449
0.036259145	-0.951417157
0.036522847	-1.028784958
0.03678655	-1.011726777
0.037050253	-0.953199038
0.037313956	-0.868525697
0.037577659	-0.85597091
0.037841362	-0.820269016
0.038105065	-1.01590957
0.038368768	-1.04388724
0.03863247	-1.029545694
0.038896173	-0.918182226
0.039159876	-0.961153826
0.039423579	-1.1980126
0.039687282	-1.258671821
0.039950985	-1.203422902
0.040214688	-1.126718806
0.040478391	-1.200629135
0.040742093	-1.2658132
0.041005796	-1.307217498
0.041269499	-1.273257267
0.041533202	-1.038337088
0.041796905	-0.924644693
0.042060608	-0.876766795
0.042324311	-1.028332076
0.042588014	-1.064958769
0.042851717	-0.869826236
0.043115419	-0.655992438
0.043379122	-0.684429847
0.043642825	-1.112348963
0.043906528	-1.184558759
0.044170231	-1.14872096
0.044433934	-0.983917215
0.044697637	-1.03273187
0.04496134	-0.989901805
0.045225042	-0.990057682
0.045488745	-1.013675694
0.045752448	-0.952961809
0.046016151	-0.904504062
0.046279854	-0.984410689
0.046543557	-1.25805335
0.04680726	-1.239711223
0.047070963	-1.060391806
0.047334665	-0.949100328
0.047598368	-0.936234534
0.047862071	-0.955613795
0.048125774	-1.007261427
0.048389477	-0.991648974
0.04865318	-0.95668786
0.048916883	-0.838466142
0.049180586	-0.908942104
0.049444288	-0.967245278
0.049707991	-0.941098442
0.049971694	-0.860099288
0.050235397	-0.872350361
0.0504991	-0.908916435
0.050762803	-0.956576869
0.051026506	-0.941457318
0.051290209	-0.82020859
0.051553911	-0.754347489
0.051817614	-0.711329518
0.052081317	-0.787921021
0.05234502	-0.904037415
0.052608723	-1.005347815
0.052872426	-1.161505295
0.053136129	-1.139256248
0.053399832	-1.179215622
