x	zg centrado y sin panza
0.000777911	0.057639658
0.001296519	0.387947637
0.001815126	0.409227359
0.002333734	0.286216832
0.002852341	0.075719332
0.003370949	0.109766361
0.003889556	0.377505211
0.004408164	0.561207397
0.004926771	0.472447751
0.005445379	0.15146777
0.005963986	0.168708945
0.006482594	0.189917165
0.007001201	0.292486412
0.007519809	0.38930757
0.008038416	0.36064275
0.008557023	0.34534396
0.009075631	0.385181648
0.009594238	0.635084323
0.010112846	0.578091573
0.010631453	0.417993302
0.011150061	0.293015924
0.011668668	0.285857311
0.012187276	0.095296388
0.012705883	0.011643825
0.013224491	-0.053688542
0.013743098	0.262154276
0.014261706	0.287014939
0.014780313	0.275855305
0.015298921	0.246810625
0.015817528	0.286456092
0.016336136	0.159876484
0.016854743	0.160657403
0.017373351	0.191173625
0.017891958	0.167235684
0.018410566	0.203787097
0.018929173	0.216850385
0.019447781	0.320473271
0.019966388	0.302664082
0.020484996	0.42704222
0.021003603	0.541973705
0.021522211	0.438393961
0.022040818	0.315379537
0.022559426	0.24703539
0.023078033	0.259123819
0.02359664	0.290461925
0.024115248	0.269149544
0.024633855	0.332379218
0.025152463	0.296573946
0.02567107	0.366552351
0.026189678	0.358758747
0.026708285	0.328410053
0.027226893	0.438848648
0.0277455	0.434055307
0.028264108	0.580905057
0.028782715	0.605828572
0.029301323	0.641662261
0.02981993	0.409788728
0.030338538	0.113051606
0.030857145	0.174206029
0.031375753	0.29637674
0.03189436	0.398670689
0.032412968	0.251073365
0.032931575	-0.050812263
0.033450183	-0.144188899
0.03396879	0.061811298
0.034487398	0.532210902
0.035006005	0.533261275
0.035524613	0.494373351
0.03604322	0.483296564
0.036561828	0.491434678
0.037080435	0.293606111
0.037599043	0.246102068
0.03811765	0.401358184
0.038636257	0.657370303
0.039154865	0.657195327
0.039673472	0.615532248
0.04019208	0.526335161
0.040710687	0.445322883
0.041229295	0.33810502
0.041747902	0.311096057
0.04226651	0.304860337
0.042785117	0.203049722
0.043303725	0.185313984
0.043822332	0.188166429
0.04434094	0.186436204
0.044859547	0.241563744
0.045378155	0.54748643
0.045896762	0.629110094
0.04641537	0.706593627
0.046933977	0.870803095
0.047452585	0.872746683
0.047971192	0.816247865
0.0484898	0.749388093
0.049008407	0.750313165
0.049527015	0.735301017
0.050045622	0.694060482
0.05056423	0.734184526
0.051082837	0.728923895
0.051601445	0.689926425
0.052120052	0.714658118
0.05263866	0.749753916
0.053157267	0.664383046
0.053675874	0.3464899
0.054194482	0.317938464
0.054713089	0.429578115
0.055231697	0.67597588
0.055750304	0.656747172
0.056268912	0.598132597
0.056787519	0.60636473
0.057306127	0.643591239
0.057824734	0.861612087
0.058343342	0.853016651
0.058861949	0.876600915
0.059380557	0.915670061
0.059899164	0.862890434
0.060417772	0.511337967
0.060936379	0.324932357
0.061454987	0.31569815
0.061973594	0.470419368
0.062492202	0.482146499
0.063010809	0.546684828
0.063529417	0.66151473
0.064048024	0.626357628
0.064566632	0.548035537
0.065085239	0.455526277
0.065603847	0.513090938
0.066122454	0.554056289
0.066641062	0.575745837
0.067159669	0.632829456
0.067678277	0.761493596
0.068196884	0.717327279
0.068715491	0.851676599
0.069234099	0.836364804
0.069752706	0.789138294
0.070271314	0.627959914
0.070789921	0.619499808
0.071308529	0.691459214
0.071827136	0.759742401
0.072345744	0.743467606
0.072864351	0.746028366
0.073382959	0.732878793
0.073901566	0.676055862
0.074420174	0.782591352
0.074938781	0.84768807
0.075457389	0.814992093
0.075975996	0.836387206
0.076494604	0.861116378
0.077013211	0.749896464
0.077531819	0.59928461
0.078050426	0.598344069
0.078569034	0.726130406
0.079087641	0.754183669
0.079606249	0.543494692
0.080124856	0.413960999
0.080643464	0.395510231
0.081162071	0.157815157
0.081680679	0.058846902
0.082199286	0.109295117
0.082717894	0.289642389
0.083236501	0.25897365
0.083755108	0.211506333
0.084273716	0.18056052
0.084792323	0.194712052
0.085310931	0.368885368
0.085829538	0.423324978
0.086348146	0.475640237
0.086866753	0.405923723
0.087385361	0.370552627
0.087903968	0.470741017
0.088422576	0.520741421
0.088941183	0.533187251
0.089459791	0.532332938
0.089978398	0.533469596
0.090497006	0.529974884
0.091015613	0.478420147
0.091534221	0.473557023
0.092052828	0.437406268
0.092571436	0.430764447
0.093090043	0.454681934
0.093608651	0.445283694
0.094127258	0.501503604
0.094645866	0.483969369
0.095164473	0.402844967
0.095683081	0.400864825
0.096201688	0.352465733
0.096720296	0.315020704
0.097238903	0.320218885
0.097757511	0.596490719
0.098276118	0.629237974
0.098794725	0.597560973
0.099313333	0.511462238
0.09983194	0.500504853
0.100350548	0.657067446
0.100869155	0.711493076
0.101387763	0.674063803
0.10190637	0.883938229
0.102424978	0.902093418
0.102943585	0.947529142
0.103462193	0.869410791
0.1039808	0.845809567
0.104499408	0.590715816
0.105018015	0.38794397
0.105536623	0.459625385
0.10605523	0.596782346
0.106573838	0.577293237
0.107092445	0.611754388
0.107611053	0.705237017
0.10812966	0.699951176
0.108648268	0.734609419
0.109166875	0.706491415
0.109685483	0.708652491
0.11020409	0.631051964
0.110722698	0.549806155
0.111241305	0.493673045
0.111759913	0.446925113
0.11227852	0.39701529
0.112797128	0.225518183
0.113315735	0.104590468
0.113834343	0.046515718
0.11435295	-0.029700871
0.114871557	-0.029751175
0.115390165	0.028603858
0.115908772	0.229251467
0.11642738	0.251916505
0.116945987	0.356747895
0.117464595	0.415469324
0.117983202	0.436797174
0.11850181	0.490785937
0.119020417	0.478766089
0.119539025	0.325046258
0.120057632	0.088083116
0.12057624	0.08496179
0.121094847	0.160277944
0.121613455	0.171100975
0.122132062	0.217807827
0.12265067	0.451176336
0.123169277	0.435470701
0.123687885	0.471018378
0.124206492	0.559250402
0.1247251	0.551341522
0.125243707	0.344327448
0.125762315	0.29110104
0.126280922	0.35153986
0.12679953	0.411222799
0.127318137	0.375720671
0.127836745	0.369204726
0.128355352	0.261648599
0.12887396	0.159998062
0.129392567	0.491591663
0.129911174	0.65017101
0.130429782	0.611760232
0.130948389	0.332524058
0.131466997	0.269790322
0.131985604	0.335978606
0.132504212	0.447409763
0.133022819	0.483983062
0.133541427	0.43061405
0.134060034	0.346172261
0.134578642	0.347973703
0.135097249	0.391825933
0.135615857	0.396846158
0.136134464	0.3380703
0.136653072	0.251986748
0.137171679	0.255353292
0.137690287	0.315489313
0.138208894	0.334665539
0.138727502	0.448663187
0.139246109	0.745934232
0.139764717	0.762735102
0.140283324	0.723555436
0.140801932	0.741825327
0.141320539	0.774626954
0.141839147	0.672235033
0.142357754	0.618974936
0.142876362	0.615992491
0.143394969	0.638087337
0.143913577	0.621725627
0.144432184	0.767383774
0.144950791	0.917806444
0.145469399	0.942917997
0.145988006	0.576396584
0.146506614	0.470127683
0.147025221	0.559611813
0.147543829	0.598455736
0.148062436	0.654314349
0.148581044	0.699944817
0.149099651	0.671509976
0.149618259	0.683572106
0.150136866	0.822529306
0.150655474	0.755099916
0.151174081	0.737518815
0.151692689	0.767285286
0.152211296	0.750579811
0.152729904	0.882023345
0.153248511	1.012454092
0.153767119	0.98786953
0.154285726	0.790662317
0.154804334	0.817777503
0.155322941	0.921291702
0.155841549	1.167073154
0.156360156	1.165200725
0.156878764	1.205468349
0.157397371	1.253960314
0.157915979	1.244891801
0.158434586	1.043909651
0.158953194	0.976163883
0.159471801	1.075423822
0.159990408	1.125998657
0.160509016	1.147628161
0.161027623	1.204259844
0.161546231	1.25859346
0.162064838	1.230010399
0.162583446	0.928238615
0.163102053	0.904170329
0.163620661	0.959041765
0.164139268	1.125197342
0.164657876	1.265318873
0.165176483	1.227222983
0.165695091	1.239002653
0.166213698	1.154519956
0.166732306	1.143980015
0.167250913	1.136142409
0.167769521	1.19503635
0.168288128	1.186425675
0.168806736	1.227772834
0.169325343	1.024030598
0.169843951	0.992644823
0.170362558	0.972498205
0.170881166	0.993953077
0.171399773	0.91482652
0.171918381	0.963217131
0.172436988	0.993730489
0.172955596	1.026303627
0.173474203	1.132938579
0.173992811	1.197408212
0.174511418	1.180150021
0.175030025	1.257747169
0.175548633	1.177392398
0.17606724	1.053946434
0.176585848	1.026435575
0.177104455	1.080662109
0.177623063	0.932171798
0.17814167	0.815883589
0.178660278	0.78074207
0.179178885	0.849833103
0.179697493	0.991399306
0.1802161	1.000595986
0.180734708	0.901045738
0.181253315	0.812570098
0.181771923	0.800802917
0.18229053	0.900727927
0.182809138	0.926542193
0.183327745	0.78730832
0.183846353	0.693967264
0.18436496	0.76486799
0.184883568	0.908133077
0.185402175	0.961465249
0.185920783	0.875584002
0.18643939	0.852859952
0.186957998	0.842563798
0.187476605	0.743832742
0.187995213	0.661671258
0.18851382	0.851321777
0.189032428	1.063280906
0.189551035	1.119564585
0.190069642	1.007639266
0.19058825	0.959791688
0.191106857	0.940790953
0.191625465	0.703949217
0.192144072	0.720415489
0.19266268	0.77137305
0.193181287	0.760858548
0.193699895	0.794131935
0.194218502	0.598123888
0.19473711	0.583960725
0.195255717	0.575039401
0.195774325	0.610231567
0.196292932	0.642495604
0.19681154	0.614788112
0.197330147	0.575466242
0.197848755	0.518375518
0.198367362	0.780056431
0.19888597	0.848847473
0.199404577	0.709013731
0.199923185	0.467296895
0.200441792	0.501785663
0.2009604	0.581509281
0.201479007	0.652989136
0.201997615	0.636150853
0.202516222	0.570995353
0.20303483	0.620012475
0.203553437	0.57344078
0.204072045	0.509276582
0.204590652	0.538804996
0.205109259	0.286290512
0.205627867	0.05122856
0.206146474	-0.003080362
0.206665082	0.422500515
0.207183689	0.423699051
0.207702297	0.561151077
0.208220904	0.562171142
0.208739512	0.621287327
0.209258119	0.475066723
0.209776727	0.399836682
0.210295334	0.326445896
0.210813942	0.365919766
0.211332549	0.530111416
0.211851157	0.622403073
0.212369764	0.520837905
0.212888372	0.392777244
0.213406979	0.191738717
0.213925587	0.121487993
0.214444194	0.096906811
0.214962802	0.421351711
0.215481409	0.65273561
0.216000017	0.774568915
0.216518624	0.82759571
0.217037232	0.776931266
0.217555839	0.628950014
0.218074447	0.55045925
0.218593054	0.501926091
0.219111662	0.440274411
0.219630269	0.562542981
0.220148876	0.45234336
0.220667484	0.397765442
0.221186091	0.325603444
0.221704699	0.329403018
0.222223306	0.325382747
0.222741914	0.387008987
0.223260521	0.313207517
0.223779129	0.301990189
0.224297736	0.368360611
0.224816344	0.539166751
0.225334951	0.625806057
0.225853559	0.612691433
0.226372166	0.575787089
0.226890774	0.577515882
0.227409381	0.599985317
0.227927989	0.586516787
0.228446596	0.553802591
0.228965204	0.50537829
0.229483811	0.487550252
0.230002419	0.399949035
0.230521026	0.416193006
0.231039634	0.416358185
0.231558241	0.328988896
0.232076849	0.15874143
0.232595456	0.173788928
0.233114064	0.287997303
0.233632671	0.374918209
0.234151279	0.332208424
0.234669886	0.308372925
0.235188494	0.304744202
0.235707101	0.278391085
0.236225708	0.377843418
0.236744316	0.08727527
0.237262923	-0.271665789
0.237781531	-0.450310968
0.238300138	-0.166735567
0.238818746	0.055526077
0.239337353	0.094993589
0.239855961	0.117406933
0.240374568	0.07907459
0.240893176	0.190528894
0.241411783	0.331653015
0.241930391	0.401140237
0.242448998	0.395773498
0.242967606	0.32269084
0.243486213	0.281973973
0.244004821	0.176000023
0.244523428	0.19043625
0.245042036	0.051357358
0.245560643	-0.07216813
0.246079251	-0.100259207
0.246597858	0.004277119
0.247116466	-0.0118879
0.247635073	-0.022757339
0.248153681	-0.001143019
0.248672288	0.176132143
0.249190896	0.031834616
0.249709503	-0.060067612
0.250228111	-0.139900434
0.250746718	-0.064245385
0.251265325	-0.047942917
0.251783933	-0.149287674
0.25230254	-0.420331075
0.252821148	-0.689515456
0.253339755	-0.600377842
0.253858363	-0.228548987
0.25437697	-0.046287632
0.254895578	-0.189642728
0.255414185	-0.249726038
0.255932793	-0.287784343
0.2564514	-0.359491999
0.256970008	-0.465893249
0.257488615	-0.381709226
0.258007223	-0.450106485
0.25852583	-0.506165285
0.259044438	-0.514121261
0.259563045	-0.367609144
0.260081653	-0.406360307
0.26060026	-0.495126312
0.261118868	-0.630445393
0.261637475	-0.535078017
0.262156083	-0.396262677
0.26267469	-0.336615031
0.263193298	-0.492100267
0.263711905	-0.276295097
0.264230513	-0.343400717
0.26474912	-0.532641583
0.265267728	-0.718397192
0.265786335	-0.562041888
0.266304942	-0.63169154
0.26682355	-0.65777801
0.267342157	-0.558657354
0.267860765	-0.23299839
0.268379372	-0.266785934
0.26889798	-0.380392492
0.269416587	-0.573557949
0.269935195	-0.596237997
0.270453802	-0.598124578
