x	Zg centrado sin panza
0.000395227	-0.131256945
0.000658712	-0.155399077
0.000922197	-0.218950275
0.001185682	-0.237323308
0.001449167	-0.224953121
0.001712651	-0.255401413
0.001976136	-0.213573866
0.002239621	-0.103462381
0.002503106	-0.105924595
0.002766591	-0.176458009
0.003030075	-0.443416629
0.00329356	-0.337918625
0.003557045	-0.436992099
0.00382053	-0.600383815
0.004084015	-0.507263724
0.0043475	-0.19267746
0.004610984	-0.064968681
0.004874469	-0.127327115
0.005137954	-0.281053918
0.005401439	-0.23684917
0.005664924	-0.341175802
0.005928409	-0.543733432
0.006191893	-0.533535984
0.006455378	-0.348321777
0.006718863	-0.297785138
0.006982348	-0.221764691
0.007245833	-0.116480043
0.007509318	-0.088527258
0.007772802	-0.0206064
0.008036287	-0.117901094
0.008299772	-0.157312284
0.008563257	-0.244493866
0.008826742	-0.308606133
0.009090226	-0.271929016
0.009353711	-0.252013897
0.009617196	-0.275523963
0.009880681	-0.187100737
0.010144166	-0.12323523
0.010407651	-0.138266924
0.010671135	-0.297044005
0.01093462	-0.352991088
0.011198105	-0.297184693
0.01146159	-0.266119244
0.011725075	-0.261984431
0.01198856	-0.211481494
0.012252044	-0.173512117
0.012515529	-0.140246996
0.012779014	-0.225921328
0.013042499	-0.311716397
0.013305984	-0.262629073
0.013569468	-0.161185621
0.013832953	-0.147033838
0.014096438	-0.225244639
0.014359923	-0.296346058
0.014623408	-0.240388601
0.014886893	-0.102314771
0.015150377	-0.160504707
0.015413862	-0.185474383
0.015677347	-0.239478996
0.015940832	-0.193741404
0.016204317	-0.240982096
0.016467802	-0.25225812
0.016731286	-0.262702524
0.016994771	-0.18735932
0.017258256	-0.213210846
0.017521741	-0.264662694
0.017785226	-0.290176739
0.01804871	-0.164778626
0.018312195	-0.107072652
0.01857568	-0.13192804
0.018839165	-0.147184362
0.01910265	-0.149548929
0.019366135	-0.101934107
0.019629619	-0.025960091
0.019893104	0.060879976
0.020156589	0.098665865
0.020420074	0.081465472
0.020683559	0.000330698
0.020947044	-0.107364187
0.021210528	-0.196457479
0.021474013	-0.233625359
0.021737498	-0.145320954
0.022000983	-0.05342294
0.022264468	-0.064777946
0.022527953	0.063800389
0.022791437	0.170298235
0.023054922	0.151132293
0.023318407	0.046447
0.023581892	0.070791024
0.023845377	0.070286349
0.024108861	0.030483554
0.024372346	0.015320939
0.024635831	-0.008713877
0.024899316	-0.031918341
0.025162801	-0.114642633
0.025426286	-0.25618429
0.02568977	-0.275238209
0.025953255	-0.221846687
0.02621674	-0.187877488
0.026480225	-0.040399816
0.02674371	0.042385303
0.027007195	0.051280164
0.027270679	0.061855436
0.027534164	0.0810484
0.027797649	0.018774614
0.028061134	-0.014618957
0.028324619	0.049214006
0.028588103	0.101086215
0.028851588	0.149431292
0.029115073	0.137818494
0.029378558	0.061861812
0.029642043	-0.035992405
0.029905528	-0.080148056
0.030169012	-0.048620455
0.030432497	0.043724667
0.030695982	0.130964575
0.030959467	0.175381456
0.031222952	0.204896687
0.031486437	0.164503341
0.031749921	-0.108508996
0.032013406	-0.132666442
0.032276891	-0.099067855
0.032540376	-0.002427378
0.032803861	-0.109140143
0.033067346	0.111843498
0.03333083	0.131198999
0.033594315	0.074421755
0.0338578	-0.06034489
0.034121285	0.014052148
0.03438477	-0.009785764
0.034648254	-0.010447716
0.034911739	0.099243187
0.035175224	0.262513242
0.035438709	0.244949723
0.035702194	0.258938396
0.035965679	0.011558409
0.036229163	0.026308962
0.036492648	0.004984897
0.036756133	0.182432145
0.037019618	0.195890223
0.037283103	0.173142152
0.037546588	0.14438284
0.037810072	0.195518791
0.038073557	0.251157693
0.038337042	0.231268996
0.038600527	0.024908199
0.038864012	-0.123320088
0.039127496	-0.062469547
0.039390981	-0.031536664
0.039654466	-0.052850759
0.039917951	-0.111632341
0.040181436	-0.006052188
0.040444921	0.050998146
0.040708405	0.032424048
0.04097189	-0.006032635
0.041235375	0.021895081
0.04149886	0.103011731
0.041762345	0.171732549
0.04202583	0.192365802
0.042289314	0.211899446
0.042552799	0.211330834
0.042816284	0.2515189
0.043079769	0.277773041
0.043343254	0.271044654
0.043606739	0.239649148
0.043870223	0.253599999
0.044133708	0.269580176
0.044397193	0.288535708
0.044660678	0.228714805
0.044924163	0.190258306
0.045187647	0.185654809
0.045451132	0.182352692
0.045714617	0.206998428
0.045978102	0.214617926
0.046241587	0.268590892
0.046505072	0.31865521
0.046768556	0.276446303
0.047032041	0.119130085
0.047295526	0.074060277
0.047559011	0.137816944
0.047822496	0.264666152
0.048085981	0.242513115
0.048349465	0.20261389
0.04861295	0.086074292
0.048876435	0.046748214
0.04913992	0.18348559
0.049403405	0.27187659
0.049666889	0.247091702
0.049930374	0.374818574
0.050193859	0.364769377
0.050457344	0.319084798
