x	zg centrado sin panza
0.001559449	-4.002044378
0.002599081	-3.823900501
0.003638713	-3.513776117
0.004678345	-3.514817432
0.005717977	-2.816449022
0.00675761	-2.596637349
0.007797242	-2.4223258
0.008836874	-2.474640786
0.009876506	-2.801405021
0.010916138	-2.398349608
0.01195577	-1.972556202
0.012995402	-1.773688934
0.014035035	-2.352517026
0.015074667	-2.295239802
0.016114299	-2.077721629
0.017153931	-1.617501722
0.018193563	-1.443365625
0.019233195	-1.464117151
0.020272828	-1.444057221
0.02131246	-1.391181662
0.022352092	-1.205159582
0.023391724	-1.239949755
0.024431356	-0.805447972
0.025470988	-1.385027818
0.02651062	-1.297216373
0.027550253	-1.217934546
0.028589885	-0.802747612
0.029629517	-0.695285511
0.030669149	-1.055008353
0.031708781	-1.107173333
0.032748413	-0.883320349
0.033788046	-0.57141879
0.034827678	-0.643447518
0.03586731	-0.929343903
0.036906942	-1.12529759
0.037946574	-1.198007041
0.038986206	-1.710437808
0.040025838	-1.477734899
0.041065471	-1.583269778
0.042105103	-1.019942051
0.043144735	-0.91475003
0.044184367	-0.955967266
0.045223999	-1.262996532
0.046263631	-1.632204584
0.047303264	-1.446714311
0.048342896	-1.144968145
0.049382528	-0.960866574
0.05042216	-0.780986757
0.051461792	-0.535986456
0.052501424	-0.890470815
0.053541056	-1.113419647
0.054580689	-1.014453582
0.055620321	-0.954415813
0.056659953	-0.454489446
0.057699585	-0.319965355
0.058739217	-0.566216888
0.059778849	-0.765948
0.060818482	-0.800446036
0.061858114	-1.237552567
0.062897746	-1.369006023
0.063937378	-1.091687732
0.06497701	-1.135569881
0.066016642	-1.240254952
0.067056274	-1.79356594
0.068095907	-1.679937334
0.069135539	-1.538311462
0.070175171	-1.924809692
0.071214803	-2.227429213
0.072254435	-1.395782198
0.073294067	-1.395603662
0.0743337	-1.291153585
0.075373332	-0.73866602
0.076412964	-0.82046339
0.077452596	-1.092916854
0.078492228	-1.350290189
0.07953186	-1.29152929
0.080571492	-1.297292592
0.081611125	-1.365738379
0.082650757	-1.231617741
0.083690389	-0.773124331
0.084730021	-0.819258798
