x	zg sin panza centrado
0.137934344	-0.423059553
0.138580406	-0.337881001
0.139226469	-0.331740866
0.139872531	-0.333778653
0.140518594	-0.034095274
0.141164656	-0.04521203
0.141810719	0.070084009
0.142456781	0.135494706
0.143102844	0.164602465
0.143748906	0.213771445
0.144394969	0.195901707
0.145041031	0.250078076
0.145687094	0.170514723
0.146333156	0.19125239
0.146979219	0.198938093
0.147625281	0.170427472
0.148271344	0.131080211
0.148917406	0.645798529
0.149563469	0.733770864
0.150209531	0.684993484
0.150855594	0.572253644
0.151501656	0.487114847
0.152147719	0.508008352
0.152793781	0.485460005
0.153439844	0.635113192
0.154085906	0.565276381
0.154731969	0.681350477
0.155378031	0.761740755
0.156024094	0.95464564
0.156670156	0.999744764
0.157316219	0.746803704
0.157962281	0.715347873
0.158608344	0.677420317
0.159254406	0.803523298
0.159900469	0.827737706
0.160546531	0.849125563
0.161192594	0.884514107
0.161838656	0.829651289
0.162484719	0.866838161
0.163130781	0.937060488
0.163776844	0.934442693
0.164422906	0.946224377
0.165068969	1.009090752
0.165715031	1.142521539
0.166361094	0.976752582
0.167007156	0.745627644
0.167653219	0.941137493
0.168299281	1.077612952
0.168945344	1.112207555
0.169591406	1.00422518
0.170237469	0.949793945
0.170883531	0.814233096
0.171529594	0.762364465
0.172175656	0.811909526
0.172821719	0.873507531
0.173467781	0.921481992
0.174113844	1.076785061
0.174759906	1.070402724
0.175405969	0.821512382
0.176052031	0.913127228
0.176698094	0.897703446
0.177344156	0.907795934
0.177990219	0.578991624
0.178636281	0.621018444
0.179282344	0.695682223
0.179928406	0.716811557
0.180574469	0.740737224
0.181220531	0.845644878
0.181866594	0.828142099
0.182512656	0.712823192
0.183158719	0.582838401
0.183804781	0.465917605
0.184450844	0.419711144
0.185096906	0.175861003
0.185742969	0.073359545
0.186389031	0.213027587
0.187035094	0.208450801
0.187681156	0.333219037
0.188327219	0.613806702
0.188973281	0.495397369
0.189619344	0.52907705
0.190265406	0.608884115
0.190911469	0.662021912
0.191557531	0.386270721
0.192203594	0.121675834
0.192849656	0.21634803
0.193495719	0.488519703
0.194141781	0.40225694
0.194787844	0.284940951
0.195433906	0.178909521
0.196079969	0.123769739
0.196726031	-0.023914588
0.197372094	-0.189159391
0.198018156	-0.120350672
0.198664219	0.320700562
0.199310281	0.322586164
0.199956344	0.109092904
0.200602407	-0.072684055
0.201248469	0.038202159
0.201894532	0.197327452
0.202540594	0.14380519
0.203186657	0.057436517
0.203832719	0.105805233
0.204478782	0.041351192
0.205124844	-0.005895795
0.205770907	0.095811795
0.206416969	0.01874802
0.207063032	-0.062170668
0.207709094	-0.108015485
0.208355157	-0.054822809
0.209001219	0.178301941
0.209647282	0.189222724
0.210293344	0.14552992
0.210939407	-0.005458746
0.211585469	-0.07706441
0.212231532	0.001881565
0.212877594	-0.118476794
0.213523657	-0.122785252
0.214169719	-0.059588175
0.214815782	-0.047507266
0.215461844	0.064676791
0.216107907	0.101118525
0.216753969	0.068448604
0.217400032	0.088184879
0.218046094	0.029700343
0.218692157	0.062731478
0.219338219	0.319244858
0.219984282	0.336486858
0.220630344	0.391702982
0.221276407	0.460954399
0.221922469	0.442340156
0.222568532	0.336857944
0.223214594	0.311349306
0.223860657	0.242576803
0.224506719	0.348660035
0.225152782	0.264211809
0.225798844	0.323848762
0.226444907	0.3529506
0.227090969	0.289510612
0.227737032	0.386246389
0.228383094	0.417590202
0.229029157	0.257029531
0.229675219	0.39477613
0.230321282	0.465719981
0.230967344	0.553294405
0.231613407	0.566515655
0.232259469	0.548282787
0.232905532	0.34017437
0.233551594	0.147469905
0.234197657	0.077977659
0.234843719	0.28505184
0.235489782	0.316845237
0.236135844	0.192532722
0.236781907	0.092220336
0.237427969	0.126873544
0.238074032	0.292918892
0.238720094	0.34658317
0.239366157	0.351815914
0.240012219	0.315181275
0.240658282	0.303587706
0.241304344	0.300142323
0.241950407	0.325518884
0.242596469	0.238645421
0.243242532	0.299123441
0.243888594	0.286501598
0.244534657	0.183334162
0.245180719	0.165793534
0.245826782	0.178010132
0.246472844	0.225269564
0.247118907	0.375778288
0.247764969	0.350137129
0.248411032	0.313246524
0.249057094	0.223909709
0.249703157	0.300586576
0.250349219	0.232841038
0.250995282	0.179548124
0.251641344	0.200525683
0.252287407	0.199144289
0.252933469	0.215487055
0.253579532	0.42176468
0.254225594	0.433701077
0.254871657	0.399897744
0.255517719	0.296501537
0.256163782	0.389995264
0.256809844	0.433232013
0.257455907	0.382758382
0.258101969	0.346093914
0.258748032	0.469939717
0.259394094	0.365668505
0.260040157	0.354919099
0.260686219	0.484239416
0.261332282	0.545769216
0.261978344	0.588704337
0.262624407	0.499867301
0.263270469	0.516264743
0.263916532	0.556763167
0.264562594	0.571324158
0.265208657	0.477502327
0.265854719	0.516551972
0.266500782	0.596792552
0.267146844	0.69837338
0.267792907	0.614013922
0.268438969	0.538616624
0.269085032	0.510672717
0.269731094	0.518252008
0.270377157	0.533766093
0.271023219	0.627461912
0.271669282	0.575513778
0.272315344	0.631993501
0.272961407	0.677925937
0.273607469	0.754419911
0.274253532	0.866320959
0.274899594	0.646575306
0.275545657	0.760214224
0.276191719	0.743881683
0.276837782	0.666786795
0.277483844	0.704672006
0.278129907	0.772720959
0.278775969	0.729415732
0.279422032	0.645112392
0.280068094	0.613830423
0.280714157	0.69364688
0.281360219	0.77782019
0.282006282	0.844629531
0.282652344	0.873616783
0.283298407	0.875298683
0.283944469	0.909392636
0.284590532	0.860935921
0.285236594	0.875660957
0.285882657	0.878446823
0.286528719	0.871282352
0.287174782	0.787229438
0.287820844	0.64354416
0.288466907	0.672205593
0.289112969	0.770777871
0.289759032	0.847806569
0.290405094	0.790471463
0.291051157	0.747267153
0.291697219	0.681995988
0.292343282	0.705780326
0.292989344	1.045567535
0.293635407	1.103209878
0.294281469	1.21085456
0.294927532	0.993015126
0.295573594	0.872545883
0.296219657	0.953722875
0.296865719	0.996901317
0.297511782	0.943170036
0.298157844	0.659296036
0.298803907	0.680239791
0.299449969	0.855151551
0.300096032	1.137670117
0.300742094	1.108480295
0.301388157	0.976800041
0.302034219	0.903351391
0.302680282	0.997965957
0.303326344	1.103965541
0.303972407	1.022600741
0.304618469	0.994735251
0.305264532	1.121962986
0.305910594	1.178804929
0.306556657	1.055595564
0.307202719	0.957537058
0.307848782	1.078130788
0.308494844	1.068969028
0.309140907	0.965027085
0.309786969	0.819059452
0.310433032	0.957542179
0.311079094	1.08731051
0.311725157	1.023279362
0.312371219	0.976377915
0.313017282	1.009698032
0.313663344	1.058464861
0.314309407	1.133928956
0.314955469	0.977483786
0.315601532	1.013643298
0.316247594	0.968644923
0.316893657	1.05794296
0.317539719	1.155802149
0.318185782	0.873187649
0.318831844	0.901545169
0.319477907	1.043052232
0.320123969	1.151393077
0.320770032	1.041179611
0.321416094	0.98844529
0.322062157	1.089845961
0.322708219	1.142880503
0.323354282	1.044163968
0.324000344	0.742225585
0.324646407	0.672794054
0.325292469	0.712481124
0.325938532	0.787193377
0.326584594	0.810980862
0.327230657	0.742703367
0.327876719	0.714045674
0.328522782	0.72796039
0.329168844	0.695853141
0.329814907	0.710542395
0.330460969	0.767411608
0.331107032	0.870924212
0.331753094	0.927200586
0.332399157	0.765023064
0.333045219	0.637687523
0.333691282	0.713381666
0.334337344	0.782398864
0.334983407	0.828149051
0.335629469	0.710543369
0.336275532	0.768582338
0.336921594	0.659992778
0.337567657	0.59407156
0.338213719	0.578953935
0.338859782	0.629756832
0.339505844	0.567802408
0.340151907	0.579760392
0.340797969	0.597509051
0.341444032	0.538835022
0.342090094	0.568434518
0.342736157	0.776125869
0.343382219	0.785849478
0.344028282	0.716587953
0.344674344	0.678662804
0.345320407	0.688292715
0.345966469	0.696860025
0.346612532	0.806482501
0.347258594	0.861482945
0.347904657	0.873102989
0.348550719	0.746344268
0.349196782	0.610618242
0.349842844	0.426364683
0.350488907	0.486641033
0.351134969	0.637020522
0.351781032	0.670139806
0.352427094	0.5243642
0.353073157	0.370404472
0.353719219	0.373349237
0.354365282	0.408175571
0.355011344	0.422517387
0.355657407	0.368756517
0.356303469	0.425564831
0.356949532	0.476035463
0.357595594	0.457130269
0.358241657	0.359401599
0.358887719	0.43642373
0.359533782	0.540988123
0.360179844	0.568672291
0.360825907	0.555230338
0.361471969	0.495789311
0.362118032	0.413037642
0.362764094	0.408051105
0.363410157	0.757653389
0.364056219	0.77431893
0.364702282	0.560043515
0.365348344	0.387226647
0.365994407	0.441393977
0.366640469	0.466498529
0.367286532	0.442469566
0.367932594	0.468539786
0.368578657	0.466295317
0.369224719	0.510715428
0.369870782	0.511371211
0.370516844	0.57495942
0.371162907	0.584273907
0.371808969	0.662900816
0.372455032	0.724679681
0.373101094	0.662335013
0.373747157	0.507350494
0.374393219	0.495983188
0.375039282	0.502128892
0.375685344	0.499601181
0.376331407	0.493109526
0.376977469	0.597022447
0.377623532	0.506178504
0.378269594	0.591364672
0.378915657	0.653205247
0.379561719	0.658152896
0.380207782	0.476996723
0.380853844	0.533499496
0.381499907	0.696321456
0.382145969	0.781533278
0.382792032	0.774359677
0.383438094	0.745467467
0.384084157	0.624656279
0.384730219	0.538998912
0.385376282	0.536995326
0.386022344	0.568461476
0.386668407	0.638556005
0.387314469	0.637138728
0.387960532	0.609170897
0.388606594	0.633438407
0.389252657	0.412783716
0.389898719	0.344036228
0.390544782	0.494240879
0.391190844	0.663526286
0.391836907	0.639478105
0.392482969	0.558599421
0.393129032	0.610954095
0.393775094	0.825780037
0.394421157	0.985758463
0.395067219	0.776409153
0.395713282	0.693417731
0.396359344	0.596124082
0.397005407	0.597459442
0.397651469	0.497461234
0.398297532	0.541188784
0.398943594	0.620410586
0.399589657	0.710401998
0.400235719	0.687050319
0.400881782	0.406477375
0.401527844	0.437915344
0.402173907	0.649788473
0.402819969	0.665183897
0.403466032	0.596381338
0.404112094	0.570322117
0.404758157	0.414416125
0.405404219	0.271998842
0.406050282	0.450835369
0.406696344	0.594514831
0.407342407	0.426835328
0.407988469	0.570779789
0.408634532	0.712110861
0.409280594	0.78259777
0.409926657	0.756586032
0.410572719	0.693147184
0.411218782	0.745683256
0.411864844	0.582717072
0.412510907	0.553233996
0.413156969	0.521130262
0.413803032	0.529092353
0.414449094	0.466938113
0.415095157	0.552706868
0.415741219	0.576839008
0.416387282	0.429626339
0.417033344	0.429980891
0.417679407	0.60625868
0.418325469	0.77181091
0.418971532	0.63204916
0.419617594	0.57788807
0.420263657	0.362943798
0.420909719	0.414274284
0.421555782	0.609638298
0.422201844	0.608488055
0.422847907	0.684316439
0.423493969	0.507248934
0.424140032	0.427177287
0.424786094	0.437806701
0.425432157	0.400401445
0.426078219	0.347715493
0.426724282	0.448474331
0.427370344	0.584786068
0.428016407	0.53232181
0.428662469	0.312068065
0.429308532	0.329946887
0.429954594	0.359651301
0.430600657	0.433551184
0.431246719	0.376154848
0.431892782	0.345072623
0.432538844	0.460904695
0.433184907	0.447584042
0.433830969	0.440999405
0.434477032	0.445573763
0.435123094	0.372180464
0.435769157	0.22797478
0.436415219	0.238637568
0.437061282	0.3586542
0.437707344	0.445640142
0.438353407	0.444610872
0.438999469	0.485963479
0.439645532	0.574335825
0.440291594	0.491049284
0.440937657	0.330128974
0.441583719	0.438494665
0.442229782	0.368606575
0.442875844	0.330634876
0.443521907	0.317710099
0.444167969	0.426129257
0.444814032	0.506488767
0.445460094	0.470250477
0.446106157	0.370862847
0.446752219	0.251531873
0.447398282	0.439815679
0.448044344	0.474788981
0.448690407	0.571934019
0.449336469	0.628364002
0.449982532	0.440753129
0.450628594	0.277835309
0.451274657	0.13676116
0.451920719	0.377656992
0.452566782	0.748203184
0.453212844	0.733828017
0.453858907	0.604098905
0.454504969	0.317515068
0.455151032	0.362362822
0.455797094	0.580861771
0.456443157	0.565078328
0.457089219	0.623473479
0.457735282	0.611238271
0.458381344	0.54769059
0.459027407	0.455821808
0.459673469	0.574750609
0.460319532	0.778383796
0.460965594	0.726565748
0.461611657	0.567648569
0.462257719	0.534797995
0.462903782	0.512501473
0.463549844	0.499612132
0.464195907	0.389220079
0.464841969	0.423039728
0.465488032	0.551476749
0.466134094	0.670857506
0.466780157	0.759674695
0.467426219	0.84704201
0.468072282	0.618239114
0.468718344	0.652560048
0.469364407	0.760066351
0.470010469	0.946051768
0.470656532	0.964010212
0.471302594	0.951769086
0.471948657	0.956129065
0.472594719	1.082817853
0.473240782	0.982517642
0.473886844	0.938295013
0.474532907	0.906812918
0.475178969	1.053618532
0.475825032	1.104798938
0.476471094	0.952955218
0.477117157	0.874973046
0.477763219	0.981365943
0.478409282	1.031103894
0.479055344	1.103124304
0.479701407	1.131589869
0.480347469	1.125511421
0.480993532	1.125462498
0.481639594	0.964725193
0.482285657	0.89376513
0.482931719	0.882269186
0.483577782	1.042963229
0.484223844	1.005904809
0.484869907	1.153819365
0.485515969	0.993168871
0.486162032	0.954255507
0.486808094	0.970499411
0.487454157	0.978020313
0.488100219	0.959370628
0.488746282	1.112231141
0.489392344	1.249315899
0.490038407	1.181632848
0.490684469	1.052253342
0.491330532	1.041318392
0.491976594	0.860247479
0.492622657	0.793422579
0.493268719	0.86846225
0.493914782	0.91174116
0.494560844	0.956697998
0.495206907	1.001462134
0.495852969	0.927232604
0.496499032	0.95982546
0.497145094	0.796512835
0.497791157	0.79951205
0.498437219	0.830457325
0.499083282	0.69804694
0.499729344	0.671956746
0.500375407	0.700488331
0.501021469	0.691771982
0.501667532	0.93902059
0.502313594	1.046041205
0.502959657	1.056759276
0.503605719	0.94895734
0.504251782	0.67811602
0.504897844	0.699566644
0.505543907	0.64454115
0.506189969	0.56055494
0.506836032	0.687616867
0.507482094	0.845594827
0.508128157	0.843856475
0.508774219	0.713490434
0.509420282	0.482395946
0.510066344	0.534068504
0.510712407	0.440580149
0.511358469	0.232462005
0.512004532	0.165874866
0.512650594	0.450151073
0.513296657	0.56230483
0.513942719	0.551909403
0.514588782	0.418253945
0.515234844	0.311709875
0.515880907	0.246114685
0.516526969	0.317675459
0.517173032	0.473368583
0.517819094	0.504247658
0.518465157	0.265737069
0.519111219	0.30651481
0.519757282	0.354342936
0.520403344	0.371940615
0.521049407	0.192516486
0.521695469	0.191779356
0.522341532	0.310203561
0.522987594	0.540295339
0.523633657	0.513749549
0.524279719	0.620355694
0.524925782	0.491632519
0.525571844	0.432150568
0.526217907	0.637685902
0.526863969	0.681951268
0.527510032	0.641480207
0.528156094	0.424970996
0.528802157	0.279220548
0.529448219	0.432474841
0.530094282	0.236035938
0.530740344	0.13118149
0.531386407	0.140821944
0.532032469	0.254931021
0.532678532	0.350423504
0.533324594	0.611574684
0.533970657	0.603812234
0.534616719	0.406927215
0.535262782	0.166608162
0.535908844	0.253910283
0.536554907	0.644499228
0.537200969	0.79952814
0.537847032	0.988852314
0.538493094	0.902355162
0.539139157	0.740638526
0.539785219	0.799287111
0.540431282	0.825594881
0.541077344	0.75542757
0.541723407	0.854979127
0.542369469	0.916401313
0.543015532	0.924360992
0.543661594	0.622832753
0.544307657	0.648214558
0.544953719	0.603772248
0.545599782	0.504521277
0.546245844	0.565565796
0.546891907	0.873710509
0.547537969	0.951980974
0.548184032	0.993696507
0.548830094	0.80981753
0.549476157	0.798152192
0.550122219	0.728931565
0.550768282	0.696131958
0.551414344	0.72008514
0.552060407	0.552114454
0.552706469	0.446662812
0.553352532	0.546207664
0.553998594	0.900982983
0.554644657	0.895586676
0.555290719	0.865896371
0.555936782	0.897117741
0.556582844	0.962288413
0.557228907	0.778561569
0.557874969	0.629548714
0.558521032	0.632027447
0.559167094	0.808779633
0.559813157	0.840071387
0.560459219	0.802893734
0.561105282	0.990184354
0.561751344	0.945499432
0.562397407	0.590578274
0.563043469	0.615744391
0.563689532	0.596193643
0.564335594	0.501311593
0.564981657	0.692745252
0.565627719	0.736272295
0.566273782	0.523070287
0.566919844	0.493544451
0.567565907	0.547941578
0.568211969	0.554628357
0.568858032	0.523111584
0.569504094	0.514485673
0.570150157	0.620643382
0.570796219	0.695241612
0.571442282	0.594154845
0.572088344	0.619869992
0.572734407	0.631826037
0.573380469	0.615575696
0.574026532	0.506909917
0.574672594	0.342394405
0.575318657	0.41065386
0.575964719	0.334673211
0.576610782	0.321676226
0.577256844	0.304946957
0.577902907	0.29332784
0.578548969	0.264076958
0.579195032	0.281473694
0.579841094	0.346873747
0.580487157	0.485822778
0.581133219	0.471536082
0.581779282	0.311379396
0.582425344	0.274343694
0.583071407	0.006376519
0.583717469	-0.029829498
0.584363532	0.031413569
0.585009594	0.084028215
0.585655657	0.076821122
0.586301719	-0.046092169
0.586947782	-0.032656171
0.587593844	0.047518211
0.588239907	0.177850164
0.588885969	0.134880275
0.589532032	0.113345664
0.590178094	0.246229385
0.590824157	0.27177311
0.591470219	0.23531946
0.592116282	0.036470318
0.592762344	-0.007042295
0.593408407	0.389870039
0.594054469	0.272465001
0.594700532	0.181960233
0.595346594	0.090692855
0.595992657	0.250601412
0.596638719	0.310598912
0.597284782	0.430746592
0.597930844	0.436051154
0.598576907	0.384001299
0.59922297	0.45189554
0.599869032	0.454294716
0.600515095	0.320596959
0.601161157	0.23261198
0.60180722	0.245178979
0.602453282	0.277510675
0.603099345	0.243663533
0.603745407	-0.03735711
0.60439147	0.051135003
0.605037532	0.147839332
0.605683595	0.412426744
0.606329657	0.378463984
0.60697572	0.213114938
0.607621782	0.112197524
0.608267845	0.217890354
0.608913907	0.01739235
0.60955997	-0.122057698
0.610206032	-0.077439641
0.610852095	0.011894959
0.611498157	-0.021965408
0.61214422	-0.044994892
0.612790282	-0.019522183
0.613436345	0.02658403
0.614082407	0.022183065
0.61472847	0.079794989
0.615374532	0.087207137
0.616020595	0.1904639
0.616666657	0.256585753
0.61731272	0.16389096
0.617958782	0.254219288
0.618604845	0.165862684
0.619250907	0.115873855
0.61989697	0.108004563
0.620543032	0.048973134
0.621189095	0.07278554
0.621835157	0.14397747
0.62248122	0.186813808
0.623127282	0.177934442
0.623773345	0.193347855
0.624419407	0.074678619
0.62506547	0.104938717
0.625711532	0.069400032
0.626357595	-0.116971634
0.627003657	-0.000641698
0.62764972	0.075059502
0.628295782	0.094813856
0.628941845	0.21564962
0.629587907	0.042339
0.63023397	-0.077060875
0.630880032	0.09104427
0.631526095	0.266178775
0.632172157	0.226293581
0.63281822	0.196167034
0.633464282	0.199512823
0.634110345	0.129582536
0.634756407	0.055459106
0.63540247	-0.004961018
0.636048532	-0.122893594
0.636694595	-0.048870792
0.637340657	-0.076774303
0.63798672	-0.230050158
0.638632782	-0.331819751
0.639278845	-0.212943185
0.639924907	0.089477458
0.64057097	0.104311938
0.641217032	-0.193448153
0.641863095	-0.210414787
0.642509157	-0.10886189
0.64315522	-0.057308957
0.643801282	-0.282558196
0.644447345	-0.240401309
0.645093407	-0.101659426
0.64573947	0.080461951
0.646385532	0.155056042
0.647031595	0.060992894
0.647677657	-0.042456515
0.64832372	-0.11982441
0.648969782	-0.057577716
0.649615845	-0.198328158
0.650261907	-0.443953789
0.65090797	-0.360378351
0.651554032	-0.091605842
0.652200095	-0.085338513
0.652846157	-0.129654364
0.65349222	-0.064862916
0.654138282	-0.080768469
0.654784345	-0.158061088
0.655430407	-0.147449359
0.65607647	-0.119103159
0.656722532	0.077722599
0.657368595	0.095684193
0.658014657	-0.176650903
0.65866072	-0.265350774
0.659306782	-0.168020541
0.659952845	-0.075435309
0.660598907	0.171880013
0.66124497	0.178228545
0.661891032	0.218733855
0.662537095	0.264094962
0.663183157	0.142986052
0.66382922	0.210781192
0.664475282	0.266702392
0.665121345	0.372035888
0.665767407	0.254574523
0.66641347	0.093744618
0.667059532	0.273901665
0.667705595	0.48442203
0.668351657	0.55078134
0.66899772	0.305494353
0.669643782	0.298580693
0.670289845	0.319193018
0.670935907	0.171914484
0.67158197	0.177205189
0.672228032	0.319635459
0.672874095	0.336451709
0.673520157	0.27482632
0.67416622	0.260783424
0.674812282	0.032941044
0.675458345	0.191716165
0.676104407	0.482238513
0.67675047	0.534016932
0.677396532	0.500680537
0.678042595	0.404138296
0.678688657	0.322106623
0.67933472	0.472957551
0.679980782	0.64385286
0.680626845	0.641539956
0.681272907	0.273580139
0.68191897	0.244431453
0.682565032	0.277818928
0.683211095	0.284763943
0.683857157	0.236252713
0.68450322	0.517343718
0.685149282	0.486786308
0.685795345	0.317220202
0.686441407	0.238317338
0.68708747	0.223854043
0.687733532	0.376739662
0.688379595	0.622303552
0.689025657	0.573531173
0.68967172	0.232577462
0.690317782	0.197987135
0.690963845	0.375918511
0.691609907	0.492504876
0.69225597	0.434624855
0.692902032	0.358300049
0.693548095	0.450260789
0.694194157	0.546719366
0.69484022	0.599618906
0.695486282	0.607897557
0.696132345	0.592800097
0.696778407	0.433306806
0.69742447	0.478752692
0.698070532	0.607417241
0.698716595	0.52522904
0.699362657	0.392264603
0.70000872	0.456975637
0.700654782	0.561288101
0.701300845	0.534387039
0.701946907	0.488195067
0.70259297	0.525933055
0.703239032	0.593293111
0.703885095	0.483757551
0.704531157	0.577943167
0.70517722	0.598168857
0.705823282	0.648923498
0.706469345	0.698557291
0.707115407	0.712266245
0.70776147	0.588569122
0.708407532	0.564027142
0.709053595	0.483736033
0.709699657	0.548272073
0.71034572	0.724715808
0.710991782	0.61551091
0.711637845	0.402266417
0.712283907	0.33578569
0.71292997	0.335864392
0.713576032	0.647373218
0.714222095	0.608384985
0.714868157	0.710670007
0.71551422	0.64521836
0.716160282	0.456614253
0.716806345	0.484918286
0.717452407	0.535532722
0.71809847	0.590009293
0.718744532	0.603195225
0.719390595	0.537425429
0.720036657	0.476026025
0.72068272	0.48074893
0.721328782	0.707967207
0.721974845	0.722729929
0.722620907	0.703472715
0.72326697	0.769820013
0.723913032	0.826735164
0.724559095	0.785272713
0.725205157	0.639986025
0.72585122	0.38109828
0.726497282	0.376159322
0.727143345	0.520588097
0.727789407	0.602383934
0.72843547	0.685282366
0.729081532	0.853999293
0.729727595	0.7382483
0.730373657	0.717694501
0.73101972	0.626775001
0.731665782	0.580847592
0.732311845	0.655372671
0.732957907	0.69862734
0.73360397	0.654588836
0.734250032	0.243260794
0.734896095	0.246686107
0.735542157	0.346732203
0.73618822	0.583446874
0.736834282	0.802100179
0.737480345	0.728609571
0.738126407	0.620010668
0.73877247	0.643568654
0.739418532	0.755275535
0.740064595	0.79896379
