# Amplitude Std_Amplitude
1.78450346 0.80934686
2.01980248 0.88885140
2.01327135 1.20127878
2.25304941 1.28308765
2.52172217 1.33132182
2.80102484 1.42669053
3.06365386 1.54540518
3.31289747 1.63362526
3.63905032 1.66839877
3.78452286 1.72056381
4.04052474 1.79847956
4.36985255 1.86900250
4.66252532 1.90777945
4.72535420 1.99795021
4.75724815 2.11885827
4.93670240 2.21293462
5.12370956 2.00119311
5.26308231 2.09578233
5.62609305 2.16611411
5.66475544 2.36617095
5.67006587 2.57088292
5.92285448 2.63526845
5.99944985 2.76672613
6.20591002 2.98272685
6.22202419 3.07115449
6.56970833 2.98330851
6.81889527 3.11548993
7.21220098 2.74941370
6.78413556 3.23629591
7.08039578 3.29293559
6.78443424 3.77163973
6.64464269 4.02051240
7.08169027 3.84639123
6.84784581 4.24126193
6.63917067 4.51943952
6.87862082 4.53359995
7.54229263 4.31914246
7.69174825 4.35956156
7.08130569 4.97004685
7.32274630 4.85742389
7.56312795 4.84370278
7.53610261 5.05945146
8.05359813 4.96908234
8.16342307 5.21081437
7.56313559 5.57025949
8.00929572 5.65727145
8.59785368 5.45206906
8.13478567 5.93183556
8.16276330 6.01205335
8.14868695 6.17562672
7.99624164 6.13059973
8.59941249 5.98019582
8.55325879 6.04245924
8.83593675 6.08584023
9.54741206 5.66294405
8.60622963 6.18190350
8.20927620 6.45562434
8.29548482 6.31592636
8.54671387 6.42977705
8.81328766 6.47616719
8.69442079 6.36643723
9.11756048 6.17722104
9.50334481 5.88154133
8.60064732 6.53545726
8.71718472 6.54712417
8.48902900 6.56156907
9.11819579 6.19023128
9.15263904 6.25439398
9.29185981 6.37364442
8.73340641 6.65963748
9.00411214 6.79869044
9.39102939 6.69982862
9.47872508 6.68926899
9.65366248 6.50237269
9.29545424 6.82594494
9.35352122 6.83936419
10.15603682 6.19155114
10.20223890 6.21228214
9.89863785 6.22015715
9.86205131 6.27018668
9.52907371 6.68083356
9.85624852 6.92238959
9.78489742 6.83654697
9.81822664 6.81113458
10.01075222 6.62592507
9.40257554 6.68560900
9.44999912 6.68612909
9.59850228 6.63899874
9.53878094 6.72075099
9.54593026 6.76570016
9.89991000 6.80723783
10.19038822 6.59758236
10.58061554 6.40172033
10.66474611 6.46623242
11.00803248 6.43716516
11.03629715 6.52642577
11.05207745 6.60036252
11.09522675 6.68219607
11.18352255 6.63523870
10.98299613 6.90382824
11.45113691 6.78131605
10.61292983 7.29422275
11.66253052 6.83902931
10.67609313 7.35274320
10.65813339 7.38983255
11.11495847 7.28858402
11.32907201 7.11707074
10.96340479 7.17769550
12.23438516 6.57415601
11.81468847 6.81707567
12.49038655 6.48755943
11.45461230 7.38840212
12.44586502 6.79287384
10.99162250 7.74596966
10.82208552 7.99808206
11.27717279 7.67321431
11.00517585 8.09219274
11.09684931 7.96472944
10.96594254 8.13284490
10.81528207 8.37921328
10.94461977 8.23382807
10.08709501 8.56413458
10.10784736 8.46380952
10.66875844 8.33181836
10.95376145 8.37681811
9.93928470 8.67351844
10.81217972 8.57274582
10.41225293 8.65230338
10.36615390 8.67864223
10.53120498 8.44567260
12.15210988 7.59790933
11.70779818 7.82978634
11.53876958 8.00688633
12.23644731 7.61920804
10.76759241 8.43480021
11.13010394 8.35006000
11.64539834 8.04205080
12.36159532 7.67855150
10.22335973 9.06130890
11.32062504 8.67227614
10.50448917 9.09621162
11.19072174 8.89793816
12.41939935 7.70960119
12.39388047 7.67659190
12.55220060 7.82318353
11.70156228 8.22078094
11.00808595 8.61180427
10.66559287 8.99381332
9.97634356 9.54245223
10.04131691 9.54337230
10.06193082 9.56326247
10.28408195 9.10794938
10.95713345 8.95369731
10.06672216 9.32293989
11.06160086 8.90180345
11.71759943 8.27941539
11.68448886 8.37761905
11.82818687 8.30148465
10.55751813 9.83303970
12.13736819 8.42151081
11.85291112 8.70730463
10.84279922 9.55014200
10.68115499 9.83080407
10.70489616 9.85512124
10.79357435 9.91938944
10.78236637 9.89800741
10.53227698 9.54627979
10.49809272 9.48636882
10.54307694 9.29800089
10.78573129 9.54579601
10.13319071 9.56968458
11.14994361 9.17978362
11.13743510 9.12150450
9.58726357 9.59214292
9.41446925 9.60861665
9.39535339 9.57737180
10.40135121 8.95725441
10.12050082 9.20858650
10.14142699 9.19361739
10.13422095 9.17408012
10.20035651 9.13023765
10.56051980 8.83477659
10.30536043 9.10188906
10.97088976 8.98838100
11.52559056 8.42482345
11.25680534 8.73127955
11.31840691 8.70691647
11.35394067 8.66610636
10.16627569 9.08769426
11.96712602 8.76000992
11.59582946 8.71642603
11.91669734 8.78114230
12.06550715 8.62624468
11.49379483 8.77357108
11.50610046 8.74013977
12.65901207 7.70022756
11.59435675 8.68634059
10.99069134 8.94059502
11.95503178 8.16265334
11.94552343 8.15325116
11.66269317 8.63338152
12.69664248 7.67790657
11.67001988 8.62591916
11.76475596 8.41448496
11.23344088 8.73547933
11.91997742 8.47880073
11.94739461 8.52296335
11.94310728 8.52937749
12.91257432 7.66342909
12.86266694 7.66795967
11.81384390 8.60545355
11.70408138 8.62168819
11.80262265 8.61335427
11.74731131 8.67532632
12.76096538 7.72614736
13.57677012 7.33782471
11.67206852 8.27271109
12.26719473 8.12845035
11.74461845 9.02053930
12.99403674 7.69284449
11.17426274 9.17498639
11.15297816 9.17586429
12.32105918 8.06869118
12.51122709 7.79768928
13.06328548 7.58926391
13.05229294 7.56635859
13.02532685 7.56504488
12.10927057 8.14833245
13.03624259 7.57256729
12.09928444 8.22726759
12.11667578 8.26393171
13.01045308 7.66629289
13.83130792 6.95210013
12.90782886 7.69226078
11.78222956 8.69939921
12.83487583 7.66050181
11.93463339 8.25524001
11.94932069 8.21999011
10.17253322 9.47741981
11.96395162 8.21835301
13.12861917 7.58283100
11.18454231 8.24299124
8.56051217 11.01456313
11.01699506 9.99541329
11.05817496 9.38886971
10.62448292 8.45462080
10.79730648 8.29126019
11.19585117 8.50213538
10.08655642 8.60615164
10.09416545 8.63408786
10.47717008 9.24806745
9.81412965 10.24578008
9.31999115 10.11841360
10.75164645 8.85882663
10.20716226 8.87532690
10.75340438 8.53738836
9.58355600 9.95209059
10.89990514 9.78537907
10.31702450 9.93541274
9.71405356 9.97547575
10.07473056 10.06066996
9.29320377 10.25946316
10.32174606 10.52637129
10.22571964 10.59863752
10.72717424 9.07273727
11.25121651 8.61347755
11.84234140 8.59053314
11.87054470 8.62733623
13.06139653 8.22000440
13.10636927 8.27660863
12.55397393 8.46803581
13.22051879 8.36160888
12.67209239 8.74478389
11.38233863 9.31066826
11.60900908 10.61496473
11.54227336 10.73285566
12.45223113 10.26956127
12.46565727 10.27653537
12.54720070 10.27478998
14.30065667 8.01470669
14.30715217 8.05155681
13.98060699 8.42477964
14.00820797 8.41519565
12.30049355 10.59992144
13.44436084 8.61890866
13.62044821 8.63316321
13.62350793 8.64752112
13.61517602 8.68014062
13.67782593 8.64769596
13.18603501 8.78312979
13.64256462 8.60189673
13.20901035 8.73829242
13.78336526 8.63585214
14.02299868 8.29961069
13.33730147 8.67652044
14.08923311 8.24555444
14.41819148 8.16663280
13.04463037 8.90444278
13.70298621 8.46536799
13.70832120 8.41580203
13.25498546 8.56120289
13.26858793 8.56701869
12.63041706 8.54824543
12.88097297 8.48108159
13.47093691 8.29598770
13.83576079 8.16268607
13.31092838 8.35377189
13.42292651 8.54926315
13.69649999 8.41250976
13.09279781 8.50054392
12.96364101 8.42499766
12.62128185 8.57007809
13.04200854 8.23375762
14.08445943 8.09255016
13.05453892 8.23642747
12.96553289 8.68327322
13.22810259 8.46667380
13.31045539 8.36313240
13.50913010 8.14231427
13.88724555 8.06103415
13.91055059 8.03941214
13.49931496 8.22855972
13.48590006 8.24377537
13.89469317 8.06085038
13.98621693 7.98073688
13.94078575 8.00678989
12.57445772 9.58869067
11.76886988 9.70165923
11.86015969 9.63448672
13.09178345 8.41004416
12.90500540 8.64560238
12.89376627 8.63266449
11.58048970 9.94850549
12.75704837 8.77488008
12.79703990 8.67357283
13.19217495 8.59228438
13.17807061 8.55118581
13.31179021 8.40833056
12.66359777 8.80979169
12.66361425 8.82349425
12.67950587 8.80729712
12.66740253 8.77963069
11.35305049 10.09949810
13.08314258 8.57400760
13.09389432 8.61392846
13.25065033 8.52852155
13.17323478 8.53720554
13.05087525 8.59093776
13.57946232 8.39979664
13.55029183 8.41326727
13.54508294 8.43574387
14.04834654 8.08704020
11.75161745 10.12406895
13.16748452 8.50273840
11.65604099 10.09627146
11.61353516 10.08931470
12.38548022 9.86883968
12.40151073 9.86287372
13.91868680 7.99522234
12.38439409 9.71613197
12.36328193 9.69584656
12.35198910 9.70591911
12.36261595 9.68485937
12.34645516 9.66783138
12.37440809 9.76500904
11.71366532 10.01271870
11.65770920 10.01789274
11.64143279 9.99831845
11.42122529 9.85583305
12.41501325 9.72750929
12.61031176 9.88260233
12.66587525 9.92552712
12.85494021 9.89748801
12.73310921 9.86560218
12.94597016 9.84227517
12.89874405 9.83880949
13.00841884 9.82701448
12.95788812 9.83037255
13.01628931 9.78181815
12.98303675 9.81530185
12.99866568 9.82294701
13.02535411 9.87780321
13.01818801 9.90443750
13.02887376 9.90038428
12.87345073 9.92631082
13.48656254 9.59817920
14.05749103 8.25714844
14.05651496 8.27681187
14.04742831 8.29690265
14.04485243 8.33541555
14.08307324 8.34409376
14.64645229 8.04923239
13.86086943 8.40125880
13.84846543 8.44803732
13.62893488 8.73250290
14.55139955 8.30287980
14.52369537 8.32450799
13.25049216 9.71791512
14.41367361 8.38964927
14.92659770 8.36265010
13.36863311 9.94713583
13.16611467 9.90250556
13.17092418 9.91302219
13.31283859 9.93878603
13.19591400 9.93808763
13.15059459 9.90993546
14.35870883 8.56365629
13.01670967 10.51158128
11.78122553 11.42467862
12.93429459 10.56848215
13.09307940 9.94155054
11.63116291 11.44727293
12.76701861 10.67342272
12.73202076 10.71182219
12.26370823 10.74918559
12.29684851 10.76072167
12.27297819 10.77056397
11.13286245 11.53916395
12.33220181 10.01361107
12.33406927 10.03318573
13.43096537 8.95042885
13.21005399 9.28767185
13.52798816 9.24549445
13.46385005 9.26607569
12.54286587 9.33970076
13.09935453 9.41903706
13.49422987 9.36905779
13.09057453 9.44644558
13.06075212 9.44633680
12.63645549 9.39251687
13.02946543 9.39151793
12.67545844 9.45521880
12.67182141 9.43023710
12.65316899 9.40569616
12.69462708 9.29743735
12.72572571 9.29069346
12.72508181 9.34860886
12.71413775 9.30196923
12.76360830 9.32508521
13.22802661 9.45256868
13.35113530 9.42556393
12.83136375 9.47861754
12.57248290 9.91421193
13.71204102 9.47552424
13.19440165 9.47877912
14.15528943 9.03916656
14.21700453 9.01838353
13.79265515 9.61787074
13.74569126 9.69875872
13.87230304 9.61419256
14.30951143 9.00145537
13.85292818 9.66621070
14.03197474 9.40459192
14.02717425 9.36978533
13.76181881 9.67809326
13.73328317 9.64961357
12.83645623 10.02850939
13.66924834 9.57760694
13.74339452 9.48029578
13.75184440 9.42301869
13.13576798 9.45150939
12.46966237 9.76863230
12.47678943 9.75119963
12.47138773 9.74159410
12.45500595 9.73767894
12.33265423 9.76362826
13.18170325 9.31128197
13.17525821 9.26124478
12.36753641 9.64272591
12.36418643 9.55123543
12.36079317 9.59363571
13.33438968 8.61102674
13.42392053 8.57203559
13.16754952 8.68853845
13.32652163 8.54950927
13.34216542 8.53955136
13.30283978 8.58745931
13.43617391 8.58194588
13.43480451 8.58651435
13.43099604 8.57739409
13.41514142 8.57846109
12.79043596 8.88170882
12.70339272 8.89525108
13.20652204 8.56826681
14.01602127 8.12485118
13.14390929 8.58546742
12.24787034 9.32131776
12.17338660 9.34042037
13.12125904 8.86515436
13.60427991 8.77163638
12.66066188 9.25899864
12.71440073 9.17352688
12.87951559 9.07906721
12.90988996 9.02352505
12.80760305 9.04154903
12.80197366 9.00987379
12.84719132 8.93990943
12.83290790 8.92456823
12.84236275 8.90130169
12.77170619 8.88095503
12.78089437 8.88539823
12.77162442 8.84120206
12.77734809 8.81178796
12.75612898 8.79711313
12.41293431 8.76724062
12.11422027 8.60116085
12.64758653 8.42509298
12.76274729 8.39924396
13.37716935 8.12740682
13.03653604 8.47017339
12.69964028 8.36387549
13.30330599 8.13292719
13.65743429 8.26644577
12.76747361 8.77628625
12.72286155 8.86904587
12.73566238 8.85797669
12.73698664 8.86439914
13.52896701 8.30620899
13.45847355 8.32052755
12.86393549 8.84013987
13.46048304 8.34104093
13.45267059 8.38043622
12.95562786 8.33433198
13.18286076 8.52271627
13.08484099 8.58400301
13.93424772 8.04579140
13.26540462 8.56302627
12.64770732 8.80031803
13.98817089 8.24638265
13.70348448 8.31799362
13.92811973 8.14429148
13.97580596 8.14632717
14.14025562 8.06542141
14.12479111 8.19418400
14.14198747 8.17232195
14.26752405 8.17590932
14.28019012 8.16988441
13.61857442 8.46392358
14.20614096 8.20292171
13.93526331 8.53750351
14.84891646 8.01033736
15.06193065 7.98590467
15.10985487 7.97255124
15.06007603 7.99400028
14.82295426 8.09363355
14.83842545 8.09911369
14.83233964 8.09665114
14.79101924 8.12916547
14.35915270 8.26156931
14.32080515 8.23987480
14.69329394 8.12177950
14.22936094 8.25429700
14.75624647 8.10208844
14.29523823 8.23778580
14.60085461 8.12375615
14.43343305 8.03948729
14.52363052 8.04176298
14.46278136 8.00900554
14.44351155 7.98245633
14.42159730 7.93301646
14.43127046 7.73137769
14.32957118 7.90420828
14.32665162 7.90841035
12.93988520 9.52151821
12.97424599 9.51495401
12.92008600 8.73079296
11.71712380 9.96231973
13.70456361 8.12491139
13.64895844 8.10087755
13.66882079 7.98931310
13.59981595 8.00399877
13.63559061 7.97465964
12.06762491 10.04182673
12.49151390 9.98995960
12.22838146 10.00350113
12.17914595 9.96133366
12.21062123 9.96099193
13.71054189 7.97592830
14.36729687 7.74330166
14.32140016 7.76082162
12.69332011 10.01918149
11.67561818 10.51514256
14.22687674 7.99524128
14.17862249 8.05747932
14.00677730 7.80130310
13.09117964 8.25842537
13.97331604 8.00763033
13.03678615 8.50820737
12.80158810 8.40347762
11.11991814 10.20621865
12.12346998 8.86186356
12.10331702 8.88662251
11.92399729 8.99013618
11.45024249 10.52428689
10.63899021 11.01521626
11.45486207 10.61520921
12.28503785 8.79869858
13.05676224 8.46007921
12.40596018 8.75880577
13.18347537 8.45286909
13.23092094 8.48620443
13.21245589 8.55106540
14.04717727 7.88257815
14.01383758 7.89987359
12.25277681 10.27832636
12.24862403 10.28040669
12.00123133 10.12274112
13.82344092 8.00023892
13.88404782 7.96751546
14.45086141 7.79861736
14.56373582 7.73997215
14.49275487 7.83847342
14.58083318 7.80750343
14.54280509 7.74513301
13.97534749 8.04898944
14.05288626 8.04274286
12.28300283 10.37238111
14.05647832 8.05617197
14.25345973 8.04798774
12.45758033 10.60720388
14.17893871 8.10232798
13.64648376 8.25444659
13.70897980 8.26902719
14.31693796 8.14331668
14.34018605 8.15717150
14.39238538 8.18466159
12.60891879 10.87718156
12.25020954 10.90605797
13.99853280 8.38049617
14.04682785 8.42453412
14.16039505 8.42796688
14.18703924 8.44644896
14.90550170 8.27781835
14.19675671 8.53587689
13.61828297 8.74514855
13.74348161 8.94255131
13.22105922 8.97656578
13.30666195 8.98860968
13.39958818 9.02986178
12.40314134 10.08672332
14.10966651 8.84140928
13.60452859 8.98271538
14.17605466 8.77804929
14.23670719 8.77908225
13.53503696 9.23104551
14.10434396 9.24890411
14.07795409 9.19799210
13.49850645 9.33945775
13.90403097 9.20445225
14.38454579 9.12889278
14.53381316 9.09657467
13.98831700 9.27184229
14.82363365 9.14443842
13.61106998 9.52688817
13.63501517 9.52946935
13.95978281 9.46835959
14.23186478 9.49718383
13.62195256 9.54100736
14.28924461 9.21188638
14.16158105 9.52317061
14.34345238 9.51583329
14.99379187 9.24860182
14.55420763 9.51718771
15.20624424 9.27213617
14.65724869 9.61642646
15.33816974 9.34026207
14.77006398 9.61009451
15.38239163 9.34513222
15.39790762 9.34944255
15.63967939 9.35283684
15.49188912 9.38910249
15.49213405 9.51305458
15.53525913 9.53872264
15.74646211 9.55494934
15.15701055 9.62565716
15.03060180 9.68435501
15.17672001 9.71823434
15.24162656 9.74035997
15.29062407 9.74458488
14.07674650 11.57861067
14.10933316 11.57202582
15.69121038 9.59851318
15.63674610 9.66142929
15.64563067 9.64906437
15.64947581 9.64382544
15.58879163 9.67146317
15.63835156 9.65732467
15.55675121 9.66878025
15.58734185 9.68217679
15.69181124 9.64403794
15.65825494 9.60308196
14.02311491 11.76241219
15.81216170 9.55780166
15.83726536 9.55574097
14.07590461 11.72529118
15.85281815 9.40245361
15.83851182 9.40301874
14.14001544 11.67615193
15.97796866 9.47366943
15.98651209 9.43897327
15.98386529 9.46733840
16.03276782 9.44599269
16.06456647 9.45467042
16.03117350 9.47541844
15.86901856 9.47172170
15.84744283 9.47129436
15.74882661 9.48423097
15.92243959 9.46575443
15.56999346 9.53515461
15.62302060 9.48918139
15.64865200 9.49691428
15.60039398 9.50850470
15.81787509 9.40279190
15.80512975 9.43435442
15.76394676 9.44610593
15.72994712 9.49077165
15.69966654 9.48402400
15.66024728 9.45469182
15.59556732 9.43664910
13.77689827 11.81751418
15.50537373 9.37845542
15.47232341 9.31948979
15.55482136 9.31854604
15.45405754 9.32971080
15.30775862 9.54539948
15.33382865 9.54542151
15.28296466 9.56622865
15.35616962 9.57964009
15.22718854 9.59478309
15.25205827 9.58368587
16.36074822 8.88743447
16.34113903 8.88521551
16.28044488 8.89676999
15.63408905 8.84593491
15.55531859 8.87976776
15.62980497 8.89571180
15.69069672 8.89458460
13.78429897 11.36932617
13.90849430 11.24166343
13.87241981 11.37561355
15.68445710 8.89306872
15.67069681 8.89430969
14.88492849 9.13687501
14.86562936 9.10337653
14.86447057 9.10236842
14.70683947 9.10939610
14.73757299 9.12270893
14.91482421 9.09413738
16.12541433 9.02172422
14.92136215 9.05083645
