# Frequency (Hz)	Transfer Amplitude
5.813256126025410531e+00	1.580147782181368921e-01
5.839922438530114057e+00	9.021173466290186571e-01
5.866588751034817584e+00	6.726975005716887002e-02
5.893255063539521110e+00	1.334336996708632983e-01
5.919921376044225525e+00	3.102748829978260181e-01
5.946587688548929052e+00	1.232299786839531341e-01
5.973254001053632578e+00	3.148733329707799067e-01
5.999920313558336105e+00	1.111399005698058273e-01
6.026586626063040519e+00	1.550975156732650850e+00
6.053252938567744046e+00	1.387245369818528584e-01
6.079919251072447572e+00	2.172269012394841825e-01
6.106585563577151099e+00	1.014412895352342775e-01
6.133251876081854626e+00	1.536469551958676016e-01
6.159918188586559040e+00	2.849568060508450573e-01
6.186584501091262567e+00	1.451006961108943505e-01
6.213250813595966093e+00	2.244505430482458541e-01
6.239917126100669620e+00	1.126476852013373442e+00
6.266583438605373146e+00	1.294444362123312875e-01
6.293249751110077561e+00	7.081740831253452439e-02
6.319916063614781088e+00	2.773428454063400772e-01
6.346582376119484614e+00	1.464734698596584228e-01
6.373248688624188141e+00	1.706169193953628593e-01
6.399915001128892555e+00	3.182646181756757509e-01
6.426581313633596082e+00	1.939309365034241339e-01
6.453247626138299609e+00	2.660574269965427230e-01
6.479913938643003135e+00	2.461206121108735212e-01
6.506580251147706662e+00	8.677515788170300781e-02
6.533246563652411076e+00	1.172903692263673747e-01
6.559912876157114603e+00	7.423636278893304408e-02
6.586579188661818129e+00	4.990908403258398907e-01
6.613245501166521656e+00	2.635679693818837599e-01
6.639911813671225183e+00	1.444209590083069261e-01
6.666578126175929597e+00	1.332813096200848590e-01
6.693244438680633124e+00	3.626903970883988970e-01
6.719910751185336650e+00	1.025606247307782048e-01
6.746577063690040177e+00	3.413294747997271950e-01
6.773243376194744592e+00	3.513166767971214743e-01
6.799909688699448118e+00	3.796261636162090447e-01
6.826576001204151645e+00	9.568704101614243507e-02
6.853242313708855171e+00	1.910332253276801617e-01
6.879908626213558698e+00	1.462745871005860232e-01
6.906574938718263112e+00	1.486032683435952739e-01
6.933241251222966639e+00	2.717019146306962618e-01
6.959907563727670166e+00	8.114502321065328871e-01
6.986573876232373692e+00	1.837569941929872164e-01
7.013240188737078107e+00	3.474337438239897269e-01
7.039906501241781633e+00	5.819388244942829136e-01
7.066572813746485160e+00	1.750237589101191760e-01
7.093239126251188686e+00	3.059971191571440041e-01
7.119905438755892213e+00	1.942377404396984364e-01
7.146571751260596628e+00	1.546074199118337711e-01
7.173238063765300154e+00	1.958453135146920598e-01
7.199904376270003681e+00	1.704802470169176076e-01
7.226570688774707207e+00	1.259083368795849978e-01
7.253237001279410734e+00	9.791242625865140270e-02
7.279903313784115149e+00	4.428394307119457030e-01
7.306569626288818675e+00	1.444417796806926335e-01
7.333235938793522202e+00	1.003813363831945332e-01
7.359902251298225728e+00	4.932137742704776895e-01
7.386568563802930143e+00	9.297645060129924865e-02
7.413234876307633670e+00	9.034684366965535507e-02
7.439901188812337196e+00	1.449006906491837610e-01
7.466567501317040723e+00	1.597907416055188434e-01
7.493233813821744249e+00	4.225759066083125681e-01
7.519900126326448664e+00	1.225065647902598559e-01
7.546566438831152190e+00	2.937320044087782245e-01
7.573232751335855717e+00	1.609936849139409210e-01
7.599899063840559243e+00	1.139252291451787052e-01
7.626565376345262770e+00	2.528732023472162749e-01
7.653231688849967185e+00	2.738067573980287328e-01
7.679898001354670711e+00	1.229843005329619987e-01
7.706564313859374238e+00	8.652965080018440447e-02
7.733230626364077764e+00	1.608997957437126036e-01
7.759896938868782179e+00	2.650100206340781361e-01
7.786563251373485706e+00	3.989718871179506188e-01
7.813229563878189232e+00	9.067265353740934508e-02
7.839895876382892759e+00	1.679620270894126854e-01
7.866562188887596285e+00	1.584017710782167632e-01
7.893228501392300700e+00	1.574424683017811855e-01
7.919894813897004227e+00	1.271242590809380235e-01
7.946561126401707753e+00	9.385088918896367094e-02
7.973227438906411280e+00	1.209014421711317733e-01
7.999893751411114806e+00	1.220348561974290008e-01
8.026560063915818333e+00	8.287530836128723655e-01
8.053226376420521859e+00	1.575517965190742220e-01
8.079892688925227162e+00	1.672686080631978489e-01
8.106559001429930689e+00	2.696133851897503098e-01
8.133225313934634215e+00	3.549797784769472830e-01
8.159891626439337742e+00	1.203740994974923650e-01
8.186557938944041268e+00	1.569074290320963960e-01
8.213224251448744795e+00	1.039940875733812164e-01
8.239890563953448321e+00	6.117406662533859951e-02
8.266556876458151848e+00	1.235785598495222071e-01
8.293223188962855374e+00	1.545555428829540057e-01
8.319889501467560677e+00	3.389713911283692149e-01
8.346555813972264204e+00	1.477906897771668893e-01
8.373222126476967730e+00	3.730259408262296961e-01
8.399888438981671257e+00	1.138122104577450611e-01
8.426554751486374784e+00	5.316486782667850797e-01
8.453221063991078310e+00	2.994058758555363520e-01
8.479887376495781837e+00	2.680606082688726799e-01
8.506553689000485363e+00	1.498412333762403903e-01
8.533220001505188890e+00	3.751065947631864739e-01
8.559886314009892416e+00	1.633236229363597136e-01
8.586552626514597719e+00	4.030813540065704692e-01
8.613218939019301246e+00	2.036069999702646571e-01
8.639885251524004772e+00	9.778971253813320552e-02
8.666551564028708299e+00	7.882475479599070078e-02
8.693217876533411825e+00	8.207798452919573551e-02
8.719884189038115352e+00	1.280843219310560943e-01
8.746550501542818878e+00	6.525151602331967504e-02
8.773216814047522405e+00	1.317752381367698622e-01
8.799883126552225932e+00	6.606258560566878602e-02
8.826549439056931234e+00	1.251983956188868208e-01
8.853215751561634761e+00	9.133053265417322153e-02
8.879882064066338287e+00	1.281793314363858238e-01
8.906548376571041814e+00	2.885149067076132057e-01
8.933214689075745341e+00	1.908655407598440990e+00
8.959881001580448867e+00	1.619234989107534439e-01
8.986547314085152394e+00	6.966034278132432478e-01
9.013213626589855920e+00	2.144336231824989503e-01
9.039879939094559447e+00	2.201754293015096564e-01
9.066546251599264750e+00	1.137859595585722083e-01
9.093212564103968276e+00	1.192179893484649617e-01
9.119878876608671803e+00	2.938808489179189909e-01
9.146545189113375329e+00	1.582513034409741559e-01
9.173211501618078856e+00	2.162432540676564319e-01
9.199877814122782382e+00	2.744739698007833684e-01
9.226544126627485909e+00	1.378959340330433714e-01
9.253210439132189435e+00	2.237951655430373832e-01
9.279876751636892962e+00	2.161490784285030053e-01
9.306543064141596489e+00	2.481982030433939612e-01
9.333209376646301791e+00	9.204328375942759377e-02
9.359875689151005318e+00	2.087670886683932470e-01
9.386542001655708845e+00	7.843897949510000855e-02
9.413208314160412371e+00	2.200702979562254025e-01
9.439874626665115898e+00	1.765909485049237948e-01
9.466540939169819424e+00	4.896965122802728887e-01
9.493207251674522951e+00	2.259351324025808128e-01
9.519873564179226477e+00	3.081444254263435711e-01
9.546539876683930004e+00	3.808067109429397190e-01
9.573206189188635307e+00	1.187557852342284725e+00
9.599872501693338833e+00	1.699208152539800620e-01
9.626538814198042360e+00	1.747267013953848758e-01
9.653205126702745886e+00	7.709138676597347695e-02
9.679871439207449413e+00	1.767729524452103795e-01
9.706537751712152939e+00	2.756028340645605423e-01
9.733204064216856466e+00	1.938904213376097529e-01
9.759870376721559992e+00	1.851258199726188436e-01
9.786536689226263519e+00	9.242533385822832015e-02
9.813203001730968822e+00	4.631983044945385819e-01
9.839869314235672348e+00	4.610967129934746556e-01
9.866535626740375875e+00	4.926225748602701127e-01
9.893201939245079402e+00	8.740985362005414261e-02
9.919868251749782928e+00	2.534361184865837058e-01
9.946534564254486455e+00	9.752679024882845438e-01
9.973200876759189981e+00	3.192359698208235286e-01
9.999867189263893508e+00	1.277483929233819981e-01
1.002653350176859703e+01	1.507905534165493999e-01
1.005319981427330056e+01	1.254361317440638723e-01
1.007986612677800586e+01	2.973531937348256604e-01
1.010653243928270939e+01	3.283034183622038360e-01
1.013319875178741292e+01	1.289457568764680040e-01
1.015986506429211644e+01	2.563278431735873109e-01
1.018653137679681997e+01	2.474400275341139266e-01
1.021319768930152350e+01	1.585495014536223990e-01
1.023986400180622702e+01	2.499770768165875678e-01
1.026653031431093055e+01	1.319499155159620241e-01
1.029319662681563408e+01	4.840502032119274878e-01
1.031986293932033938e+01	3.736785521152434786e-01
1.034652925182504291e+01	8.371861330526964018e-02
1.037319556432974643e+01	2.829376673835580225e-01
1.039986187683444996e+01	2.639193355697828092e-01
1.042652818933915349e+01	1.440460109673057099e-01
1.045319450184385701e+01	1.620612295909387435e-01
1.047986081434856054e+01	1.078227212285665093e-01
1.050652712685326406e+01	3.313178498587955878e-01
1.053319343935796759e+01	1.808407371698703414e-01
1.055985975186267289e+01	2.018500897023320639e-01
1.058652606436737642e+01	2.992917694345285096e-01
1.061319237687207995e+01	2.188604554662910706e-01
1.063985868937678347e+01	2.048702718727245520e-01
1.066652500188148700e+01	2.620245876123791784e-01
1.069319131438619053e+01	2.526339303361837541e-01
1.071985762689089405e+01	1.440013913471016316e-01
1.074652393939559758e+01	2.443260073260596632e-01
1.077319025190030111e+01	3.812403501853686705e-01
1.079985656440500641e+01	5.425352699582166593e-01
1.082652287690970994e+01	3.926408075738536674e-01
1.085318918941441346e+01	2.328586736740013985e-01
1.087985550191911699e+01	2.885073580919504943e-01
1.090652181442382052e+01	1.468961460017276233e-01
1.093318812692852404e+01	1.504360945411019057e-01
1.095985443943322757e+01	1.649821953466973079e-01
1.098652075193793110e+01	2.912991480484199980e-01
1.101318706444263462e+01	2.165893373225444563e-01
1.103985337694733815e+01	2.171682604925251336e-01
1.106651968945204345e+01	1.906630610867285913e-01
1.109318600195674698e+01	1.770702946681624312e-01
1.111985231446145050e+01	7.326272709180456921e-01
1.114651862696615403e+01	5.010172270187418508e-01
1.117318493947085756e+01	2.455073942465251513e-01
1.119985125197556108e+01	2.813079743053203963e-01
1.122651756448026461e+01	3.121230767478426760e-01
1.125318387698496814e+01	1.859366365597529547e-01
1.127985018948967166e+01	9.984976873991084634e-02
1.130651650199437697e+01	1.714634415046318028e-01
1.133318281449908049e+01	4.500443007257562411e-01
1.135984912700378402e+01	1.141250438631514902e-01
1.138651543950848755e+01	1.200916296047733617e-01
1.141318175201319107e+01	2.748929171129171345e-01
1.143984806451789460e+01	1.803405926739009291e-01
1.146651437702259813e+01	3.022375889510959812e-01
1.149318068952730165e+01	1.531406460847024031e-01
1.151984700203200518e+01	4.104241338304804865e-01
1.154651331453671048e+01	1.899407570178279769e-01
1.157317962704141401e+01	4.121201308384270234e-01
1.159984593954611753e+01	1.249971220676570627e-01
1.162651225205082106e+01	1.615857230815978263e-01
1.165317856455552459e+01	1.026667958085303867e-01
1.167984487706022811e+01	3.556181513549516171e-01
1.170651118956493164e+01	2.567381899312164983e-01
1.173317750206963517e+01	3.034699155761446665e-01
1.175984381457433869e+01	1.263579847949930779e-01
1.178651012707904222e+01	2.312924150393738387e-01
1.181317643958374752e+01	2.443479813277426860e-01
1.183984275208845105e+01	1.504054786331298910e-01
1.186650906459315458e+01	1.646553376820854286e-01
1.189317537709785810e+01	1.902977021689008230e-01
1.191984168960256163e+01	1.718052459022299805e-01
1.194650800210726516e+01	3.984711976102005559e-01
1.197317431461196868e+01	7.608597419809697004e-02
1.199984062711667221e+01	3.245426213442463292e-01
1.202650693962137574e+01	1.428771447450429277e-01
1.205317325212608104e+01	2.025864924305529613e-01
1.207983956463078457e+01	1.939897438462792889e-01
1.210650587713548809e+01	9.298186627301251173e-02
1.213317218964019162e+01	4.423054262781032642e-01
1.215983850214489514e+01	4.132916333388440555e-01
1.218650481464959867e+01	1.269838155200159191e-01
1.221317112715430220e+01	1.992410029318500697e-01
1.223983743965900572e+01	2.073504984287830866e-01
1.226650375216370925e+01	1.332120411050535247e-01
1.229317006466841455e+01	3.241244953080484326e-01
1.231983637717311808e+01	1.418608067153162844e-01
1.234650268967782161e+01	1.457938286280512641e-01
1.237316900218252513e+01	3.015628777432932672e-01
1.239983531468722866e+01	1.762304403269827624e-01
1.242650162719193219e+01	4.390665237772418683e-01
1.245316793969663571e+01	1.013689489629923807e-01
1.247983425220133924e+01	1.774712628096850597e-01
1.250650056470604277e+01	1.069631755006046070e-01
1.253316687721074629e+01	2.100158543002098310e-01
1.255983318971545160e+01	7.244895182446758897e-01
1.258649950222015512e+01	1.895020996144711478e-01
1.261316581472485865e+01	3.743329419208047959e-01
1.263983212722956218e+01	1.304735914039971134e-01
1.266649843973426570e+01	2.670481921335871589e-01
1.269316475223896923e+01	8.712942776018613167e-02
1.271983106474367275e+01	1.222120054163023939e-01
1.274649737724837628e+01	2.116352882381529743e-01
1.277316368975307981e+01	1.232951919213552683e-01
1.279983000225778511e+01	6.550948230732592803e-01
1.282649631476248864e+01	1.604830040485856202e-01
1.285316262726719216e+01	5.604349488391636713e-01
1.287982893977189569e+01	2.230881474347650439e-01
1.290649525227659922e+01	1.442722943470524655e+00
1.293316156478130274e+01	5.156858883267178006e-01
1.295982787728600627e+01	2.687626100438160748e-01
1.298649418979070980e+01	1.339866608009195881e-01
1.301316050229541332e+01	2.107910749475048473e-01
1.303982681480011863e+01	2.732962848813046963e-01
1.306649312730482215e+01	1.697847609228972099e-01
1.309315943980952568e+01	1.096619407973118965e-01
1.311982575231422921e+01	1.677553584259061648e-01
1.314649206481893273e+01	1.464247022739369464e-01
1.317315837732363626e+01	4.870682444715692117e-01
1.319982468982833979e+01	1.856667474638150073e-01
1.322649100233304331e+01	1.104552577007215514e-01
1.325315731483774684e+01	3.624985942047221354e-01
1.327982362734245037e+01	9.624955676440067887e-01
1.330648993984715567e+01	2.426790596390519250e-01
1.333315625235185919e+01	1.734450472372692231e-01
1.335982256485656272e+01	1.224203782357662224e-01
1.338648887736126625e+01	2.300315222616912958e-01
1.341315518986596977e+01	2.554383984523564965e-01
1.343982150237067330e+01	2.432437325262618300e-01
1.346648781487537683e+01	6.292405273788348463e-01
1.349315412738008035e+01	4.174264626476283380e-01
1.351982043988478388e+01	2.127107049534965044e-01
1.354648675238948918e+01	1.020024174156090868e-01
1.357315306489419271e+01	2.563487743262505281e-01
1.359981937739889624e+01	2.016330685001189726e-01
1.362648568990359976e+01	6.440907521119385581e-01
1.365315200240830329e+01	1.721853303315058481e-01
1.367981831491300682e+01	5.190075357171637371e-01
1.370648462741771034e+01	2.885158872628331705e-01
1.373315093992241387e+01	1.534357767254000526e+00
1.375981725242711740e+01	1.197732209948109833e-01
1.378648356493182270e+01	2.233902353592486234e-01
1.381314987743652622e+01	4.310049911377692999e-01
1.383981618994122975e+01	6.491806122228436227e-01
1.386648250244593328e+01	2.375146128293925962e-01
1.389314881495063680e+01	2.815651267788706891e-01
1.391981512745534033e+01	1.352868521562639592e-01
1.394648143996004386e+01	2.405663675589776451e-01
1.397314775246474738e+01	6.036104152788269728e-01
1.399981406496945091e+01	1.681766660652342094e-01
1.402648037747415621e+01	1.200325012091938981e-01
1.405314668997885974e+01	2.266965078743225503e-01
1.407981300248356327e+01	3.030682699905148936e-01
1.410647931498826679e+01	3.461819659247056258e-01
1.413314562749297032e+01	4.029247853161564974e-01
1.415981193999767385e+01	4.360909175517752590e-01
1.418647825250237737e+01	2.073190324692928133e-01
1.421314456500708090e+01	1.157819675704568202e-01
1.423981087751178443e+01	1.918490659723908753e-01
1.426647719001648795e+01	3.212839357629269088e-01
1.429314350252119326e+01	4.944402839878828670e-01
1.431980981502589678e+01	4.413688358347102603e-01
1.434647612753060031e+01	3.397248926770063959e-01
1.437314244003530384e+01	2.321045436368742720e-01
1.439980875254000736e+01	3.333923863180838221e-01
1.442647506504471089e+01	2.854082935789366560e-01
1.445314137754941441e+01	1.983727767275211551e-01
1.447980769005411794e+01	3.153909970433903531e-01
1.450647400255882147e+01	1.769206141593795412e-01
1.453314031506352677e+01	2.231227216298220517e-01
1.455980662756823030e+01	9.293152369295606396e-01
1.458647294007293382e+01	2.284765674042303907e+00
1.461313925257763735e+01	7.834571415476976330e-01
1.463980556508234088e+01	1.748543418215182110e-01
1.466647187758704440e+01	2.958619166698910341e-01
1.469313819009174793e+01	1.599158900504265013e-01
1.471980450259645146e+01	3.882005803642155417e+00
1.474647081510115498e+01	2.333655113851644536e-01
1.477313712760586029e+01	2.311578811398953548e-01
1.479980344011056381e+01	1.771678377237397295e-01
1.482646975261526734e+01	3.915436208436872123e-01
1.485313606511997087e+01	5.201956387759192335e-01
1.487980237762467439e+01	2.610002896507513381e-01
1.490646869012937792e+01	2.300134256366632712e-01
1.493313500263408145e+01	2.507970561804538367e-01
1.495980131513878497e+01	9.150469732723555405e-02
1.498646762764348850e+01	1.530296074553681718e-01
1.501313394014819202e+01	1.957493798149435027e-01
1.503980025265289733e+01	3.242941393592002619e-01
1.506646656515760085e+01	1.907014401315301755e-01
1.509313287766230438e+01	1.544610634134623850e-01
1.511979919016700791e+01	4.480788340348378918e-01
1.514646550267171143e+01	7.600311801321225635e-01
1.517313181517641496e+01	4.060665931133016215e-01
1.519979812768111849e+01	1.516582799461850817e+00
1.522646444018582201e+01	3.169298999593026522e-01
1.525313075269052554e+01	2.993307088634750701e-01
1.527979706519523084e+01	1.635611435967118943e-01
1.530646337769993437e+01	1.894364051060514753e-01
1.533312969020463790e+01	1.065902784125935865e+00
1.535979600270934142e+01	2.875352677810013025e-01
1.538646231521404495e+01	8.660975561878450080e-01
1.541312862771874848e+01	2.830592123197005483e-01
1.543979494022345200e+01	2.497990875371819408e-01
