# X 	Z
0.000000000000000000e+00	1.548084989126484290e+00
5.410156250000000468e-04	1.547135890902486821e+00
1.082031250000000094e-03	1.511793912976519438e+00
1.623046874999999924e-03	1.510083937900142947e+00
2.164062500000000187e-03	1.496501331639055188e+00
2.705078125000000017e-03	1.537052187285290472e+00
3.246093749999999847e-03	1.688578887988024135e+00
3.787109375000000111e-03	1.631147343972389585e+00
4.328125000000000375e-03	1.668849578574774561e+00
4.869140624999999771e-03	1.645523210285666504e+00
5.410156250000000035e-03	1.646897800641284659e+00
5.951171875000000298e-03	1.696424630220924934e+00
6.492187499999999695e-03	1.673895722782899664e+00
7.033203124999999958e-03	1.683522899825776076e+00
7.574218750000000222e-03	1.687566689302755218e+00
8.115234375000000486e-03	1.651626855487680956e+00
8.656250000000000749e-03	1.844230472345749883e+00
9.197265624999999278e-03	1.845890978064715471e+00
9.738281249999999542e-03	1.841657101937245855e+00
1.027929687499999981e-02	1.825161429094043219e+00
1.082031250000000007e-02	1.815895310855556222e+00
1.136132812500000033e-02	1.637662397481023602e+00
1.190234375000000060e-02	1.538566778480253694e+00
1.244335937500000086e-02	1.547805852324145359e+00
1.298437499999999939e-02	1.535231036616757860e+00
1.352539062499999965e-02	1.548909393573434157e+00
1.406640624999999992e-02	1.515379889577097572e+00
1.460742187500000018e-02	1.488689171784115750e+00
1.514843750000000044e-02	1.471321743416962979e+00
1.568945312499999897e-02	1.507617441668373859e+00
1.623046875000000097e-02	1.453761301025272790e+00
1.677148437499999950e-02	1.572689685898752243e+00
1.731250000000000150e-02	1.673840705101416804e+00
1.785351562500000003e-02	1.636774001975538795e+00
1.839453124999999856e-02	1.658109406018361875e+00
1.893554687500000056e-02	1.599312300131890519e+00
1.947656249999999908e-02	1.659642219348447467e+00
2.001757812500000108e-02	1.731703409783147629e+00
2.055859374999999961e-02	1.687832234026776179e+00
2.109960937500000161e-02	1.628434893170416009e+00
2.164062500000000014e-02	1.617653910190367306e+00
2.218164062499999867e-02	1.784550405539181650e+00
2.272265625000000067e-02	1.931107036407688549e+00
2.326367187499999920e-02	1.898831994230958387e+00
2.380468750000000119e-02	1.878520510874644334e+00
2.434570312499999972e-02	1.955281272979455087e+00
2.488671875000000172e-02	1.770043337358880420e+00
2.542773437500000025e-02	1.626200811858041995e+00
2.596874999999999878e-02	1.486868735167705236e+00
2.650976562500000078e-02	1.672214303364561117e+00
2.705078124999999931e-02	1.425889280481728694e+00
2.759179687500000130e-02	1.716625112519951202e+00
2.813281249999999983e-02	1.270743015596654368e+00
2.867382812499999836e-02	1.839258980981624880e+00
2.921484375000000036e-02	1.078346818054161771e+00
2.975585937499999889e-02	1.960129112023688336e+00
3.029687500000000089e-02	8.730806727714184312e-01
3.083789062499999942e-02	2.789221113521965556e+00
3.137890624999999795e-02	1.119543767791884470e+00
3.191992187499999994e-02	3.173371145949448913e+00
3.246093750000000194e-02	6.429073609877182793e-01
3.300195312499999700e-02	3.695991515166143770e+00
3.354296874999999900e-02	-3.046838441329122737e-01
3.408398437500000100e-02	4.040104233964132874e+00
3.462500000000000300e-02	-1.304903874931105268e+00
3.516601562499999806e-02	5.158523538762628924e+00
3.570703125000000006e-02	-2.707741241694246348e+00
3.624804687500000205e-02	7.132470876385617942e+00
3.678906249999999711e-02	-4.775125433843876444e+00
3.733007812499999911e-02	1.065469420119870314e+01
3.787109375000000111e-02	-1.070204814423865791e+01
3.841210937500000311e-02	2.344980667409284081e+01
3.895312499999999817e-02	2.385004534943750087e+01
3.949414062500000017e-02	2.415207866302009521e+01
4.003515625000000216e-02	2.436938444986905949e+01
4.057617187499999722e-02	2.451544050181196965e+01
4.111718749999999922e-02	2.460372415230684240e+01
4.165820312500000122e-02	2.464771247288099332e+01
4.219921875000000322e-02	2.466088252808434689e+01
4.274023437499999828e-02	-1.100248000683596850e+01
4.328125000000000028e-02	1.111940944065020176e+01
4.382226562500000228e-02	-4.854118172050176483e+00
4.436328124999999734e-02	7.650738689920598468e+00
4.490429687499999933e-02	-2.122821267437630333e+00
4.544531250000000133e-02	5.974177864943744254e+00
4.598632812500000333e-02	-7.697890323416176628e-01
4.652734374999999839e-02	4.917616872034724196e+00
4.706835937500000039e-02	4.014278239099766665e-02
4.760937500000000239e-02	4.194899894078079505e+00
4.815039062499999745e-02	5.746467016918614945e-01
4.869140624999999944e-02	3.760833509806650543e+00
4.923242187500000144e-02	8.424227563325503709e-01
4.977343750000000344e-02	3.551667386204726995e+00
5.031445312499999850e-02	8.650611195686135346e-01
5.085546875000000050e-02	3.699723979546520436e+00
5.139648437500000250e-02	8.764543485443754278e-02
5.193749999999999756e-02	5.633052218439003056e+00
5.247851562499999956e-02	-1.255332746824463541e+01
5.301953125000000155e-02	-1.199289307375890878e+01
5.356054687499999661e-02	-1.044730978407939759e+01
5.410156249999999861e-02	-8.113608490190811651e+00
5.464257812500000061e-02	-5.188820233549530592e+00
5.518359375000000261e-02	-1.869974822652661572e+00
5.572460937499999767e-02	1.645898305974318854e+00
5.626562499999999967e-02	5.161767794597613701e+00
5.680664062500000167e-02	8.480601357615043412e+00
5.734765624999999672e-02	1.140536758572899956e+01
5.788867187499999872e-02	1.373903594873320166e+01
5.842968750000000072e-02	1.528457528948197996e+01
5.897070312500000272e-02	1.584495371940162300e+01
5.951171874999999778e-02	-5.412192848448235338e+00
6.005273437499999978e-02	6.966420650880821519e+00
6.059375000000000178e-02	-1.552001629396339233e+00
6.113476562499999684e-02	4.859769120273275789e+00
6.167578124999999883e-02	-2.301587774023037269e-01
6.221679687500000083e-02	3.824196624190873806e+00
6.275781249999999589e-02	4.856735452501119710e-01
6.329882812499999789e-02	3.263943219232145587e+00
6.383984374999999989e-02	9.398905044194796332e-01
6.438085937500000189e-02	2.848051481613246949e+00
6.492187500000000389e-02	1.220712541391193007e+00
6.546289062500000588e-02	2.572487018004367521e+00
6.600390624999999400e-02	1.465665204295766966e+00
6.654492187499999600e-02	2.349657599784535034e+00
6.708593749999999800e-02	1.582033029169840121e+00
6.762695312500000000e-02	2.202627465824237074e+00
6.816796875000000200e-02	1.693202956793540714e+00
6.870898437500000400e-02	2.082076741935042996e+00
6.925000000000000600e-02	1.766085352337027681e+00
6.979101562499999412e-02	2.028381680813623245e+00
7.033203124999999611e-02	1.800527479727276781e+00
7.087304687499999811e-02	1.937258829282524353e+00
7.141406250000000011e-02	1.828061132805862909e+00
7.195507812500000211e-02	1.907951079242337755e+00
7.249609375000000411e-02	1.829505331387873523e+00
7.303710937500000611e-02	1.851233748855836581e+00
7.357812499999999423e-02	1.828622171836828070e+00
7.411914062499999623e-02	1.851748347129655636e+00
7.466015624999999822e-02	1.829446893207693936e+00
7.520117187500000022e-02	1.741450735650667436e+00
7.574218750000000222e-02	1.721324961785115626e+00
7.628320312500000422e-02	1.737619724502082352e+00
7.682421875000000622e-02	1.736830301496187667e+00
7.736523437499999434e-02	1.700396505117402590e+00
7.790624999999999634e-02	1.709699408956012689e+00
7.844726562499999833e-02	1.682969031044422525e+00
7.898828125000000033e-02	1.698402470071766146e+00
7.952929687500000233e-02	1.661339963232832506e+00
8.007031250000000433e-02	1.681584929606387835e+00
8.061132812500000633e-02	1.087899121109827671e+00
8.115234374999999445e-02	8.818628015058178615e-01
8.169335937499999645e-02	9.407051931431253955e-01
8.223437499999999845e-02	9.147509717610309288e-01
8.277539062500000044e-02	9.379531191158947401e-01
8.331640625000000244e-02	9.130108595338475297e-01
8.385742187500000444e-02	8.916409193335383954e-01
8.439843750000000644e-02	8.661556519264497211e-01
8.493945312499999456e-02	8.440877627031022623e-01
8.548046874999999656e-02	8.718737817120105760e-01
8.602148437499999856e-02	8.550084025110080699e-01
8.656250000000000056e-02	8.348032597324213100e-01
8.710351562500000255e-02	8.476780675246573526e-01
8.764453125000000455e-02	8.538741781087912930e-01
8.818554687500000655e-02	8.252807328770102036e-01
8.872656249999999467e-02	8.056166272169693610e-01
8.926757812499999667e-02	7.852529888065356012e-01
8.980859374999999867e-02	7.652774539862745584e-01
9.034960937500000067e-02	7.619974970564800110e-01
9.089062500000000266e-02	7.475352827584802462e-01
9.143164062500000466e-02	7.593204170810645692e-01
9.197265625000000666e-02	7.439282290199891179e-01
9.251367187499999478e-02	7.116097737604147877e-01
9.305468749999999678e-02	7.145476217400026364e-01
9.359570312499999878e-02	7.428005713976220115e-01
9.413671875000000078e-02	7.005433322778058525e-01
9.467773437500000278e-02	6.496662428213553220e-01
9.521875000000000477e-02	6.262007303649639312e-01
9.575976562500000677e-02	6.538315382003656584e-01
9.630078124999999489e-02	6.416264911441136309e-01
9.684179687499999689e-02	6.279464729196979622e-01
9.738281249999999889e-02	6.015309352354811789e-01
9.792382812500000089e-02	6.089713601606008275e-01
9.846484375000000289e-02	5.747103733524530078e-01
9.900585937500000488e-02	5.749267875897317026e-01
9.954687500000000688e-02	5.781709820136577971e-01
1.000878906249999950e-01	5.844427080184584344e-01
1.006289062499999970e-01	5.686597240809452281e-01
1.011699218749999990e-01	5.462757678198220113e-01
1.017109375000000010e-01	5.484308784595244290e-01
1.022519531250000030e-01	5.601383220027091880e-01
1.027929687500000050e-01	1.247160463172742872e-01
1.033339843749999931e-01	-1.763925788704545639e-02
1.038749999999999951e-01	-5.384390568256236520e-03
1.044160156249999971e-01	-1.502738525858138274e-02
1.049570312499999991e-01	3.362134119238913144e-03
1.054980468750000011e-01	-3.516931136286327586e-02
1.060390625000000031e-01	-4.489151110604838735e-02
1.065800781250000051e-01	-3.791838395738089673e-02
1.071210937499999932e-01	-3.234333864849459061e-02
1.076621093749999952e-01	-5.635445113675574547e-02
1.082031249999999972e-01	-7.120230005724481614e-02
1.087441406249999992e-01	-7.246112817259442451e-02
1.092851562500000012e-01	-8.210753160527506367e-02
1.098261718750000032e-01	-9.152181857904695406e-02
1.103671875000000052e-01	-9.682054672087980762e-02
1.109082031249999933e-01	-8.977146738577790330e-02
1.114492187499999953e-01	-1.182863948957586508e-01
1.119902343749999973e-01	-1.192328146945875744e-01
1.125312499999999993e-01	-1.470466086842820985e-01
1.130722656250000013e-01	-1.030304984806287294e-01
1.136132812500000033e-01	-1.730109486777324790e-01
1.141542968750000053e-01	-1.109036407126167134e-01
1.146953124999999934e-01	-2.482910058335874304e-01
1.152363281249999954e-01	-6.458197980598567867e-02
1.157773437499999974e-01	-2.807148228639100296e-01
1.163183593749999994e-01	1.299436367882655929e-03
1.168593750000000014e-01	-2.565377968234447970e-01
1.174003906250000034e-01	1.786067620746192297e-01
1.179414062500000054e-01	-3.706664533652057614e-01
1.184824218749999936e-01	3.210467239488119517e-01
1.190234374999999956e-01	-5.573230003349149975e-01
1.195644531249999976e-01	8.003489981034839218e-01
1.201054687499999996e-01	-5.798216480371611858e-01
1.206464843750000016e-01	1.086909601730452035e+00
1.211875000000000036e-01	-9.605443713291972330e-01
1.217285156250000056e-01	1.507648515722906479e+00
1.222695312499999937e-01	-1.479652723797923564e+00
1.228105468749999957e-01	2.091454472798595532e+00
1.233515624999999977e-01	-2.257666924361767968e+00
1.238925781249999997e-01	2.935156647581873113e+00
1.244335937500000017e-01	-3.324256411395095867e+00
1.249746093750000037e-01	4.348280167657062378e+00
1.255156249999999918e-01	-5.294594745234567412e+00
1.260566406249999938e-01	6.953533338795089058e+00
1.265976562499999958e-01	-9.639442414906319812e+00
1.271386718749999978e-01	1.531300474574469916e+01
1.276796874999999998e-01	1.696685913121978473e+01
1.282207031250000018e-01	1.823299291569311364e+01
1.287617187500000038e-01	1.916005384911373000e+01
1.293027343750000058e-01	1.979668917571804343e+01
1.298437500000000078e-01	2.019154670956746855e+01
1.303847656250000098e-01	2.039327409198233454e+01
1.309257812500000118e-01	2.045051866058309642e+01
1.314667968750000138e-01	-1.175876337864011134e+01
1.320078124999999880e-01	8.048218242305432923e+00
1.325488281249999900e-01	-6.129307341729949954e+00
1.330898437499999920e-01	4.818685168417565556e+00
1.336308593749999940e-01	-3.920592197026969039e+00
1.341718749999999960e-01	3.153865940228386400e+00
1.347128906249999980e-01	-2.665090280245347110e+00
1.352539062500000000e-01	2.170988000775086579e+00
1.357949218750000020e-01	-1.892533682320495458e+00
1.363359375000000040e-01	1.458794911396772642e+00
1.368769531250000060e-01	-1.332998943731585673e+00
1.374179687500000080e-01	1.000977043723787041e+00
1.379589843750000100e-01	-9.490580813229785306e-01
1.385000000000000120e-01	7.095546574530646744e-01
1.390410156249999862e-01	-2.487715793743778825e-01
1.395820312499999882e-01	7.335437178570856087e-01
1.401230468749999902e-01	-8.113381634922101071e-02
1.406640624999999922e-01	5.530494672355845687e-01
1.412050781249999942e-01	4.439664675239329839e-02
1.417460937499999962e-01	4.373774873328029056e-01
1.422871093749999982e-01	1.105025142470061894e-01
1.428281250000000002e-01	3.190468373060353358e-01
1.433691406250000022e-01	1.947628907569609602e-01
1.439101562500000042e-01	2.083103438128093288e-01
1.444511718750000062e-01	-7.306481722643041188e-01
1.449921875000000082e-01	-7.428896450602024970e-01
1.455332031250000102e-01	-7.855759645590421059e-01
1.460742187500000122e-01	-7.679302580705411607e-01
1.466152343749999865e-01	-7.803408401123710370e-01
1.471562499999999885e-01	-8.555763694486997473e-01
1.476972656249999905e-01	-8.454721340684181463e-01
1.482382812499999925e-01	-8.661978733019011223e-01
1.487792968749999944e-01	-8.592810517762092815e-01
1.493203124999999964e-01	-8.953873070077600360e-01
1.498613281249999984e-01	-9.819712612473976421e-01
1.504023437500000004e-01	-1.058850974867430850e+00
1.509433593750000024e-01	-1.029425391842496040e+00
1.514843750000000044e-01	-1.087752196472984156e+00
