# X 	Z
0.000000000000000000e+00	-5.826322962606735878e-01
1.623046874999999924e-03	-6.253253102411777675e-01
3.246093749999999847e-03	-5.565168662627507645e-01
4.869140624999999771e-03	-5.978300943252050637e-01
6.492187499999999695e-03	-5.376576422113906739e-01
8.115234375000000486e-03	-6.269766933941282039e-01
9.738281249999999542e-03	-6.331365756669403710e-01
1.136132812500000033e-02	-6.045936657331836273e-01
1.298437499999999939e-02	-6.227291845448236218e-01
1.460742187500000018e-02	-5.736246365247170687e-01
1.623046875000000097e-02	-6.061420083177024853e-01
1.785351562500000003e-02	-5.687782859968414373e-01
1.947656249999999908e-02	-5.609303237706040335e-01
2.109960937500000161e-02	-5.744445035624203832e-01
2.272265625000000067e-02	-5.037894506271012318e-01
2.434570312499999972e-02	-6.849736301237860925e-01
2.596874999999999878e-02	-7.603234367121367576e-01
2.759179687500000130e-02	-7.481643409498540676e-01
2.921484375000000036e-02	-7.542596022439544967e-01
3.083789062499999942e-02	-6.801433310247109176e-01
3.246093750000000194e-02	-8.712965961801371062e-01
3.408398437500000100e-02	-9.619688791198018896e-01
3.570703125000000006e-02	-9.839206738795568397e-01
3.733007812499999911e-02	-9.576534506733331842e-01
3.895312499999999817e-02	-9.274305002070970527e-01
4.057617187499999722e-02	-9.827094080288183431e-01
4.219921875000000322e-02	-8.931693295446814229e-01
4.382226562500000228e-02	-9.795208458232174120e-01
4.544531250000000133e-02	-8.756260167127952743e-01
4.706835937500000039e-02	-9.517377791692385181e-01
4.869140624999999944e-02	-7.806039491950218512e-01
5.031445312499999850e-02	-1.280980708048172767e-01
5.193749999999999756e-02	-2.150942221093515849e-01
5.356054687499999661e-02	-1.175898869503768651e-01
5.518359375000000261e-02	-1.712049621623783491e-01
5.680664062500000167e-02	-1.215448642856030714e-01
5.842968750000000072e-02	-1.363413145727925269e-01
6.005273437499999978e-02	-1.446962801532380993e-01
6.167578124999999883e-02	-1.040556536509832375e-01
6.329882812499999789e-02	-1.218919128838176213e-01
6.492187500000000389e-02	-7.659849075599400869e-02
6.654492187499999600e-02	2.914991737271972472e-01
6.816796875000000200e-02	3.589956449656268589e-01
6.979101562499999412e-02	3.701891341236585031e-01
7.141406250000000011e-02	3.527239215453443766e-01
7.303710937500000611e-02	4.110444871173930537e-01
7.466015624999999822e-02	3.500853111887545221e-01
7.628320312500000422e-02	4.012564148361312810e-01
7.790624999999999634e-02	3.709679028059011952e-01
7.952929687500000233e-02	4.219048170746630966e-01
8.115234374999999445e-02	3.843156490692701821e-01
8.277539062500000044e-02	8.204139683694862129e-01
8.439843750000000644e-02	1.126751379152979071e+00
8.602148437499999856e-02	1.013678621858790097e+00
8.764453125000000455e-02	1.099475163529501698e+00
8.926757812499999667e-02	1.073836410825721899e+00
9.089062500000000266e-02	1.069939874584070028e+00
9.251367187499999478e-02	1.108675407454839945e+00
9.413671875000000078e-02	1.067117292920664706e+00
9.575976562500000677e-02	1.107795211094937393e+00
9.738281249999999889e-02	1.107938762751885520e+00
9.900585937500000488e-02	1.086340274996724142e+00
1.006289062499999970e-01	1.138979371798827467e+00
1.022519531250000030e-01	1.073584444915163028e+00
1.038749999999999951e-01	1.147422215838247661e+00
1.054980468750000011e-01	1.107651863224053734e+00
1.071210937499999932e-01	1.138235836955450386e+00
1.087441406249999992e-01	1.149329136445431887e+00
1.103671875000000052e-01	1.102648750065401417e+00
1.119902343749999973e-01	1.163053952526724943e+00
1.136132812500000033e-01	1.133769972075123089e+00
1.152363281249999954e-01	1.153486433045124215e+00
1.168593750000000014e-01	1.021312945391665172e+00
1.184824218749999936e-01	9.951381606066264096e-01
1.201054687499999996e-01	1.049724734992868669e+00
1.217285156250000056e-01	1.013535844374990891e+00
1.233515624999999977e-01	1.071310366933840186e+00
1.249746093750000037e-01	1.000492606229165693e+00
1.265976562499999958e-01	1.001507239738798738e+00
1.282207031250000018e-01	1.029314703694049316e+00
1.298437500000000078e-01	1.007114599028254176e+00
1.314667968750000138e-01	1.040903551063643517e+00
1.330898437499999920e-01	8.049234892245434869e-01
1.347128906249999980e-01	8.321135889024938725e-01
