# X 	Z
0.000000000000000000e+00	-1.496588141362132918e-01
1.082031250000000094e-03	-3.294117880450564417e-01
2.164062500000000187e-03	-3.575842630927714705e-01
3.246093749999999847e-03	-3.514332308702573515e-01
4.328125000000000375e-03	-3.535902292258108481e-01
5.410156250000000035e-03	-3.654531039761761413e-01
6.492187499999999695e-03	-6.244102145074871268e-01
7.574218750000000222e-03	-6.532791611131100185e-01
8.656250000000000749e-03	-6.661518810454487571e-01
9.738281249999999542e-03	-6.472647356599395829e-01
1.082031250000000007e-02	-6.729512431700676034e-01
1.190234375000000060e-02	-7.276025788819746598e-01
1.298437499999999939e-02	-7.578699454323203355e-01
1.406640624999999992e-02	-7.432524598786121039e-01
1.514843750000000044e-02	-7.548812625047092162e-01
1.623046875000000097e-02	-7.386317082543968349e-01
1.731250000000000150e-02	-9.690877509230417797e-01
1.839453124999999856e-02	-1.070948491784633250e+00
1.947656249999999908e-02	-1.060599036684988006e+00
2.055859374999999961e-02	-1.064071243074969919e+00
2.164062500000000014e-02	-1.066066482147635108e+00
2.272265625000000067e-02	-1.106809102738375072e+00
2.380468750000000119e-02	-1.131553475861332148e+00
2.488671875000000172e-02	-1.139911897379278338e+00
2.596874999999999878e-02	-1.120547309731824370e+00
2.705078124999999931e-02	-1.129370315806103919e+00
2.813281249999999983e-02	-1.171039637846114756e+00
2.921484375000000036e-02	-1.187858075791935919e+00
3.029687500000000089e-02	-1.197297654861595451e+00
3.137890624999999795e-02	-1.206269594690360547e+00
3.246093750000000194e-02	-1.198311340402997027e+00
3.354296874999999900e-02	-1.222655482031786756e+00
3.462500000000000300e-02	-1.208170927845771292e+00
3.570703125000000006e-02	-1.233986990701813058e+00
3.678906249999999711e-02	-1.222838546745778077e+00
3.787109375000000111e-02	-1.228850444006649001e+00
3.895312499999999817e-02	-1.229347598233160532e+00
4.003515625000000216e-02	-1.208566065725978467e+00
4.111718749999999922e-02	-1.220630221154569206e+00
4.219921875000000322e-02	-1.228499086214790426e+00
4.328125000000000028e-02	-1.218039585687268112e+00
4.436328124999999734e-02	-1.247647074618776664e+00
4.544531250000000133e-02	-1.223748617939356409e+00
4.652734374999999839e-02	-1.251720786560945875e+00
4.760937500000000239e-02	-1.247076289968700014e+00
4.869140624999999944e-02	-1.244060225204254966e+00
4.977343750000000344e-02	-1.251835845912041112e+00
5.085546875000000050e-02	-1.265200691384852139e+00
5.193749999999999756e-02	-1.258140820458783393e+00
5.301953125000000155e-02	-1.277559123441428302e+00
5.410156249999999861e-02	-1.257915810343909868e+00
5.518359375000000261e-02	-1.282145220030083799e+00
5.626562499999999967e-02	-1.223205251947444783e+00
5.734765624999999672e-02	-1.212485585849724323e+00
5.842968750000000072e-02	-1.227621832505252808e+00
5.951171874999999778e-02	-1.210063316130123745e+00
6.059375000000000178e-02	-1.254237333681127442e+00
6.167578124999999883e-02	-9.787084569197128658e-01
6.275781249999999589e-02	-8.675711058497317385e-01
6.383984374999999989e-02	-9.272709512567416379e-01
6.492187500000000389e-02	-8.765460269325352494e-01
6.600390624999999400e-02	-9.082106188378683553e-01
6.708593749999999800e-02	-8.955333777031824205e-01
6.816796875000000200e-02	-9.230796523892720318e-01
6.925000000000000600e-02	-9.138953718344515753e-01
7.033203124999999611e-02	-9.196987731177870273e-01
7.141406250000000011e-02	-9.020511416689297457e-01
7.249609375000000411e-02	-9.287433259386319584e-01
7.357812499999999423e-02	-8.893504182634769384e-01
7.466015624999999822e-02	-9.362287367198716126e-01
7.574218750000000222e-02	-8.980740023409619077e-01
7.682421875000000622e-02	-9.348534023300477669e-01
7.790624999999999634e-02	-8.925023227434838446e-01
7.898828125000000033e-02	-8.565957042722236459e-01
8.007031250000000433e-02	-8.552441429457351418e-01
8.115234374999999445e-02	-8.753241177203106016e-01
8.223437499999999845e-02	-8.499757825300573444e-01
8.331640625000000244e-02	-9.003393401848006627e-01
8.439843750000000644e-02	-9.314441896518699249e-01
8.548046874999999656e-02	-9.725655248351092741e-01
8.656250000000000056e-02	-9.374298076238087862e-01
8.764453125000000455e-02	-9.648046016916080880e-01
8.872656249999999467e-02	-9.427132147477829127e-01
8.980859374999999867e-02	-9.081964944534970385e-01
9.089062500000000266e-02	-8.933252461472032113e-01
9.197265625000000666e-02	-9.227155863576390615e-01
9.305468749999999678e-02	-8.886616682442242121e-01
9.413671875000000078e-02	-9.247280066748501115e-01
9.521875000000000477e-02	-7.196000725873343828e-01
9.630078124999999489e-02	-7.360172837626953735e-01
9.738281249999999889e-02	-7.300698120470201502e-01
9.846484375000000289e-02	-7.231135753599851057e-01
9.954687500000000688e-02	-7.257879846718094941e-01
1.006289062499999970e-01	-6.459181441795300849e-01
1.017109375000000010e-01	-6.009942240293815185e-01
1.027929687500000050e-01	-6.443643522794442191e-01
1.038749999999999951e-01	-5.975019876816498599e-01
1.049570312499999991e-01	-6.498042601124559559e-01
1.060390625000000031e-01	-5.162815876471028576e-01
1.071210937499999932e-01	-4.953582337684052095e-01
1.082031249999999972e-01	-5.007613480583911203e-01
1.092851562500000012e-01	-4.885391616357190325e-01
