# Frequency (Hz)	PSD (Amplitude^2/Hz)
1.010830324909747219e+03	2.310602062403470187e-17
1.025270758122743700e+03	1.665968794658786179e-17
1.039711191335740068e+03	1.290135430992564857e-17
1.054151624548736436e+03	9.700160966860086626e-18
1.068592057761732804e+03	9.467877701268867902e-18
1.083032490974729171e+03	8.484837278367666589e-18
1.097472924187725539e+03	8.504259979273076995e-18
1.111913357400721907e+03	7.550398504194904465e-18
1.126353790613718274e+03	5.603916487790222304e-18
1.140794223826714642e+03	5.485674155695902605e-18
1.155234657039711237e+03	5.621546314839895026e-18
1.169675090252707605e+03	5.722129744370108763e-18
1.184115523465703973e+03	5.890375360897394306e-18
1.198555956678700340e+03	4.947924818289086564e-18
1.212996389891696708e+03	4.025795374622434850e-18
1.227436823104693076e+03	3.653306624180379380e-18
1.241877256317689444e+03	3.191196811946274852e-18
1.256317689530685811e+03	3.005533550966317577e-18
1.270758122743682179e+03	3.080025282770724313e-18
1.285198555956678547e+03	2.726329473246752810e-18
1.299638989169674915e+03	2.453599779119327281e-18
1.314079422382671510e+03	2.129265077592261619e-18
1.328519855595667877e+03	2.032881152236554768e-18
1.342960288808664245e+03	2.105452820756960206e-18
1.357400722021660613e+03	2.082704735369343932e-18
1.371841155234656981e+03	1.767230218435139490e-18
1.386281588447653348e+03	1.573646529681946463e-18
1.400722021660649716e+03	1.283148253584790676e-18
1.415162454873646084e+03	1.143275088875974837e-18
1.429602888086642452e+03	1.403349044496303751e-18
1.444043321299638819e+03	1.910049755080736299e-18
1.458483754512635187e+03	1.141627029990612167e-18
1.472924187725631782e+03	7.420276478118623804e-19
1.487364620938628150e+03	6.646907535991159658e-19
1.501805054151624518e+03	6.019677941741108540e-19
1.516245487364620885e+03	5.736343300537964949e-19
1.530685920577617253e+03	1.026189907917364744e-18
1.545126353790613621e+03	6.610810580390065952e-19
1.559566787003609988e+03	3.799698176193376930e-19
1.574007220216606356e+03	2.914426045928590073e-19
1.588447653429602724e+03	2.564062641694306215e-19
1.602888086642599092e+03	2.158721087318350764e-19
1.617328519855595459e+03	1.955617305071361558e-19
1.631768953068592054e+03	1.749383839935867297e-19
1.646209386281588422e+03	1.481701838768209383e-19
1.660649819494584790e+03	1.238039233124654612e-19
1.675090252707581158e+03	1.035825638229860736e-19
1.689530685920577525e+03	8.238090455016314067e-20
1.703971119133573893e+03	6.795968589396710970e-20
1.718411552346570261e+03	5.381819815079182862e-20
1.732851985559566629e+03	4.210782900687040724e-20
1.747292418772562996e+03	3.250152311337519687e-20
1.761732851985559364e+03	2.300126214028101044e-20
1.776173285198555959e+03	1.575167737700848108e-20
1.790613718411552327e+03	1.018512493889349492e-20
1.805054151624548695e+03	5.621822321615889097e-21
1.819494584837545062e+03	2.506621597259957590e-21
1.833935018050541430e+03	6.304892117891821937e-22
1.848375451263537798e+03	3.794166411807308330e-24
