x	zg centrado sin panza
0.001558722	1.389987683
0.00259787	1.298449445
0.003637017	0.906023905
0.004676165	1.09817092
0.005715313	1.203679374
0.006754461	1.1082433
0.007793609	1.03276196
0.008832756	1.383739154
0.009871904	0.966457816
0.010911052	1.044293357
0.0119502	0.721983647
0.012989348	0.465615112
0.014028496	0.461951721
0.015067643	0.678926081
0.016106791	0.676946986
0.017145939	0.911067724
0.018185087	1.170583072
0.019224235	0.946272156
0.020263382	0.419592732
0.02130253	0.476262107
0.022341678	0.499246212
0.023380826	0.906943641
0.024419974	0.803878503
0.025459121	0.987615892
0.026498269	0.922226452
0.027537417	0.645262512
0.028576565	0.358415326
0.029615713	0.473245807
0.030654861	1.076029993
0.031694008	1.54477418
0.032733156	1.237984473
0.033772304	1.034141165
0.034811452	1.091777064
0.0358506	1.027822953
0.036889747	0.959106895
0.037928895	1.076560514
0.038968043	0.728330098
0.040007191	0.64850633
0.041046339	0.924249411
0.042085486	0.825244532
0.043124634	0.794277486
0.044163782	0.889579038
0.04520293	1.204473855
0.046242078	1.209956189
0.047281226	0.928252515
0.048320373	0.816635589
0.049359521	0.825384768
0.050398669	0.699538206
0.051437817	0.467607028
0.052476965	0.52254173
0.053516112	0.675946162
0.05455526	0.645878664
0.055594408	0.244436162
0.056633556	0.873973393
0.057672704	1.364973755
0.058711852	0.736131236
0.059750999	0.341510397
0.060790147	0.427347397
0.061829295	1.032609171
0.062868443	1.255531957
0.063907591	1.054037801
0.064946738	0.668561265
0.065985886	0.704842753
0.067025034	0.668222669
0.068064182	0.712421626
0.06910333	1.114886217
0.070142477	-0.054093139
0.071181625	0.368273085
0.072220773	0.481292822
0.073259921	1.349872456
0.074299069	0.641624747
0.075338217	0.409700397
0.076377364	0.815757497
0.077416512	0.696342939
0.07845566	0.671871876
0.079494808	0.441697073
0.080533956	0.979065806
0.081573103	1.082263463
0.082612251	1.447374419
0.083651399	1.349162596
0.084690547	1.297851838
0.085729695	0.867365036
0.086768843	1.345943799
0.08780799	1.153550507
0.088847138	0.978188481
0.089886286	1.054102378
0.090925434	0.949494681
0.091964582	1.25100201
0.093003729	1.341844045
0.094042877	1.267238873
0.095082025	1.665611462
0.096121173	1.385112139
0.097160321	1.712959992
0.098199468	1.564098843
0.099238616	1.738949443
0.100277764	1.696210075
0.101316912	1.529490571
0.10235606	1.900799994
0.103395208	1.371970743
0.104434355	1.606175857
0.105473503	2.045473739
0.106512651	2.226505851
0.107551799	2.225569318
0.108590947	2.228185735
0.109630094	1.980601805
0.110669242	2.150503786
0.11170839	2.360937325
0.112747538	2.305718556
0.113786686	2.769090213
0.114825834	2.992393911
0.115864981	3.074054978
0.116904129	2.15348729
0.117943277	2.389723989
0.118982425	2.689593482
0.120021573	2.892466245
0.12106072	2.817949021
0.122099868	2.449796463
0.123139016	2.09793484
0.124178164	1.90025023
0.125217312	2.43549649
0.126256459	2.610785375
0.127295607	2.5183146
0.128334755	2.732347881
0.129373903	2.642672392
0.130413051	2.417081465
0.131452199	2.377392823
0.132491346	2.553003103
0.133530494	1.851254473
0.134569642	1.967696625
0.13560879	2.14940576
0.136647938	1.990835104
0.137687085	1.836116325
0.138726233	1.852765426
0.139765381	1.824106771
0.140804529	1.517477947
0.141843677	1.528734491
0.142882825	1.581988977
0.143921972	1.522226483
0.14496112	1.532285467
0.146000268	1.488696794
0.147039416	1.760740045
0.148078564	1.934704991
0.149117711	1.744133101
0.150156859	1.569202758
0.151196007	1.713219283
0.152235155	1.392896151
0.153274303	1.413163483
0.15431345	1.619467288
0.155352598	1.140769438
0.156391746	1.065738127
0.157430894	0.891408626
0.158470042	0.837644454
0.15950919	0.876918933
0.160548337	0.809552799
0.161587485	0.790692227
0.162626633	0.951602991
0.163665781	0.807859593
0.164704929	0.766101734
0.165744076	0.794980542
0.166783224	0.965157794
0.167822372	1.135848092
0.16886152	1.142213406
0.169900668	0.80758767
0.170939816	0.403844861
0.171978963	0.288511041
0.173018111	0.508295684
0.174057259	0.46469328
0.175096407	0.583711365
0.176135555	0.757126439
0.177174702	0.742086414
0.17821385	0.625425548
0.179252998	0.610172933
0.180292146	0.551013025
0.181331294	0.642174308
0.182370441	0.59828353
0.183409589	0.660047345
0.184448737	0.72945194
0.185487885	0.958095061
0.186527033	0.805059358
0.187566181	0.72728065
0.188605328	0.670532
0.189644476	0.737132912
0.190683624	0.57949758
0.191722772	0.392827604
0.19276192	0.553128063
0.193801067	0.686330924
0.194840215	1.110208398
0.195879363	1.034152903
0.196918511	0.760360138
0.197957659	0.689130026
0.198996807	0.455434958
0.200035954	0.225920024
0.201075102	0.765103334
0.20211425	0.69553631
0.203153398	0.678956608
0.204192546	0.79632529
0.205231693	0.675428641
0.206270841	0.320245154
0.207309989	0.489969014
0.208349137	0.447922845
0.209388285	0.818399509
0.210427432	0.655241672
0.21146658	0.465996245
0.212505728	0.413604606
0.213544876	0.497072561
0.214584024	0.395791053
0.215623172	0.288480559
0.216662319	0.221270223
0.217701467	0.278687988
0.218740615	0.243391594
0.219779763	0.299969058
0.220818911	0.243421103
0.221858058	0.246385478
0.222897206	0.243686169
0.223936354	0.017889087
0.224975502	-0.024789589
0.22601465	0.034648928
0.227053797	0.292607692
0.228092945	0.395958623
0.229132093	0.392406332
0.230171241	0.310359359
0.231210389	0.141041867
0.232249537	0.270921507
0.233288684	-0.093048921
0.234327832	-0.02096151
0.23536698	-0.283591723
0.236406128	-0.2971952
0.237445276	-0.148963234
0.238484423	-0.598149805
0.239523571	-0.002327412
0.240562719	-0.14268319
0.241601867	-0.400246263
0.242641015	-0.691889856
0.243680163	-0.918278487
0.24471931	-1.270740784
0.245758458	-1.166092917
0.246797606	-0.957790919
0.247836754	-0.790436034
0.248875902	-0.776483251
0.249915049	-0.624015162
0.250954197	-0.998760638
0.251993345	-0.790831286
0.253032493	-1.383150592
0.254071641	-1.549548045
0.255110788	-0.778413627
0.256149936	-0.837801815
0.257189084	-0.713752298
0.258228232	-1.271628411
0.25926738	-1.060798931
0.260306528	-1.035186103
0.261345675	-1.101354707
0.262384823	-0.735941361
0.263423971	-0.640461266
0.264463119	-0.827885024
0.265502267	-0.665657113
0.266541414	-0.410896982
0.267580562	-0.945919408
0.26861971	-0.840937782
0.269658858	-0.977770622
0.270698006	-0.92086685
0.271737154	-0.534734048
0.272776301	-0.83539497
0.273815449	-0.78869411
0.274854597	-0.273834438
0.275893745	-0.378318134
0.276932893	-0.616047829
0.27797204	-0.418796106
0.279011188	-0.036145759
0.280050336	0.123853442
0.281089484	-0.041440334
0.282128632	-0.087797586
0.283167779	-0.43735329
0.284206927	-0.129748437
0.285246075	-0.642286254
0.286285223	-0.544141072
0.287324371	-0.664925127
0.288363519	-0.017731315
0.289402666	-0.141569039
0.290441814	-0.184676045
0.291480962	0.20137687
0.29252011	-0.290511674
0.293559258	-0.362033602
0.294598405	-0.294815313
0.295637553	-0.302434107
0.296676701	0.035930117
0.297715849	-0.404484802
0.298754997	-0.253284462
0.299794145	-0.057223286
0.300833292	0.433487236
0.30187244	0.312513643
0.302911588	0.567359143
0.303950736	0.632704274
0.304989884	0.230670639
0.306029031	0.37969654
0.307068179	0.136361567
0.308107327	0.297641099
0.309146475	0.153724669
0.310185623	-0.000572603
0.31122477	0.181982015
0.312263918	0.214548102
0.313303066	0.366935819
0.314342214	0.261771849
0.315381362	0.758049323
0.31642051	0.481050339
0.317459657	0.493946114
0.318498805	0.237366411
0.319537953	0.187358619
0.320577101	0.08560039
0.321616249	0.439856885
0.322655396	0.534042625
0.323694544	0.287086559
0.324733692	0.432983716
0.32577284	0.394711153
0.326811988	0.035547687
0.327851136	0.088080407
