# X 	Z
0.000000000000000000e+00	5.374874399957391802e+00
1.623046874999999924e-03	1.690159884381000666e+01
3.246093749999999847e-03	2.907445978764100403e+01
4.869140624999999771e-03	4.132745795872489225e+01
6.492187499999999695e-03	5.309459411831636544e+01
8.115234375000000486e-03	6.380986595821519813e+01
9.738281249999999542e-03	7.290727120256894978e+01
1.136132812500000033e-02	8.019815186762494363e+01
1.298437499999999939e-02	8.570977493068556896e+01
1.460742187500000018e-02	8.954869207396151864e+01
1.623046875000000097e-02	9.188588438814818460e+01
1.785351562500000003e-02	9.293852662050460367e+01
1.947656249999999908e-02	9.295186607767149667e+01
2.109960937500000161e-02	9.217766644466945536e+01
2.272265625000000067e-02	9.085870097628705366e+01
2.434570312499999972e-02	8.921322438109578457e+01
2.596874999999999878e-02	8.742570955466747762e+01
2.759179687500000130e-02	8.564046384279457413e+01
2.921484375000000036e-02	8.395921159621634899e+01
3.083789062499999942e-02	8.244440020795326518e+01
3.246093750000000194e-02	8.112323773548826011e+01
3.408398437500000100e-02	7.999562131445144075e+01
3.570703125000000006e-02	7.904189359626894884e+01
3.733007812499999911e-02	7.823017150925304009e+01
3.895312499999999817e-02	7.752438687097242109e+01
4.057617187499999722e-02	7.688927617148489446e+01
4.219921875000000322e-02	7.629449862357712675e+01
4.382226562500000228e-02	7.571703876960698665e+01
4.544531250000000133e-02	7.514134100608254130e+01
4.706835937500000039e-02	7.454199531547044444e+01
4.869140624999999944e-02	7.394667301529007375e+01
5.031445312499999850e-02	7.335537887609878283e+01
5.193749999999999756e-02	7.276773096563476884e+01
5.356054687499999661e-02	7.218288705032071562e+01
5.518359375000000261e-02	7.160064787013381249e+01
5.680664062500000167e-02	7.102005574307779057e+01
5.842968750000000072e-02	7.044132979050212384e+01
6.005273437499999978e-02	6.986408510677836148e+01
6.167578124999999883e-02	6.928837907358203552e+01
6.329882812499999789e-02	6.871459114863571926e+01
6.492187500000000389e-02	6.814263172864814067e+01
6.654492187499999600e-02	6.757333024761385332e+01
6.816796875000000200e-02	6.700673225730886884e+01
6.979101562499999412e-02	6.644351236642924619e+01
7.141406250000000011e-02	6.588401103431009176e+01
7.303710937500000611e-02	6.532822789188999479e+01
7.466015624999999822e-02	6.477677077786739801e+01
7.628320312500000422e-02	6.422909268827163487e+01
7.790624999999999634e-02	6.368531321207782980e+01
7.952929687500000233e-02	6.314475868007914272e+01
8.115234374999999445e-02	6.260694505375266061e+01
8.277539062500000044e-02	6.207162333152174938e+01
8.439843750000000644e-02	6.153775372612233241e+01
8.602148437499999856e-02	6.100541456991064848e+01
8.764453125000000455e-02	6.047380758950963298e+01
8.926757812499999667e-02	5.994346097374589988e+01
9.089062500000000266e-02	5.941507333064430441e+01
9.251367187499999478e-02	5.888889402677114049e+01
9.413671875000000078e-02	5.836663399925883766e+01
9.575976562500000677e-02	5.784906515477761246e+01
9.738281249999999889e-02	5.733817163542919815e+01
9.900585937500000488e-02	5.683522750520089062e+01
1.006289062499999970e-01	5.634149400809509700e+01
1.022519531250000030e-01	5.585848563750018769e+01
1.038749999999999951e-01	5.538638180643670950e+01
1.054980468750000011e-01	5.492607663338596780e+01
1.071210937499999932e-01	5.447717873110666176e+01
1.087441406249999992e-01	5.403925380397696188e+01
1.103671875000000052e-01	5.361176957546512511e+01
1.119902343749999973e-01	5.319303153735469891e+01
1.136132812500000033e-01	5.278306865899222799e+01
1.152363281249999954e-01	5.238056630015385906e+01
1.168593750000000014e-01	5.198542158322312190e+01
1.184824218749999936e-01	5.159715874999103846e+01
1.201054687499999996e-01	5.121582282258864183e+01
1.217285156250000056e-01	5.084248024402213417e+01
1.233515624999999977e-01	5.047731384626253970e+01
1.249746093750000037e-01	5.012129670638729806e+01
1.265976562499999958e-01	4.977444028498821638e+01
1.282207031250000018e-01	4.943664975823315899e+01
1.298437500000000078e-01	4.910738210804865389e+01
1.314667968750000138e-01	4.878470380708664322e+01
1.330898437499999920e-01	4.846659813178817444e+01
1.347128906249999980e-01	4.814995881218429474e+01
1.363359375000000040e-01	4.783151144634068430e+01
1.379589843750000100e-01	4.750753344945605505e+01
1.395820312499999882e-01	4.717380614186840404e+01
1.412050781249999942e-01	4.682726115332432926e+01
1.428281250000000002e-01	4.646424041806542959e+01
1.444511718750000062e-01	4.608281630672935592e+01
1.460742187500000122e-01	4.568107173433639190e+01
1.476972656249999905e-01	4.525839020891616826e+01
1.493203124999999964e-01	4.481526236940132435e+01
1.509433593750000024e-01	4.435228325538770378e+01
1.525664062500000084e-01	4.387186308799896750e+01
1.541894531249999867e-01	4.337573788550827913e+01
1.558124999999999927e-01	4.286682703148368745e+01
1.574355468749999987e-01	4.234798960838844550e+01
1.590585937500000047e-01	4.182158462778578212e+01
1.606816406250000107e-01	4.129079003143151283e+01
1.623046874999999889e-01	4.075744125610269464e+01
1.639277343749999949e-01	4.022416022343744402e+01
1.655507812500000009e-01	3.969265918302873075e+01
1.671738281250000069e-01	3.916440605146950560e+01
1.687968750000000129e-01	3.864117629417104638e+01
1.704199218749999911e-01	3.812363213156854158e+01
1.720429687499999971e-01	3.761333634626860345e+01
1.736660156250000031e-01	3.711103922019156443e+01
1.752890625000000091e-01	3.661781759663593760e+01
1.769121093749999873e-01	3.613482060949486652e+01
1.785351562499999933e-01	3.566258576591928886e+01
1.801582031249999993e-01	3.520260716201864426e+01
1.817812500000000053e-01	3.475538275682561817e+01
1.834042968750000113e-01	3.432236762450262546e+01
1.850273437499999896e-01	3.390499638633160373e+01
1.866503906249999956e-01	3.350420161128240437e+01
1.882734375000000016e-01	3.312145055984953501e+01
1.898964843750000075e-01	3.275727428850378686e+01
1.915195312500000135e-01	3.241281044602001771e+01
1.931425781249999918e-01	3.208790632806890386e+01
1.947656249999999978e-01	3.178243504468078839e+01
1.963886718750000038e-01	3.149570449777971248e+01
1.980117187500000098e-01	3.122596256103032886e+01
1.996347656249999880e-01	3.097141883821230834e+01
2.012578124999999940e-01	3.072877647237088183e+01
2.028808593750000000e-01	3.049493493072279193e+01
2.045039062500000060e-01	3.026600943638784713e+01
2.061269531250000120e-01	3.003795626817115760e+01
2.077499999999999902e-01	2.980748630297285473e+01
2.093730468749999962e-01	2.957089885878804125e+01
2.109960937500000022e-01	2.932602449071968920e+01
2.126191406250000082e-01	2.907095850086334821e+01
2.142421874999999865e-01	2.880515533659563232e+01
2.158652343749999925e-01	2.852920746282486419e+01
2.174882812499999984e-01	2.824426967483212536e+01
2.191113281250000044e-01	2.795305438997012004e+01
2.207343750000000104e-01	2.765793068554467737e+01
2.223574218749999887e-01	2.736240218538686264e+01
2.239804687499999947e-01	2.706959011495103340e+01
2.256035156250000007e-01	2.678207519348681132e+01
2.272265625000000067e-01	2.650243066624722843e+01
2.288496093750000127e-01	2.623158250821605719e+01
2.304726562499999909e-01	2.597056930506477102e+01
2.320957031249999969e-01	2.571883682069292831e+01
2.337187500000000029e-01	2.547499671383902609e+01
2.353417968750000089e-01	2.523726354794110449e+01
2.369648437499999871e-01	2.500237465359833067e+01
2.385878906249999931e-01	2.476762307541759611e+01
2.402109374999999991e-01	2.452933049164946766e+01
2.418339843750000051e-01	2.428439077748895869e+01
2.434570312500000111e-01	2.403007514817778656e+01
2.450800781249999893e-01	2.376374820452316783e+01
2.467031249999999953e-01	2.348417837825676457e+01
2.483261718750000013e-01	2.319000917912615023e+01
2.499492187500000073e-01	2.288135238564579765e+01
